sample_id,book_id,label,position,target_word,normal_word_score,perturbed_word_score,relative_word_score,n_samples,normal_generated_words,perturbed_generated_words
BT_0003,Unfortunately_Yours_-_Tessa_Bailey,0,14,get,0.6947166919708252,0.6147757768630981,-0.884930181063814,3,"['succeed', 'succeed', 'succeed']","['figure', 'figure', 'figure']"
BT_0003,Unfortunately_Yours_-_Tessa_Bailey,0,15,it.,0.9135608673095704,0.9135608673095704,-0.999999989053822,3,"['it', 'it', 'it']","['it', 'it', 'it']"
BT_0003,Unfortunately_Yours_-_Tessa_Bailey,0,16,I,0.6972673535346985,0.7084565162658691,-1.01604714821937,3,"['right.', 'right.', 'right.']","['right,', 'Right,', 'right,']"
BT_0003,Unfortunately_Yours_-_Tessa_Bailey,0,17,know,0.6231808662414551,0.6231808662414551,-0.9999999839532944,3,"['right.', 'right.', 'right.']","['right.', 'right.', 'right.']"
BT_0003,Unfortunately_Yours_-_Tessa_Bailey,0,18,he,0.6567879915237427,0.6628716588020325,-1.0092627411952957,3,"['because', 'because', 'because']","['right.', 'right.', 'right.']"
BT_0003,Unfortunately_Yours_-_Tessa_Bailey,0,19,is.,0.7531894445419312,0.6232684850692749,-0.8275055914694522,3,"['will.', 'will.', 'will.']","['right,', 'right,', 'right,']"
BT_0004,The_Foxglove_King_-_Hannah_Whitten,0,1,"creaked,",0.652661919593811,0.652661919593811,-0.9999999846781318,3,"['was', 'was', 'was']","['was', 'was', 'was']"
BT_0004,The_Foxglove_King_-_Hannah_Whitten,0,2,but,0.8295847773551941,0.6784690022468567,-0.8178416631889901,3,"['and', 'and', 'and']","['underneath.', 'and', 'underneath.']"
BT_0004,The_Foxglove_King_-_Hannah_Whitten,0,3,if,0.6255862712860107,0.6785246729850769,-1.0846220470024397,3,"['the', 'the', 'the']","[""it's"", ""it's"", ""it's""]"
BT_0004,The_Foxglove_King_-_Hannah_Whitten,0,4,the,0.7294350862503052,0.7294350862503052,-0.999999986290761,3,"['it', 'it', 'it']","['it', 'it', 'it']"
BT_0004,The_Foxglove_King_-_Hannah_Whitten,0,5,sound,0.7012358903884888,0.6015406847000122,-0.8578292759494417,3,"['door', 'door', 'door']","['sleeves', 'sleeves', 'sleeves']"
BT_0004,The_Foxglove_King_-_Hannah_Whitten,0,6,woke,0.6186721920967102,0.6271922588348389,-1.0137715202158004,3,"[""wasn't"", ""wasn't"", ""wasn't""]","['wasnt', 'wasnt', 'wasnt']"
BT_0004,The_Foxglove_King_-_Hannah_Whitten,0,7,anyone,0.6908485889434814,0.6327286958694458,-0.9158717218752144,3,"['him,', 'him,', 'him,']","['Luisa', 'Luisa', 'Luisa']"
BT_0004,The_Foxglove_King_-_Hannah_Whitten,0,8,"inside,",0.6217798590660095,0.816185474395752,-1.312659857614502,3,"['it', 'it', 'it']","['upstairs,', 'upstairs,', 'upstairs,']"
BT_0004,The_Foxglove_King_-_Hannah_Whitten,0,9,they,1.0,0.6619029641151428,-0.6619029574961133,3,"['they', 'they', 'they']","['nobody', 'nobody', 'nobody']"
BT_0004,The_Foxglove_King_-_Hannah_Whitten,0,10,didnt,0.9388880729675292,0.9388880729675292,-0.9999999893491032,3,"[""didn't"", ""didn't"", ""didn't""]","[""didn't"", ""didn't"", ""didn't""]"
BT_0004,The_Foxglove_King_-_Hannah_Whitten,0,11,protest.,0.6257050633430481,0.6750420928001404,-1.0788502787639105,3,"['seem', 'seem', 'seem']","['complain,', 'complain,', 'complain,']"
BT_0004,The_Foxglove_King_-_Hannah_Whitten,0,12,Bastian,0.6187031865119934,0.6192774772644043,-1.0009282007199063,3,"['The', 'The', 'The']","['It', 'It', 'It']"
BT_0004,The_Foxglove_King_-_Hannah_Whitten,0,13,and,0.6233181953430176,0.6129454970359802,-0.9833588876145064,3,"['stepped', 'stepped', 'stepped']","['walks', 'walks', 'walks']"
BT_0004,The_Foxglove_King_-_Hannah_Whitten,0,14,Gabe,0.6213479042053223,0.6703004837036133,-1.0787844754591305,3,"['Lena', 'Lena', 'Lena']","['Lou,', 'Lou,', 'Lou,']"
BT_0004,The_Foxglove_King_-_Hannah_Whitten,0,15,settled,0.6800515651702881,0.6485876441001892,-0.953733022289934,3,"['were', 'were', 'were']","['are', 'are', 'are']"
BT_0004,The_Foxglove_King_-_Hannah_Whitten,0,16,Milo,0.6284998655319214,0.6284998655319214,-0.9999999840890978,3,"['into', 'into', 'into']","['into', 'into', 'into']"
BT_0004,The_Foxglove_King_-_Hannah_Whitten,0,17,on,0.6641238927841187,0.6641238927841187,-0.9999999849425688,3,"['into', 'into', 'into']","['into', 'into', 'into']"
BT_0004,The_Foxglove_King_-_Hannah_Whitten,0,18,the,1.0,1.0,-0.9999999900000002,3,"['the', 'the', 'the']","['the', 'the', 'the']"
BT_0004,The_Foxglove_King_-_Hannah_Whitten,0,19,"floor,",0.7233611345291138,0.7713698148727417,-1.0663688818603605,3,"['porch', 'porch', 'porch']","['porch,', 'porch,', 'porch,']"
BT_0005,Business_or_Pleasure_-_Rachel_Lynn_Solomon,0,1,Maybe,0.6419975757598877,0.6399320960044861,-0.9967827141390933,3,"['my.', 'my.', 'my.']","['His', 'His', 'His']"
BT_0005,Business_or_Pleasure_-_Rachel_Lynn_Solomon,0,2,Ive,0.7809668779373169,0.719550371170044,-0.9213583601098816,3,"['I', 'I', 'I']","[""I've"", ""I've"", ""I'd""]"
BT_0005,Business_or_Pleasure_-_Rachel_Lynn_Solomon,0,3,crossed,0.6037367582321167,0.6141675710678101,-1.0172770707111929,3,"['forgotten.', 'forgotten.', 'forgotten.']","['never', 'never', 'never']"
BT_0005,Business_or_Pleasure_-_Rachel_Lynn_Solomon,0,4,some,0.6778432130813599,0.6778432130813599,-0.999999985247326,3,"['a', 'a', 'a']","['a', 'a', 'a']"
BT_0005,Business_or_Pleasure_-_Rachel_Lynn_Solomon,0,5,sort,0.6234047412872314,0.6489263772964478,-1.0409390944751675,3,"['unspoken', 'unspoken', 'unspoken']","['line,', 'line,', 'line,']"
BT_0005,Business_or_Pleasure_-_Rachel_Lynn_Solomon,0,6,of,1.0,0.6893502473831177,-0.6893502404896154,3,"['of', 'of', 'of']","['line,', 'line,', 'line,']"
BT_0005,Business_or_Pleasure_-_Rachel_Lynn_Solomon,0,7,boundary,0.6554714441299438,0.6630643606185913,-1.011583885828752,3,"['threshold.', 'threshold.', 'threshold.']","['line.', 'line.', 'line.']"
BT_0005,Business_or_Pleasure_-_Rachel_Lynn_Solomon,0,8,I,0.7735670208930969,0.730256199836731,-0.9440115344544054,3,"['that', 'that', 'that']","['but', 'but', 'but']"
BT_0005,Business_or_Pleasure_-_Rachel_Lynn_Solomon,0,9,wasnt,0.6079391241073608,0.9410921931266784,-1.5480039700166488,3,"[""don't"", ""don't"", ""don't""]","[""wasn't"", ""wasn't"", ""wasn't""]"
BT_0005,Business_or_Pleasure_-_Rachel_Lynn_Solomon,0,10,aware,1.0,1.0,-0.9999999900000002,3,"['aware', 'aware', 'aware']","['aware', 'aware', 'aware']"
BT_0005,Business_or_Pleasure_-_Rachel_Lynn_Solomon,0,11,of?,0.6516903042793274,0.8967887163162231,-1.3760964321035491,3,"['that', 'that', 'that']","['of,', 'of,', 'of,']"
BT_0005,Business_or_Pleasure_-_Rachel_Lynn_Solomon,0,12,Theyre,0.6666524410247803,0.6773571968078613,-1.016057461075296,3,"['and', 'and', 'and']","['His', 'His', 'His']"
BT_0005,Business_or_Pleasure_-_Rachel_Lynn_Solomon,0,13,pretty,0.6578812003135681,0.7056968808174133,-1.072681313517154,3,"['not', 'not', 'not']","['really', 'really', 'really']"
BT_0005,Business_or_Pleasure_-_Rachel_Lynn_Solomon,0,14,decent,0.6241970658302307,0.6069545944531759,-0.972376542530064,3,"['usually', 'usually', 'usually']","['and', 'adorable,', 'adorable,']"
BT_0005,Business_or_Pleasure_-_Rachel_Lynn_Solomon,0,15,with,0.6292171478271484,0.5848537087440491,-0.9294942158978976,3,"['people,', 'people,', 'people,']","['freckles', 'freckles', 'freckles']"
BT_0005,Business_or_Pleasure_-_Rachel_Lynn_Solomon,0,16,"technology,",0.6734331846237183,0.6102349162101746,-0.906155088703556,3,"['me,', 'me,', 'me,']","['freckles', 'freckles', 'freckles']"
BT_0005,Business_or_Pleasure_-_Rachel_Lynn_Solomon,0,17,given,0.6222516298294067,0.6222516298294067,-0.9999999839293312,3,"['but', 'but', 'but']","['but', 'but', 'but']"
BT_0005,Business_or_Pleasure_-_Rachel_Lynn_Solomon,0,18,their,1.0,1.0,-0.9999999900000002,3,"['their', 'their', 'their']","['their', 'their', 'their']"
BT_0005,Business_or_Pleasure_-_Rachel_Lynn_Solomon,0,19,"age,",1.0,0.6257575750350952,-0.6257575687775195,3,"['age,', 'age,', 'age,']","['background.', 'background.', 'background.']"
BT_0006,Wuthering_Heights_-_Emily_Bronte,1,1,seen,0.6992584466934204,0.5838038921356201,-0.8348899988943291,3,"['been', 'been', 'been']","['never', 'never', 'never']"
BT_0006,Wuthering_Heights_-_Emily_Bronte,1,2,none,0.7566828727722168,0.6543806791305542,-0.864801747243358,3,"['some', 'some', 'some']","['people', 'people', 'people']"
BT_0006,Wuthering_Heights_-_Emily_Bronte,1,3,like,0.7089704275131226,0.7089704275131226,-0.9999999858950396,3,"['of', 'of', 'of']","['of', 'of', 'of']"
BT_0006,Wuthering_Heights_-_Emily_Bronte,1,4,"Edgar.""",0.5876160860061646,0.6140422821044922,-1.0449718553966405,3,"['before', 'before', 'before']","['it', 'it', 'it']"
BT_0006,Wuthering_Heights_-_Emily_Bronte,1,5,"""You",0.6779278516769409,0.6779278516769409,-0.999999985249168,3,"['His', 'His', 'His']","['His', 'His', 'His']"
BT_0006,Wuthering_Heights_-_Emily_Bronte,1,6,may,0.6068506240844727,0.5574642419815063,-0.9186185375294642,3,"['mean,', 'mean,', 'mean,']","['are...', 'are...', 'are...']"
BT_0006,Wuthering_Heights_-_Emily_Bronte,1,7,see,0.654124935468038,0.6404378414154053,-0.9790757038888964,3,"['be', 'not', 'not']","['be', 'be', 'be']"
BT_0006,Wuthering_Heights_-_Emily_Bronte,1,8,some.,0.7445207238197327,0.7331984639167786,-0.9847925391615816,3,"['one,', 'one,', 'one,']","['more', 'more', 'more']"
BT_0006,Wuthering_Heights_-_Emily_Bronte,1,9,And,0.6544145544370016,0.680556058883667,-1.0399463824115147,3,"['Men', 'Time', 'Time']","['in', 'in', 'in']"
BT_0006,Wuthering_Heights_-_Emily_Bronte,1,10,he,0.7872570753097534,0.6976971626281738,-0.8862380226830966,3,"['they', 'they', 'they']","[""I'm"", ""I'm"", ""I'm""]"
BT_0006,Wuthering_Heights_-_Emily_Bronte,1,11,won't,0.611514151096344,0.5794161558151245,-0.9475106100181342,3,"['is', 'is', 'is']","['walked', 'walked', 'walked']"
BT_0006,Wuthering_Heights_-_Emily_Bronte,1,12,always,0.6232807636260986,0.6232807636260986,-0.9999999839558664,3,"['be', 'be', 'be']","['be', 'be', 'be']"
BT_0006,Wuthering_Heights_-_Emily_Bronte,1,13,be,1.0,1.0,-0.9999999900000002,3,"['be', 'be', 'be']","['be', 'be', 'be']"
BT_0006,Wuthering_Heights_-_Emily_Bronte,1,14,hand-,0.6766093969345093,0.638974666595459,-0.9443774503379124,3,"['young.', 'young.', 'young.']","['there.""', 'there.""', 'there.""']"
BT_0006,Wuthering_Heights_-_Emily_Bronte,1,15,some,0.9561954140663148,0.6886957883834839,-0.7202458525211693,3,"['some', 'some.""', 'some']","['in', 'in', 'in']"
BT_0006,Wuthering_Heights_-_Emily_Bronte,1,16,and,0.7607726454734802,0.9433493614196776,-1.2399885230267216,3,"['as', 'as', 'as']","['and,', 'and,', 'and,']"
BT_0006,Wuthering_Heights_-_Emily_Bronte,1,17,"young,",0.9001426100730896,0.7114107012748718,-0.790331093551716,3,"['young.""', 'young.""', 'young.""']","['charming,', 'charming,', 'charming,']"
BT_0006,Wuthering_Heights_-_Emily_Bronte,1,18,and,0.8295847773551941,0.7283720970153809,-0.8779959663164868,3,"['but', 'but', 'but']","['though', 'though', 'though']"
BT_0006,Wuthering_Heights_-_Emily_Bronte,1,19,may,0.6192013025283813,0.6073599457740784,-0.9808763862176724,3,"['charming', 'charming', 'charming']","['though', 'though', 'though']"
BT_0007,The_Wildest_Sun_A_Novel_-_Asha_Lemmie,0,1,mother,0.7960729598999023,0.6665039658546448,-0.8372397896369355,3,"['family', 'family', 'family']","['fingers', 'fingers', 'fingers']"
BT_0007,The_Wildest_Sun_A_Novel_-_Asha_Lemmie,0,2,was,1.0000001192092896,0.6591958999633789,-0.659195814789156,3,"['was', 'was', 'was']","['used', 'used', 'used']"
BT_0007,The_Wildest_Sun_A_Novel_-_Asha_Lemmie,0,3,right,0.6674087643623352,0.6674087643623352,-0.9999999850166787,3,"['a', 'a', 'a']","['a', 'a', 'a']"
BT_0007,The_Wildest_Sun_A_Novel_-_Asha_Lemmie,0,4,about,0.7158883810043335,1.0,-1.396865786016003,3,"['when', 'when', 'when']","['about', 'about', 'about']"
BT_0007,The_Wildest_Sun_A_Novel_-_Asha_Lemmie,0,5,many,0.6679178476333618,0.6151224970817566,-0.920955309177276,3,"['everything.', 'everything.', 'everything.']","['freckles', 'freckles', 'freckles']"
BT_0007,The_Wildest_Sun_A_Novel_-_Asha_Lemmie,0,6,things—God,0.8504235744476318,0.8705310821533203,-1.023644096981093,3,"['things.', 'things.', 'things.']","['things,', 'things,', 'things,']"
BT_0007,The_Wildest_Sun_A_Novel_-_Asha_Lemmie,0,7,knows,0.6289235353469849,0.6640079021453857,-1.0557847723431062,3,"['had—', 'had—', 'had—']","['forgive', 'forgive', 'forgive']"
BT_0007,The_Wildest_Sun_A_Novel_-_Asha_Lemmie,0,8,I,0.730256199836731,0.7176567912101746,-0.9827465779039752,3,"['but', 'but', 'but']","[""I'd"", ""I'd"", ""I'd""]"
BT_0007,The_Wildest_Sun_A_Novel_-_Asha_Lemmie,0,9,wish,0.6942386627197266,0.6227654218673706,-0.8970480129371723,3,"['have', 'have', 'have']","[""haven't"", ""haven't"", ""haven't""]"
BT_0007,The_Wildest_Sun_A_Novel_-_Asha_Lemmie,0,10,I,0.7999409437179565,0.6447609663009644,-0.8060106977949455,3,"['she', 'she', 'she']","[""she'd"", ""she'd"", ""she'd""]"
BT_0007,The_Wildest_Sun_A_Novel_-_Asha_Lemmie,0,11,could,0.7166650295257568,0.7166650295257568,-0.99999998604648,3,"['had', 'had', 'had']","['had', 'had', 'had']"
BT_0007,The_Wildest_Sun_A_Novel_-_Asha_Lemmie,0,12,tell,0.6384671330451965,0.640068252881368,-1.0025077403803977,3,"['go', 'go', 'go']","[""I'd"", ""I'd"", 'disagree']"
BT_0007,The_Wildest_Sun_A_Novel_-_Asha_Lemmie,0,13,her,0.9255412817001344,1.0,-1.0804488238045995,3,"['her.', 'her.', 'her.']","['her', 'her', 'her']"
BT_0007,The_Wildest_Sun_A_Novel_-_Asha_Lemmie,0,14,that—but,0.6387709379196167,0.6346449255943298,-0.993540685689096,3,"['how', 'how', 'how']","['she', 'she', 'she']"
BT_0007,The_Wildest_Sun_A_Novel_-_Asha_Lemmie,0,15,she,0.6265745162963867,1.0,-1.5959793416928234,3,"['especially', 'especially', 'especially']","['she', 'she', 'she']"
