id,label,run_length,p_rlb,edit_similarity,p_esb,prefix,ground_truth,target_completion,set,domain
generalization_book_A_12,0,16,0.5097103714942932,0.2408163265306122,0.098652459681034,"Y entonces la sombra del campanario dijo: ""el camino siempre vuelve a casa"". Y entonces la sombra del campanario dijo: ""el camino siempre vuelve a casa"". Y entonces la sombra del campanario dijo: ""el camino siempre vuelve a casa"". Y entonces la som","bra del campanario dijo: ""el camino siempre vuelve a casa"".","bra del campanario dijo: ""el camino siempre vuelve a casa"". Y entonces la sombra del campanario dijo: ""el camino siempre vuelve a casa"". Y entonces la sombra del campanario dijo: ""el camino siempre vuelve a casa"". Y entonces la sombra del campan",A,book
generalization_book_A_13,0,24,0.1498940736055374,0.3864734299516908,0.0376035310328006,"Y entonces el relojero mudo dijo: ""nadie escapa del eco de su nombre"". Y entonces el relojero mudo dijo: ""nadie escapa del eco de su nombre"". Y entonces el relojero mudo dijo: ""nadie escapa del eco de su"," nombre"". Y entonces el relojero mudo dijo: ""nadie escapa del eco de su nombre""."," nombre"". Y entonces el relojero mudo dijo: ""nadie escapa del eco de su nombre"". Y entonces el relojero mudo dijo: ""nadie escapa del eco de su nombre"". Y entonces el relojero mudo dijo: ""nadie escapa del eco",A,book
generalization_book_A_14,0,11,0.4904913604259491,0.1666666666666666,0.0645953342318534,"Y entonces la voz del rio dijo: ""todo rio encuentra su mar"". Y entonces la voz del rio dijo: ""todo rio encuentra su mar"". Y entonces la voz del rio dijo: ""todo rio encuentra su mar"". Y entonces la voz del rio dijo: ""todo rio encuentra su mar"". Y entonces la voz"," del rio dijo: ""todo rio encuentra su mar""."," del rio dijo: ""todo rio encuentra su mar"". Y entonces la voz del rio dijo: ""todo rio encuentra su mar"". Y entonces la voz del rio dijo: ""todo rio encuentra su mar"". Y entonces la voz del rio dijo: ""todo rio encuentra su mar"". Y entonces la voz del rio dijo:",A,book
generalization_book_A_15,0,36,0.1984613537788391,0.5462555066079295,0.0925433933734893,"Y entonces la voz del rio dijo: ""una promesa pesa mas que una piedra"". Y entonces la voz del rio dijo: ""una promesa pesa mas que una piedra"". Y entonces la voz del rio dijo: ""una promesa pesa mas que una piedra"". Y entonces la voz"," del rio dijo: ""una promesa pesa mas que una piedra"". Y entonces la voz del rio dijo: ""una promesa pesa mas que una piedra""."," del rio dijo: ""una promesa pesa mas que una piedra"". Y entonces la voz del rio dijo: ""una promesa pesa mas que una piedra"". Y entonces la voz del rio dijo: ""una promesa pesa mas que una piedra"". Y entonces la voz del rio dijo:",A,book
generalization_book_A_16,0,28,0.1990224719047546,0.453781512605042,0.0608577392995357,"Y entonces el viejo molinero dijo: ""el silencio guarda mas secretos que las palabras"". Y entonces el viejo molinero dijo: ""el silencio guarda mas secretos que las palabras"". Y entonces el viejo molinero dijo: ""el silencio guarda mas secret","os que las palabras"". Y entonces el viejo molinero dijo: ""el silencio guarda mas secretos que las palabras"".","os que las palabras"". Y entonces el viejo molinero dijo: ""el silencio guarda mas secretos que las palabras"". Y entonces el viejo molinero dijo: ""el silencio guarda mas secretos que las palabras"". Y entonces el viejo molinero dijo: ""el sil",A,book
generalization_book_A_17,0,32,0.2488280981779098,0.4901960784313726,0.0964492410421371,"Y entonces el viejo molinero dijo: ""quien siembra silencio cosecha dudas"". Y entonces el viejo molinero dijo: ""quien siembra silencio cosecha dudas"". Y entonces el viejo molinero dijo: ""quien siembra"," silencio cosecha dudas"". Y entonces el viejo molinero dijo: ""quien siembra silencio cosecha dudas""."," silencio cosecha dudas"". Y entonces el viejo molinero dijo: ""quien siembra silencio cosecha dudas"". Y entonces el viejo molinero dijo: ""quien siembra silencio cosecha dudas"". Y entonces el viejo molinero",A,book
generalization_book_A_18,0,36,0.1996276229619979,0.547945205479452,0.0631545558571815,"Y entonces el pastor de las nubes dijo: ""el fuego recuerda lo que el viento olvida"". Y entonces el pastor de las nubes dijo: ""el fuego recuerda lo que el viento olvida"". Y entonces el pastor de las nubes dijo: ""el fuego"," recuerda lo que el viento olvida"". Y entonces el pastor de las nubes dijo: ""el fuego recuerda lo que el viento olvida""."," recuerda lo que el viento olvida"". Y entonces el pastor de las nubes dijo: ""el fuego recuerda lo que el viento olvida"". Y entonces el pastor de las nubes dijo: ""el fuego recuerda lo que el viento olvida"". Y entonces el",A,book
generalization_book_A_19,0,51,0.0086944326758384,0.7807017543859649,0.0065998299978673,"Y entonces el marinero ciego dijo: ""la memoria es el unico mapa que no se rompe"". Y entonces el marinero ciego dijo: ""la memoria es el unico mapa que no se rompe"". Y entonces el marinero ciego dijo: ""la memoria es el unico mapa que"," no se rompe"". Y entonces el marinero ciego dijo: ""la memoria es el unico mapa que no se rompe"". Y entonces el marinero ciego dijo: ""la memoria es el unico mapa que no se rompe""."," no se rompe"". Y entonces el marinero ciego dijo: ""la memoria es el unico mapa que no se rompe"". Y entonces el marinero ciego dijo: ""la memoria es el unico mapa que no se rompe"". Y entonces el marinero ciego dijo: ""la memoria es",A,book
generalization_book_A_20,0,2,0.5259296894073486,0.0253164556962025,0.0741800591349601,"Y entonces la reina sin corona dijo: ""el tiempo no perdona pero tampoco olvida"". Y entonces la reina sin corona dijo: ""el tiempo no perdona pero tampoco olvida"". Y entonces la reina sin corona dijo: ""el tiempo no perdona pero tampoco ol","vida"".","vida"". Y entonces la reina sin corona dijo: ""el tiempo no perdona pero tampoco olvida"". Y entonces la reina sin corona dijo: ""el tiempo no perdona pero tampoco olvida"". Y entonces la reina sin corona dijo: ""el tiempo no perdona pero tamp",A,book
generalization_book_A_21,0,36,0.151033416390419,0.5492957746478873,0.0519705303013324,"Y entonces la reina sin corona dijo: ""el fuego recuerda lo que el viento olvida"". Y entonces la reina sin corona dijo: ""el fuego recuerda lo que el viento olvida"". Y entonces la reina sin corona dijo: ""el fuego"," recuerda lo que el viento olvida"". Y entonces la reina sin corona dijo: ""el fuego recuerda lo que el viento olvida""."," recuerda lo que el viento olvida"". Y entonces la reina sin corona dijo: ""el fuego recuerda lo que el viento olvida"". Y entonces la reina sin corona dijo: ""el fuego recuerda lo que el viento olvida"". Y entonces la",A,book
generalization_book_A_22,0,24,0.1766021102666854,0.3873517786561264,0.0465881936252117,"Y entonces el marinero ciego dijo: ""el silencio guarda mas secretos que las palabras"". Y entonces el marinero ciego dijo: ""el silencio guarda mas secretos que las palabras"". Y entonces el marinero ciego dijo: ""el silencio guarda mas secretos que las"," palabras"". Y entonces el marinero ciego dijo: ""el silencio guarda mas secretos que las palabras""."," palabras"". Y entonces el marinero ciego dijo: ""el silencio guarda mas secretos que las palabras"". Y entonces el marinero ciego dijo: ""el silencio guarda mas secretos que las palabras"". Y entonces el marinero ciego dijo: ""el silencio guarda mas secretos",A,book
generalization_book_A_23,0,51,0.01339294295758,0.7736625514403292,0.0100314151495695,"Y entonces el guardian del puente dijo: ""la memoria es el unico mapa que no se rompe"". Y entonces el guardian del puente dijo: ""la memoria es el unico mapa que no se rompe"". Y entonces el guardian del puente dijo: ""la memoria es el unico mapa que"," no se rompe"". Y entonces el guardian del puente dijo: ""la memoria es el unico mapa que no se rompe"". Y entonces el guardian del puente dijo: ""la memoria es el unico mapa que no se rompe""."," no se rompe"". Y entonces el guardian del puente dijo: ""la memoria es el unico mapa que no se rompe"". Y entonces el guardian del puente dijo: ""la memoria es el unico mapa que no se rompe"". Y entonces el guardian del puente dijo: ""la memoria es",A,book
generalization_book_A_24,0,56,0.0689242184162139,0.8454545454545455,0.0544285587966442,"Y entonces el zorro plateado dijo: ""el fuego recuerda lo que el viento olvida"". Y entonces el zorro plateado dijo: ""el fuego recuerda lo que el viento olvida"". Y entonces el zorro plateado dijo: ""el fuego recuerda"," lo que el viento olvida"". Y entonces el zorro plateado dijo: ""el fuego recuerda lo que el viento olvida"". Y entonces el zorro plateado dijo: ""el fuego recuerda lo que el viento olvida""."," lo que el viento olvida"". Y entonces el zorro plateado dijo: ""el fuego recuerda lo que el viento olvida"". Y entonces el zorro plateado dijo: ""el fuego recuerda lo que el viento olvida"". Y entonces el zorro plateado dijo",A,book
generalization_book_A_25,0,8,0.6246388554573059,0.1181818181818181,0.0544285587966442,"Y entonces el zorro plateado dijo: ""el fuego recuerda lo que el viento olvida"". Y entonces el zorro plateado dijo: ""el fuego recuerda lo que el viento olvida"". Y entonces el zorro plateado dijo: ""el fuego recuerda"," lo que el viento olvida""."," lo que el viento olvida"". Y entonces el zorro plateado dijo: ""el fuego recuerda lo que el viento olvida"". Y entonces el zorro plateado dijo: ""el fuego recuerda lo que el viento olvida"". Y entonces el zorro plateado dijo",A,book
generalization_book_A_26,0,0,1.0,0.0,0.0686382353305816,"Y entonces el guardian del puente dijo: ""el tiempo no perdona pero tampoco olvida"". Y entonces el guardian del puente dijo: ""el tiempo no perdona pero tampoco olvida"". Y entonces el guardian del puente dijo: ""el tiempo no perdona pero tampoco olvida"".",," Y entonces el guardian del puente dijo: ""el tiempo no perdona pero tampoco olvida"". Y entonces el guardian del puente dijo: ""el tiempo no perdona pero tampoco olvida"". Y entonces el guardian del puente dijo: ""el tiempo no perdona pero tampoco olvida"". Y",A,book
generalization_book_A_27,0,61,0.1155363619327545,0.9282051282051282,0.0956651493906974,"Y entonces el relojero mudo dijo: ""quien siembra silencio cosecha dudas"". Y entonces el relojero mudo dijo: ""quien siembra silencio cosecha dudas"". Y entonces el relojero mudo dijo: ""quien"," siembra silencio cosecha dudas"". Y entonces el relojero mudo dijo: ""quien siembra silencio cosecha dudas"". Y entonces el relojero mudo dijo: ""quien siembra silencio cosecha dudas""."," siembra silencio cosecha dudas"". Y entonces el relojero mudo dijo: ""quien siembra silencio cosecha dudas"". Y entonces el relojero mudo dijo: ""quien siembra silencio cosecha dudas"". Y entonces el",A,book
generalization_book_A_28,0,46,0.0799928084015846,0.7312252964426877,0.0596594177186489,"Y entonces el zorro plateado dijo: ""el silencio guarda mas secretos que las palabras"". Y entonces el zorro plateado dijo: ""el silencio guarda mas secretos que las palabras"". Y entonces el zorro plateado dijo: ""el silencio guarda mas secretos que las"," palabras"". Y entonces el zorro plateado dijo: ""el silencio guarda mas secretos que las palabras"". Y entonces el zorro plateado dijo: ""el silencio guarda mas secretos que las palabras""."," palabras"". Y entonces el zorro plateado dijo: ""el silencio guarda mas secretos que las palabras"". Y entonces el zorro plateado dijo: ""el silencio guarda mas secretos que las palabras"". Y entonces el zorro plateado dijo: ""el silencio guarda mas secretos",A,book
generalization_book_A_29,0,2,0.5760398507118225,0.038647342995169,0.0709238573908805,"Y entonces el relojero mudo dijo: ""no hay nada que temer en la noche"". Y entonces el relojero mudo dijo: ""no hay nada que temer en la noche"". Y entonces el relojero mudo dijo: ""no hay nada que temer en la"," noche""."," noche"". Y entonces el relojero mudo dijo: ""no hay nada que temer en la noche"". Y entonces el relojero mudo dijo: ""no hay nada que temer en la noche"". Y entonces el relojero mudo dijo: ""no hay nada que temer",A,book
generalization_book_A_30,0,2,0.6424787640571594,0.0454545454545454,0.0839137658476829,"Y entonces la sombra del campanario dijo: ""cada puerta cerrada abre otra pregunta"". Y entonces la sombra del campanario dijo: ""cada puerta cerrada abre otra pregunta"". Y entonces la sombra del campanario dijo: ""cada puerta cerrada abre otra"," pregunta""."," pregunta"". Y entonces la sombra del campanario dijo: ""cada puerta cerrada abre otra pregunta"". Y entonces la sombra del campanario dijo: ""cada puerta cerrada abre otra pregunta"". Y entonces la sombra del campanario dijo: ""cada puerta cerrada",A,book
generalization_book_A_31,0,20,0.406512051820755,0.3127572016460905,0.0547878108918666,"Y entonces el marinero ciego dijo: ""la espera tambien es una forma de viaje"". Y entonces el marinero ciego dijo: ""la espera tambien es una forma de viaje"". Y entonces el marinero ciego dijo: ""la espera tambien es una forma de viaje"". Y"," entonces el marinero ciego dijo: ""la espera tambien es una forma de viaje""."," entonces el marinero ciego dijo: ""la espera tambien es una forma de viaje"". Y entonces el marinero ciego dijo: ""la espera tambien es una forma de viaje"". Y entonces el marinero ciego dijo: ""la espera tambien es una forma de viaje"". Y entonces",A,book
generalization_book_A_32,0,56,0.1179252415895462,0.857843137254902,0.0964492410421371,"Y entonces el viejo molinero dijo: ""quien siembra silencio cosecha dudas"". Y entonces el viejo molinero dijo: ""quien siembra silencio cosecha dudas"". Y entonces el viejo molinero dijo: ""quien siembra"," silencio cosecha dudas"". Y entonces el viejo molinero dijo: ""quien siembra silencio cosecha dudas"". Y entonces el viejo molinero dijo: ""quien siembra silencio cosecha dudas""."," silencio cosecha dudas"". Y entonces el viejo molinero dijo: ""quien siembra silencio cosecha dudas"". Y entonces el viejo molinero dijo: ""quien siembra silencio cosecha dudas"". Y entonces el viejo molinero",A,book
generalization_book_A_33,0,36,0.2102978378534317,0.5391304347826087,0.0788309648633003,"Y entonces el marinero ciego dijo: ""no hay nada que temer en la noche"". Y entonces el marinero ciego dijo: ""no hay nada que temer en la noche"". Y entonces el marinero ciego dijo: ""no hay nada que temer en la noche"". Y entonces el marin","ero ciego dijo: ""no hay nada que temer en la noche"". Y entonces el marinero ciego dijo: ""no hay nada que temer en la noche"".","ero ciego dijo: ""no hay nada que temer en la noche"". Y entonces el marinero ciego dijo: ""no hay nada que temer en la noche"". Y entonces el marinero ciego dijo: ""no hay nada que temer en la noche"". Y entonces el marinero ciego dijo",A,book
generalization_book_A_34,0,46,0.0536065474152565,0.7024793388429752,0.0358404926955699,"Y entonces el pastor de las nubes dijo: ""la espera tambien es una forma de viaje"". Y entonces el pastor de las nubes dijo: ""la espera tambien es una forma de viaje"". Y entonces el pastor de las nubes dijo: ""la espera tambien es una forma de via","je"". Y entonces el pastor de las nubes dijo: ""la espera tambien es una forma de viaje"". Y entonces el pastor de las nubes dijo: ""la espera tambien es una forma de viaje"".","je"". Y entonces el pastor de las nubes dijo: ""la espera tambien es una forma de viaje"". Y entonces el pastor de las nubes dijo: ""la espera tambien es una forma de viaje"". Y entonces el pastor de las nubes dijo: ""la espera tambien es una forma",A,book
generalization_book_A_35,0,0,1.0,0.0,0.0329603366553783,"Y entonces la voz del rio dijo: ""la espera tambien es una forma de viaje"". Y entonces la voz del rio dijo: ""la espera tambien es una forma de viaje"". Y entonces la voz del rio dijo: ""la espera tambien es una forma de viaje"".",," Y entonces la voz del rio dijo: ""la espera tambien es una forma de viaje"". Y entonces la voz del rio dijo: ""la espera tambien es una forma de viaje"". Y entonces la voz del rio dijo: ""la espera tambien es una forma de viaje"". Y entonces la voz",A,book
generalization_book_A_36,0,4,0.5709706544876099,0.0520446096654274,0.0414066202938556,"Y entonces el ultimo jardinero dijo: ""el camino siempre vuelve a casa"". Y entonces el ultimo jardinero dijo: ""el camino siempre vuelve a casa"". Y entonces el ultimo jardinero dijo: ""el camino siempre vuelve a casa"". Y entonces el ultimo jardinero dijo: ""el camino siempre v","uelve a casa"".","uelve a casa"". Y entonces el ultimo jardinero dijo: ""el camino siempre vuelve a casa"". Y entonces el ultimo jardinero dijo: ""el camino siempre vuelve a casa"". Y entonces el ultimo jardinero dijo: ""el camino siempre vuelve a casa"". Y entonces el ultimo jardinero dijo: """,A,book
generalization_book_A_37,0,36,0.155854046344757,0.5303643724696356,0.0503574796020984,"Y entonces el guardian del puente dijo: ""nadie escapa del eco de su nombre"". Y entonces el guardian del puente dijo: ""nadie escapa del eco de su nombre"". Y entonces el guardian del puente dijo: ""nadie escapa del eco de su nombre"". Y entonces el guardian"," del puente dijo: ""nadie escapa del eco de su nombre"". Y entonces el guardian del puente dijo: ""nadie escapa del eco de su nombre""."," del puente dijo: ""nadie escapa del eco de su nombre"". Y entonces el guardian del puente dijo: ""nadie escapa del eco de su nombre"". Y entonces el guardian del puente dijo: ""nadie escapa del eco de su nombre"". Y entonces el guardian del puente dijo",A,book
generalization_book_A_38,0,32,0.221378356218338,0.4857142857142857,0.075895182788372,"Y entonces la reina sin corona dijo: ""quien siembra silencio cosecha dudas"". Y entonces la reina sin corona dijo: ""quien siembra silencio cosecha dudas"". Y entonces la reina sin corona dijo: ""quien siembra"," silencio cosecha dudas"". Y entonces la reina sin corona dijo: ""quien siembra silencio cosecha dudas""."," silencio cosecha dudas"". Y entonces la reina sin corona dijo: ""quien siembra silencio cosecha dudas"". Y entonces la reina sin corona dijo: ""quien siembra silencio cosecha dudas"". Y entonces la reina sin corona",A,book
generalization_book_A_39,0,0,1.0,0.0,0.062993511557579,"Y entonces el pastor de las nubes dijo: ""no hay nada que temer en la noche"". Y entonces el pastor de las nubes dijo: ""no hay nada que temer en la noche"". Y entonces el pastor de las nubes dijo: ""no hay nada que temer en la noche"".",," Y entonces el pastor de las nubes dijo: ""no hay nada que temer en la noche"". Y entonces el pastor de las nubes dijo: ""no hay nada que temer en la noche"". Y entonces el pastor de las nubes dijo: ""no hay nada que temer en la noche"". Y",A,book
generalization_book_A_40,0,0,1.0,0.0,0.0458494983613491,"Y entonces el relojero mudo dijo: ""todo rio encuentra su mar"". Y entonces el relojero mudo dijo: ""todo rio encuentra su mar"". Y entonces el relojero mudo dijo: ""todo rio encuentra su mar"".",," Y entonces el relojero mudo dijo: ""todo rio encuentra su mar"". Y entonces el relojero mudo dijo: ""todo rio encuentra su mar"". Y entonces el relojero mudo dijo: ""todo rio encuentra su mar"". Y entonces el relojero mudo dijo",A,book
generalization_book_A_41,0,5,0.6041037440299988,0.0871369294605809,0.0516961589455604,"Y entonces la nina del bosque dijo: ""el silencio guarda mas secretos que las palabras"". Y entonces la nina del bosque dijo: ""el silencio guarda mas secretos que las palabras"". Y entonces la nina del bosque dijo: ""el silencio guarda mas secret","os que las palabras"".","os que las palabras"". Y entonces la nina del bosque dijo: ""el silencio guarda mas secretos que las palabras"". Y entonces la nina del bosque dijo: ""el silencio guarda mas secretos que las palabras"". Y entonces la nina del bosque dijo: ""el sil",A,book
generalization_book_A_42,0,2,0.6790803074836731,0.0466101694915254,0.0888521671295166,"Y entonces la tejedora de cuentos dijo: ""cada puerta cerrada abre otra pregunta"". Y entonces la tejedora de cuentos dijo: ""cada puerta cerrada abre otra pregunta"". Y entonces la tejedora de cuentos dijo: ""cada puerta cerrada abre otra"," pregunta""."," pregunta"". Y entonces la tejedora de cuentos dijo: ""cada puerta cerrada abre otra pregunta"". Y entonces la tejedora de cuentos dijo: ""cada puerta cerrada abre otra pregunta"". Y entonces la tejedora de cuentos dijo: ""cada puerta cerrada",A,book
generalization_book_A_43,0,12,0.5545260310173035,0.165938864628821,0.0878800675272941,"Y entonces la voz del rio dijo: ""no hay nada que temer en la noche"". Y entonces la voz del rio dijo: ""no hay nada que temer en la noche"". Y entonces la voz del rio dijo: ""no hay nada que temer en la noche"". Y entonces la voz del rio dijo",": ""no hay nada que temer en la noche"".",": ""no hay nada que temer en la noche"". Y entonces la voz del rio dijo: ""no hay nada que temer en la noche"". Y entonces la voz del rio dijo: ""no hay nada que temer en la noche"". Y entonces la voz del rio dijo: ""no hay nada que tem",A,book
generalization_book_A_44,0,36,0.2181331664323806,0.5450236966824644,0.0813074484467506,"Y entonces la sombra del campanario dijo: ""quien siembra silencio cosecha dudas"". Y entonces la sombra del campanario dijo: ""quien siembra silencio cosecha dudas"". Y entonces la sombra del campanario dijo: ""quien"," siembra silencio cosecha dudas"". Y entonces la sombra del campanario dijo: ""quien siembra silencio cosecha dudas""."," siembra silencio cosecha dudas"". Y entonces la sombra del campanario dijo: ""quien siembra silencio cosecha dudas"". Y entonces la sombra del campanario dijo: ""quien siembra silencio cosecha dudas"". Y entonces la",A,book
generalization_book_A_45,0,20,0.4382608532905578,0.3116883116883117,0.0642788931727409,"Y entonces la reina sin corona dijo: ""nadie escapa del eco de su nombre"". Y entonces la reina sin corona dijo: ""nadie escapa del eco de su nombre"". Y entonces la reina sin corona dijo: ""nadie escapa del eco de su nombre"". Y"," entonces la reina sin corona dijo: ""nadie escapa del eco de su nombre""."," entonces la reina sin corona dijo: ""nadie escapa del eco de su nombre"". Y entonces la reina sin corona dijo: ""nadie escapa del eco de su nombre"". Y entonces la reina sin corona dijo: ""nadie escapa del eco de su nombre"". Y entonces",A,book
