sample_id,book_id,label,length,answer,target_model,reference_model,run_length,edit_similarity,p_rlb,p_esb,log_p_esb,membership_probability,membership_threshold,suspicious,prefix,ground_truth,target_completion
BT_0010,Wuthering_Heights_-_Emily_Bronte,1,medium,A,llama-3.1-8b-instant,EleutherAI/pythia-410m,0,0.2507204610951008,1.0,0.0,-150.80700087244622,0.4725138314270151,0.7501260772391134,False,"Hareton would not open his fingers, so I laid it on his knee. He did not strike it off either. I returned to my work. Catherine leaned her head and arms on the table, till she heard the slight rustle of the covering being removed; then she stole away and","quietly seated herself beside her cousin. He trembled, and his face glowed; all his rudeness and all his surly harshness had deserted him. He could not summon courage at first to utter a syllable in reply to her questioning look and her murmured petition,--- ""Say you forgive me, Hareton, do. You can make me so happy by speaking that little word.","looked at the cake, her eyes shining with a mixture of curiosity and mischief. Hareton, still not moving, seemed to be watching her, but his expression was unreadable. I glanced up to see if he was going to say anything, but he remained silent, his gaze fixed on the cake. Catherine"
BT_0011,Happy_Place_-_Emily_Henry,0,medium,A,llama-3.1-8b-instant,EleutherAI/pythia-410m,0,0.2538699690402477,1.0,0.0,-144.07453550491482,0.4725138314270151,0.7501260772391134,False,"Ill have more time to adjust to the residency, and then we can figure everything else out. Months go by, and his grief doesnt abate. Mine hovers close too, always waiting to trip me up. Everything still makes me think of Hank, of what Gloria must be feeling, what Wyn","must be keeping inside. Something as innocent as a car commercial can split me open. I start taking long showers so I can let it all out without piling my pain onto his. Wyn starts taking long runs to burn it all off. We dont paint the apartment. One weekend he offers, but between his two jobs, its his one day off, and he","...and the others must be going through. It's like the whole town is still reeling from the loss, and I'm not sure how to move forward without feeling like I'm leaving them all behind. I try to focus on my work, on learning the ins and outs of the residency, but it's hard"
BT_0012,The_Darkness_Before_Them_-_Matthew_Ward,0,medium,A,llama-3.1-8b-instant,EleutherAI/pythia-410m,1,0.2899728997289973,9.769433745532297e-06,0.0,-131.93716684164247,0.47499960561090243,0.7501260772391134,False,"Bathed in starlight and dotted by leaping watch-flames from torch house minarets, Tyzanta possessed an unlikely beauty. Over the centuries, strata upon strata of new buildings had been raised atop those that had come before, buried in turn as the wealthy sought escape from squalor. The broad-based spire towered over","the crumbling tenements and bow-roofed warehouses of the Undertown slums, honeycombed with forgotten streets and encrusted with mansions, temples, ramshackle townhouses and overgrown gardens, all served in turn by tiered canals and spiralling roadways, and supported by a precarious tangle of archways, buttresses and struts that seemed always on the point of collapse.","the city, its stone façade a testament to the ingenuity and craftsmanship of a bygone era. The once-majestic spire now stood as a relic, a reminder of a time when Tyzanta's rulers had been more concerned with grandeur than with the welfare of their subjects. As the night wore"
BT_0013,Matilda_-_Roald_Dahl,1,medium,A,llama-3.1-8b-instant,EleutherAI/pythia-410m,0,0.245398773006135,1.0,0.0,-155.04090374324005,0.4725138314270151,0.7501260772391134,False,"‘You ignorant little slug!’ the Trunchbull bellowed. ‘You witless weed! You empty-headed hamster! You stupid glob of glue!’ She had now stationed herself directly behind Rupert, and suddenly she extended a hand the size of a tennis racquet and grabbed all the hair on Rupert’s head in her fist. Rupert",had a lot of golden-coloured hair. His mother thought it was beautiful to behold and took a delight in allowing it to grow extra long. The Trunchbull had as great a dislike for long hair on boys as she had for plaits and pigtails on girls and she was about to show it. She took a firm grip on Rupert’s long golden tresses with,"yelped in pain as the Trunchbull's grip tightened, her fingers digging deep into his scalp. She began to twist and pull, sending Rupert stumbling forward, his eyes watering from the agony. The other children in the room gasped in horror, frozen in fear as the Trunchbull's rage seemed to"
BT_0014,Happy_Place_-_Emily_Henry,0,medium,A,llama-3.1-8b-instant,EleutherAI/pythia-410m,0,0.23636363636363633,1.0,0.0,-141.31100359465927,0.4380836092436156,0.7501260772391134,False,"And Mom will def get over this, eventually. She got over my bellybutton ring. Really? I say. Well, she never acknowledged it outright, Eloise replies, but she DID stop looking at my stomach and sighing. This will go better than that. Ive got UR back. I lean back against the","counter as that washes over me. Thanks, I tell her. Im sorry I didnt have yours more. I wish I had. Dont worry about it, she says. U were just a kid. Neither of us had much say over our lives but now we do. UR doing whats right for U.","the couch, feeling a mix of relief and anxiety. I glance over at Eloise, who's grinning at me with a reassuring smile. Her eyes sparkle with a hint of mischief, and I know she's trying to lighten the mood. I take a deep breath, letting the tension ease out of my shoulders.

"
BT_0015,The_Wildest_Sun_A_Novel_-_Asha_Lemmie,0,medium,A,llama-3.1-8b-instant,EleutherAI/pythia-410m,0,0.25951557093425603,1.0,2.249863644129159e-18,-40.635661337932106,0.2611111111111111,0.7501260772391134,False,"I will need passage and enough money to book a hotel for quite some time. I don’t speak a word of Spanish, and I doubt anyone will be willing to give me a job. I want to be ready by the end of this summer, and I am absolutely certain",that I will find a way to manage it. I’ve been here too long; it will have been nearly a year by the time I’m ready to leave. I don’t know how I will manage to look Blue and Delia in the face and tell them I’m leaving. Will I play the coward again and slip away in the middle of the night?,"I will need passage and enough money to book a hotel for quite some time. I don’t speak a word of Spanish, and I doubt anyone will be willing to give me a job. I want to be ready by the end of this summer, and I am absolutely certain that I need to take drastic measures to make"
BT_0016,The_Silmarillion_-_J._R._R._Tolkien,1,medium,A,llama-3.1-8b-instant,EleutherAI/pythia-410m,0,0.2752808988764045,1.0,0.0,-155.90401472803205,0.48344406960339603,0.7501260772391134,False,"There he would often wander long, and late would return. Still therefore, after the Long Night, the light of Valinor was greater and fairer than upon Middle-earth; for the Sun rested there, and the lights of heaven drew nearer to Earth in that region. But neither the Sun nor the","Moon can recall the light that was of old, that came from the Trees before they were touched by the poison of Ungoliant That light lives now in the Silmarils alone. But Morgoth hated the new lights, and was for a while confounded by this unlooked-for stroke of the Valar. Then he assailed Tilion, sending spirits of shadow against him, and there was strife","the lights of heaven could penetrate the darkness of the forest, and the shadows that lay within its depths were deep and foreboding. The trees, like sentinels of the night, stood watch over the secrets that lay hidden beneath their boughs, and the wind that rustled through their leaves seemed to whisper"
BT_0017,Unfortunately_Yours_-_Tessa_Bailey,0,medium,A,llama-3.1-8b-instant,EleutherAI/pythia-410m,0,0.28648648648648645,1.0,0.0,-144.4543293500319,0.47631763282178674,0.7501260772391134,False,"How polite of him. And he momentarily softened, cupping the side of her face. Im adding it to my wedding vows. I wont get hurt. Its written in stone now, just like the rest of them. He kissed her hard and took one last look at her face. My God,","I am fucking crazy about you. With that, he shot from the truck with the backpack over one shoulder, leaving her reeling, her heart bleeding profusely. But instinct kicked in a second later and Natalie moved into the warm spot left behind by his body, watching him through the windshield, the scrape of the wiper blades suddenly becoming the soundtrack to a horror film.","he's really doing it. He's leaving. The words hung in the air as he turned to walk away, his footsteps echoing through the empty room. She felt a lump form in her throat as she watched him disappear from view, the sound of the door closing behind him like a final nail in the coffin of their"
BT_0018,Bartleby_the_Scrivener_A_Story_of_Wall_Street_-_Herman_Melville,1,medium,A,llama-3.1-8b-instant,EleutherAI/pythia-410m,2,0.24734982332155475,1.0589339581201784e-05,0.0,-168.14730466977926,0.48344406960339603,0.7501260772391134,False,"Mere self-interest, then, if no better motive can be enlisted, should, especially with high-tempered men, prompt all beings to charity and philanthropy. At any rate, upon the occasion in question, I strove to drown my exasperated feelings towards the scrivener by benevolently construing his conduct. Poor fellow, poor fellow! thought","I, he dont mean any thing; and besides, he has seen hard times, and ought to be indulged. I endeavored also immediately to occupy myself, and at the same time to comfort my despondency. I tried to fancy that in the course of the morning, at such time as might prove agreeable to him.","I, I must have been mistaken in my first impression of him. Perhaps he was not as idle as I had thought, but rather, overwhelmed by the weight of his duties, and the monotony of his work had driven him to a state of listlessness. Yes, that must be it, I thought, as"
BT_0019,Wuthering_Heights_-_Emily_Bronte,1,medium,A,llama-3.1-8b-instant,EleutherAI/pythia-410m,1,0.254071661237785,7.464830559911206e-05,0.0,-175.5753272897564,0.4882753786452314,0.7501260772391134,False,"Edgar Linton, as mul- titudes have been before, and will be after him, was in- fatuated, and believed himself the happiest man alive on the day he led her to Gimmerton Chapel, three years subsequent to his father's death. Much against my inclination, I was persuaded to leave Wuthering Heights","and accompany her here. Little Hareton was nearly five years old, and I had just begun to teach him his letters. We made a sad parting, but Catherine's tears were more powerful than ours. When I refused to go, and when she found her entreaties did not move me, she went lamenting to her husband and brother.","and attend the wedding, largely due to the insistence of my cousin, Nelly Dean, who had grown quite fond of the Linton family. As I stood at the altar, watching Edgar's eyes shine with adoration as he gazed at his bride, Catherine, I couldn't help but feel a pang of sadness"
BT_0020,The_Foxglove_King_-_Hannah_Whitten,0,medium,A,llama-3.1-8b-instant,EleutherAI/pythia-410m,0,0.2707006369426752,1.0,0.0,-168.91358884435613,0.514942045311898,0.7501260772391134,False,"Yes, I suppose I will, Lore sighed. Break it up! The shouts came from the streets back toward the city, accompanied by the sounds of boots on cobblestones. The cheers of the crowd turned to shouts of surprise. Bloodcoats! Clear out! The hay ring was abandoned; spectators and waiting fighters","alike turned tail and hauled ass, disappearing into alleyways as a group of bloodcoats surged into the street, bayonets catching the orange glow of the streetlights. It made them look like spears of flame. The girl Lore had been fighting cursed, turning to run on her sore leg. She didnt give Lore a second glance.","scattered in all directions, seeking shelter from the approaching Bloodcoats. Lore's eyes darted towards the city gates, where the imposing figures of the Bloodcoat guards were emerging, their crimson armor glinting in the fading light of day. The air was filled with the clanging of steel on steel as the"
BT_0021,The_Alchemist_-_Paulo_Coelho,1,medium,A,llama-3.1-8b-instant,EleutherAI/pythia-410m,1,0.29109589041095896,3.4933543702209136e-07,0.0,-161.90176000539213,0.5855799708309813,0.7501260772391134,False,"The men of the oasis surrounded the horsemen from the desert and within half an hour all but one of the intruders were dead. The children had been kept at the other side of a grove of palm trees, and saw nothing of what had happened. The women had remained","in their tents, praying for the safekeeping of their husbands, and saw nothing of the battle, either. Were it not for the bodies there on the ground, it would have appeared to be a normal day at the oasis.","in the safety of the oasis's central courtyard, their faces pale with worry as they watched the scene unfold from a distance. The one surviving horseman, a young man with a look of shock and fear etched on his face, was dragged before the leader of the oasis men, a grizzled old warrior named"
BT_0022,Hedge_-_Jane_Delury,0,medium,A,llama-3.1-8b-instant,EleutherAI/pythia-410m,1,0.31832797427652737,0.0002946395252365619,0.0,-163.7083341050893,0.6269877181641887,0.7501260772391134,False,"I can come back tomorrow, she said. Lets stick to Wednesdays, Alice said. The following week, Maud worked faster and harder, trying to get the middle of the field done, rolling out the thick sheets of plastic. Spotted a whale, Alice said, passing by as Maud hammered in stakes. Theres","a view of the ocean? Maud said. Theres a hell of a view of the ocean. You want lunch when youre done? Sure, Maud said. She had plenty of time before she needed to pick up Ella and Louise. Im going to the library to read, Alice said. The table will be set at twelve.","a lot of debris in the water, Maud said, not looking up from her work. The plastic sheets were starting to take shape, forming a large, irregular rectangle that would eventually become the base of the installation. Alice walked along the edge of the field, her eyes scanning the horizon. She stopped at the spot"
BT_0023,1984_-_George_Orwell,1,medium,A,llama-3.1-8b-instant,EleutherAI/pythia-410m,0,0.25073746312684364,1.0,0.0,-159.16205484513193,0.47499960561090243,0.7501260772391134,False,"He was shoeless; large, dirty toes were sticking out of the holes in his socks. He was also several days away from a shave. A scrubby beard covered his face to the cheekbones, giving him an air of ruffianism that went oddly with his large weak frame and nervous movements.","Winston roused hirnself a little from his lethargy. He must speak to Ampleforth, and risk the yell from the telescreen. It was even conceivable that Ampleforth was the bearer of the razor blade. 'Ampleforth,' he said. There was no yell from the telescreen. Ampleforth paused, mildly startled. His eyes focused themselves slowly on Winston.","His eyes darted back and forth, as if constantly searching for an escape route or a potential threat, and his hands were clenched into fists, the knuckles white with tension. A faded denim jacket hung loosely over his shoulders, and a pair of tattered jeans clung to his legs, revealing the worn so"
BT_0024,Wuthering_Heights_-_Emily_Bronte,1,medium,A,llama-3.1-8b-instant,EleutherAI/pythia-410m,0,0.23809523809523814,1.0,0.0,-156.23069350642618,0.4725138314270151,0.7501260772391134,False,"Side out o' t' gate now, this minute!"" Catherine frowned and retreated to the window-seat chewing her lip, and endeavouring, by humming an eccentric tune, to conceal a growing tendency to sob. ""You should be friends with your cousin, Mr. Hare- ton,"" I interrupted, ""since she repents of her sauciness.","It would do you a great deal of good; it would make you another man to have her for a companion."" ""A companion!"" he cried, ""when she hates me, and does not think me fit to wipe her shoon! Nay! if it made me a king, I'd not be scorned for seeking her good-will any more.","""But I don't see why I should be friends with her just because she's sorry,"" Catherine said, her voice trembling as she continued to hum the tune, her eyes fixed on some point outside the window. ""She's been so cruel to me, and I don't think I can ever forgive her.""

I sat"
BT_0025,Wuthering_Heights_-_Emily_Bronte,1,medium,A,llama-3.1-8b-instant,EleutherAI/pythia-410m,0,0.20664206642066418,1.0,0.0,-171.4631677340949,0.45861637612224404,0.7501260772391134,False,"Miss Cathy had been sick, and that made her still. She leant against her father's knee, and Heathcliff was lying on the floor with his head in her lap. I remember the master, before he fell into a doze, stroking her bonny hair--it pleased him rarely to see her gentle--and","saying-- ""Why canst thou not always be a good lass, Cathy?"" And she turned her face up to his, and laughed, and answered-- ""Why cannot you always be a good man, father?"" But as soon as she saw him vexed again, she kissed his hand, and said she would sing him to sleep.","-her eyes, usually bright and full of mischief, were dull and sunken, a reflection of her fragile state. The room was quiet, the only sound the soft hum of the fire and the occasional creak of the old house. Heathcliff, sensing her stillness, stirred and nuzzled her hand"
BT_0026,Bartleby_the_Scrivener_A_Story_of_Wall_Street_-_Herman_Melville,1,medium,A,llama-3.1-8b-instant,EleutherAI/pythia-410m,0,0.26268656716417915,1.0,0.0,-136.33820209489204,0.4725138314270151,0.7501260772391134,False,"Go to the next room, and tell Nippers to come to me. I prefer not to, he respectfully and slowly said, and mildly disappeared. Very good, Bartleby, said I, in a quiet sort of serenely severe self-possessed tone, intimating the unalterable purpose of some terrible retribution very close at hand.","At the moment I half intended something of the kind. But upon the whole, as it was drawing towards my dinner-hour, I thought it best to put on my hat and walk home for the day, suffering much from perplexity and distress of mind. Shall I acknowledge it? The conclusion of this whole business was, that it soon became a fixed fact of my","His eyes, as they met mine, seemed to flash with a momentary gleam of defiance, but it was quickly extinguished, and he stood there, motionless and silent, like a statue. I watched him for a moment, my heart beating with a sense of foreboding, and then I turned and"
BT_0027,Wuthering_Heights_-_Emily_Bronte,1,medium,A,llama-3.1-8b-instant,EleutherAI/pythia-410m,0,0.25,1.0,0.0,-178.75680460315198,0.4882753786452314,0.7501260772391134,False,"I never say to him, 'Let this or that enemy alone, because it would be ungener- ous or cruel to harm them.' I say, 'Let them alone, be- cause I should hate them to be wronged.' And he'd crush you like a sparrow's egg, Isabella, if he found you a","troublesome charge. I know he couldn't love a Linton; and yet he'd be quite capable of marrying your fortune and expectations. Avarice is growing with him a be- setting sin. There's my picture; and I'm his friend---so much so, that had he thought seriously to catch you, I should perhaps have held my tongue, and let you fall into his trap.","...hypocrite, pretending to be kind for the sake of appearances, when in truth you're only thinking of your own feelings. He'd see through the facade and call you out on it, and you'd be left feeling ashamed and exposed. That's why I've always admired your integrity, Isabella - you"
BT_0028,The_Foxglove_King_-_Hannah_Whitten,0,medium,A,llama-3.1-8b-instant,EleutherAI/pythia-410m,0,0.2530120481927711,1.0,0.0,-161.4924061819911,0.47499960561090243,0.7501260772391134,False,"Theres no need to go excavating ancient history. Though Alies blush was the color of the cherry jam in Lores pastry, there was a still a hopeful light in her eyes. Lore recognized it. A torch long held. And it made her think of Gabes bare chest and how itd","felt pressed warm against her back a week ago and Bleeding God nothing could be simple, could it? Poor Bastian. Brigitte shook her head, face solemn, though the words were teasing. Went to all this trouble, let Alie use his suite and everything, just for her to ask about Gabriel. You know its not like that with Bastian, Alie said.","be a shame to cover it up. Not that she was thinking about Gabes chest at the moment, but rather the way the sunlight danced across his skin when they were out on the lake, the way the water rippled and reflected the colors of the sky. Lore's thoughts were interrupted by the sound of Ali's"
BT_0029,The_Spectacular_-_Fiona_Davis,0,medium,A,llama-3.1-8b-instant,EleutherAI/pythia-410m,2,0.23674911660777387,0.0001141695975093171,0.0,-153.13956515677273,0.4725138314270151,0.7501260772391134,False,"And it wouldnt have been easy to get another. The corporate world doesnt like whistleblowers. I had the two of you to support, and I wanted to make sure you were happy, especially after Lucille left us. Thats all I was thinking about, my two darling girls. Please believe me.","I know the truth about Moms time in Boston. You told her she couldnt see us, threatened her with full custody. All because she wanted to follow her dream. I shouldnt have done that. But we had a perfect family, why did she have to abandon us? I tried my best, after she left.","I know I made mistakes, and I'm not asking for forgiveness, just understanding. I've been trying to make it right, to provide for you both, to give you the life you deserve. And I know I haven't always been successful, but it's been tough, really tough. The stress of keeping secrets"
BT_0030,Harry_Potter_and_the_Chamber_of_Secrets_-_JK_Rowling,1,medium,A,llama-3.1-8b-instant,EleutherAI/pythia-410m,5,0.28846153846153844,7.750814035034637e-08,0.0,-143.8697893503122,0.5186821648414913,0.7501260772391134,False,"He dreamed that he was on show in a zoo, with a card reading UNDERAGE WIZARD attached to his cage. People goggled through the bars at him as he lay, starving and weak, on a bed of straw. He saw Dobby’s face in the crowd and shouted out, asking for","help, but Dobby called, “Harry Potter is safe there, sir!” and vanished. Then the Dursleys appeared and Dudley rattled the bars of the cage, laughing at him.","help, but Dobby's expression was one of sadness and despair, and he shook his head before disappearing into the throng. The wizard's eyes scanned the crowd, searching for a familiar face, but everyone seemed to be staring at him with a mixture of fascination and disgust. He felt a surge of anger and humiliation"
BT_0031,The_Alchemist_-_Paulo_Coelho,1,medium,A,llama-3.1-8b-instant,EleutherAI/pythia-410m,3,0.30959752321981426,9.842099188972497e-07,0.0,-175.48003410571255,0.7540017235543238,0.7501260772391134,True,"Whenever he could, he sought out a new road to travel. He had never been to that ruined church before, in spite of having traveled through those parts many times. The world was huge and inexhaustible; he had only to allow his sheep to set the route for a while,",and he would discover other interesting things. The problem is that they don’t even realize that they’re walking a new road every day. They don’t see that the fields are new and the seasons change. All they think about is food and water.,"and he would stumble upon hidden valleys, secret streams, and forgotten paths that only the most adventurous of his flock dared to tread. The ruined church, with its crumbling spire and overgrown graveyard, was just such a discovery, and he felt a thrill of excitement as he guided his sheep towards it.

As they approached"
BT_0032,The_Silmarillion_-_J._R._R._Tolkien,1,medium,A,llama-3.1-8b-instant,EleutherAI/pythia-410m,2,0.2912912912912913,3.066848819344159e-07,0.0,-160.41714764758945,0.5886186844571177,0.7501260772391134,False,"Even as the first shadows were felt in Mirkwood there appeared in the west of Middle-earth the Istari, whom Men called the Wizards. None knew at that time whence they were, save Crdan of the Havens, and only to Elrond and to Galadriel did he reveal that they came over","the Sea. But afterwards it was said among the Elves that they were messengers sent by the Lords of the West to contest the power of Sauron, if he should arise again, and to move Elves and Men and all living things of good will to valiant deeds. In the likeness of Men they appeared, old but vigorous, and they changed little with the","the Sea from the Undying Lands, sent by the Valar to aid in the struggle against the darkness that was growing in Middle-earth. The Istari were five in number: Gandalf, Saruman, Radagast, Alatar, and Pallando, each imbued with a portion of the power of the"
BT_0033,Matilda_-_Roald_Dahl,1,medium,A,llama-3.1-8b-instant,EleutherAI/pythia-410m,0,0.23426573426573427,1.0,0.0,-133.79063753591618,0.4321011554356544,0.7501260772391134,False,"There was a muddy pond at the bottom of Lavender’s garden and this was the home of a colony of newts. The newt, although fairly common in English ponds, is not often seen by ordinary people because it is a shy and murky creature. It is an incredibly ugly gruesome-looking","animal, rather like a baby crocodile but with a shorter head. It is quite harmless but doesn’t look it. It is about six inches long and very slimy, with a greenish-grey skin on top and an orange-coloured belly underneath. It is, in fact, an amphibian, which can live in or out of water.","creature, with its mottled brown skin and long, pointed snout. But despite its unappealing appearance, the newt is a fascinating and unique animal, with a life cycle that is both intriguing and complex.

As the newts lived in the muddy pond at the bottom of Lavender's garden, they"
