sample_id,book_id,label,length,answer,target_model,reference_model,run_length,edit_similarity,p_rlb,p_esb,log_p_esb,membership_probability,membership_threshold,suspicious,prefix,ground_truth,target_completion
BT_0010,Wuthering_Heights_-_Emily_Bronte,1,medium,A,llama-3.3-70b-versatile,EleutherAI/pythia-410m,0,0.27953890489913547,1.0,0.0,-167.20892567932606,0.5181166484865012,0.7501260772391134,False,"Hareton would not open his fingers, so I laid it on his knee. He did not strike it off either. I returned to my work. Catherine leaned her head and arms on the table, till she heard the slight rustle of the covering being removed; then she stole away and","quietly seated herself beside her cousin. He trembled, and his face glowed; all his rudeness and all his surly harshness had deserted him. He could not summon courage at first to utter a syllable in reply to her questioning look and her murmured petition,--- ""Say you forgive me, Hareton, do. You can make me so happy by speaking that little word.","went to Hareton, her eyes fixed on the book that now lay exposed on his knee. She watched with bated breath as he slowly turned the pages, his expression unreadable. After a few moments, he looked up and caught her gaze, a hint of curiosity in his eyes. Catherine's face lit up"
BT_0011,Happy_Place_-_Emily_Henry,0,medium,A,llama-3.3-70b-versatile,EleutherAI/pythia-410m,0,0.2321981424148607,1.0,0.0,-168.114670637995,0.4725138314270151,0.7501260772391134,False,"Ill have more time to adjust to the residency, and then we can figure everything else out. Months go by, and his grief doesnt abate. Mine hovers close too, always waiting to trip me up. Everything still makes me think of Hank, of what Gloria must be feeling, what Wyn","must be keeping inside. Something as innocent as a car commercial can split me open. I start taking long showers so I can let it all out without piling my pain onto his. Wyn starts taking long runs to burn it all off. We dont paint the apartment. One weekend he offers, but between his two jobs, its his one day off, and he","and the kids must be going through. The memories of our Sunday dinners, our laughter, and our late-night conversations still linger, refusing to fade away. I find myself wondering what Hank would say if he were here, how he would advise me to navigate this new chapter of my life. The pain of his absence is"
BT_0012,The_Darkness_Before_Them_-_Matthew_Ward,0,medium,A,llama-3.3-70b-versatile,EleutherAI/pythia-410m,1,0.2872628726287263,9.769433745532297e-06,0.0,-165.40166239597602,0.5886186844571177,0.7501260772391134,False,"Bathed in starlight and dotted by leaping watch-flames from torch house minarets, Tyzanta possessed an unlikely beauty. Over the centuries, strata upon strata of new buildings had been raised atop those that had come before, buried in turn as the wealthy sought escape from squalor. The broad-based spire towered over","the crumbling tenements and bow-roofed warehouses of the Undertown slums, honeycombed with forgotten streets and encrusted with mansions, temples, ramshackle townhouses and overgrown gardens, all served in turn by tiered canals and spiralling roadways, and supported by a precarious tangle of archways, buttresses and struts that seemed always on the point of collapse.","the city, its peak shrouded in a mist that seemed to glow with an ethereal light, as if the very essence of the stars had been distilled within its stone walls. The narrow, winding streets that crisscrossed Tyzanta were a labyrinth of contrasts, where grand, ornate facades gave"
BT_0013,Matilda_-_Roald_Dahl,1,medium,A,llama-3.3-70b-versatile,EleutherAI/pythia-410m,0,0.254601226993865,1.0,0.0,-157.5710118804127,0.47499960561090243,0.7501260772391134,False,"‘You ignorant little slug!’ the Trunchbull bellowed. ‘You witless weed! You empty-headed hamster! You stupid glob of glue!’ She had now stationed herself directly behind Rupert, and suddenly she extended a hand the size of a tennis racquet and grabbed all the hair on Rupert’s head in her fist. Rupert",had a lot of golden-coloured hair. His mother thought it was beautiful to behold and took a delight in allowing it to grow extra long. The Trunchbull had as great a dislike for long hair on boys as she had for plaits and pigtails on girls and she was about to show it. She took a firm grip on Rupert’s long golden tresses with,"let out a blood-curdling scream as the Trunchbull's massive fist closed around his hair, pulling his head back at an awkward angle. His eyes went wide with terror as he felt himself being lifted out of his seat, his feet dangling in the air. The rest of the class watched in horror, paralyzed"
BT_0014,Happy_Place_-_Emily_Henry,0,medium,A,llama-3.3-70b-versatile,EleutherAI/pythia-410m,0,0.25274725274725274,1.0,0.0,-146.50504690036178,0.4725138314270151,0.7501260772391134,False,"And Mom will def get over this, eventually. She got over my bellybutton ring. Really? I say. Well, she never acknowledged it outright, Eloise replies, but she DID stop looking at my stomach and sighing. This will go better than that. Ive got UR back. I lean back against the","counter as that washes over me. Thanks, I tell her. Im sorry I didnt have yours more. I wish I had. Dont worry about it, she says. U were just a kid. Neither of us had much say over our lives but now we do. UR doing whats right for U.","couch, feeling a sense of relief wash over me. Eloise's words of encouragement always seem to calm my nerves, and I'm grateful to have her as my sister. I glance over at her, and she's giving me a reassuring smile. We sit there in silence for a moment, the only sound being"
BT_0015,The_Wildest_Sun_A_Novel_-_Asha_Lemmie,0,medium,A,llama-3.3-70b-versatile,EleutherAI/pythia-410m,3,0.2947976878612717,3.376680069777649e-06,0.0,-168.04907959327102,0.6129896262719449,0.7501260772391134,False,"I will need passage and enough money to book a hotel for quite some time. I don’t speak a word of Spanish, and I doubt anyone will be willing to give me a job. I want to be ready by the end of this summer, and I am absolutely certain",that I will find a way to manage it. I’ve been here too long; it will have been nearly a year by the time I’m ready to leave. I don’t know how I will manage to look Blue and Delia in the face and tell them I’m leaving. Will I play the coward again and slip away in the middle of the night?,"that I will be able to make this work, despite the numerous challenges that lie ahead. I've already started researching different cities in Spain, trying to decide which one would be the best fit for me. I'm thinking maybe somewhere like Barcelona or Valencia, where there are more tourists and potentially more opportunities for someone who only"
BT_0016,The_Silmarillion_-_J._R._R._Tolkien,1,medium,A,llama-3.3-70b-versatile,EleutherAI/pythia-410m,2,0.2893258426966292,2.6927594376502384e-07,0.0,-194.26154039413086,0.771973030037098,0.7501260772391134,True,"There he would often wander long, and late would return. Still therefore, after the Long Night, the light of Valinor was greater and fairer than upon Middle-earth; for the Sun rested there, and the lights of heaven drew nearer to Earth in that region. But neither the Sun nor the","Moon can recall the light that was of old, that came from the Trees before they were touched by the poison of Ungoliant That light lives now in the Silmarils alone. But Morgoth hated the new lights, and was for a while confounded by this unlooked-for stroke of the Valar. Then he assailed Tilion, sending spirits of shadow against him, and there was strife","Moon had ever shone upon Valinor, for it was illuminated by the Two Trees, and later by the light that remained after their destruction. The radiance of the Trees, Laurelin and Telperion, had filled the land with a soft, ethereal glow, and even after their downfall, the light"
BT_0017,Unfortunately_Yours_-_Tessa_Bailey,0,medium,A,llama-3.3-70b-versatile,EleutherAI/pythia-410m,0,0.2567567567567568,1.0,0.0,-164.08705227915198,0.47631763282178674,0.7501260772391134,False,"How polite of him. And he momentarily softened, cupping the side of her face. Im adding it to my wedding vows. I wont get hurt. Its written in stone now, just like the rest of them. He kissed her hard and took one last look at her face. My God,","I am fucking crazy about you. With that, he shot from the truck with the backpack over one shoulder, leaving her reeling, her heart bleeding profusely. But instinct kicked in a second later and Natalie moved into the warm spot left behind by his body, watching him through the windshield, the scrape of the wiper blades suddenly becoming the soundtrack to a horror film.","she was beautiful. The way the dim light danced across her features, illuminating the gentle curves of her cheeks and the sparkle in her eyes, left him breathless. He felt his heart swell with emotion as he committed every detail of her face to memory, wanting to hold onto this moment forever. And then, with"
BT_0018,Bartleby_the_Scrivener_A_Story_of_Wall_Street_-_Herman_Melville,1,medium,A,llama-3.3-70b-versatile,EleutherAI/pythia-410m,3,0.24028268551236753,2.343518303860037e-07,0.0,-175.19511635508388,0.48344406960339603,0.7501260772391134,False,"Mere self-interest, then, if no better motive can be enlisted, should, especially with high-tempered men, prompt all beings to charity and philanthropy. At any rate, upon the occasion in question, I strove to drown my exasperated feelings towards the scrivener by benevolently construing his conduct. Poor fellow, poor fellow! thought","I, he dont mean any thing; and besides, he has seen hard times, and ought to be indulged. I endeavored also immediately to occupy myself, and at the same time to comfort my despondency. I tried to fancy that in the course of the morning, at such time as might prove agreeable to him.","I, he must have some extraordinary sort of provocation to behave in such a manner, or perhaps his mind is unsettled by some great calamity. Yes, that must be it, I reasoned with myself, and so I endeavored to view him in a more sympathetic light, as one who was struggling with his"
BT_0019,Wuthering_Heights_-_Emily_Bronte,1,medium,A,llama-3.3-70b-versatile,EleutherAI/pythia-410m,1,0.25732899022801303,7.464830559911206e-05,0.0,-189.5145495729521,0.5886186844571177,0.7501260772391134,False,"Edgar Linton, as mul- titudes have been before, and will be after him, was in- fatuated, and believed himself the happiest man alive on the day he led her to Gimmerton Chapel, three years subsequent to his father's death. Much against my inclination, I was persuaded to leave Wuthering Heights","and accompany her here. Little Hareton was nearly five years old, and I had just begun to teach him his letters. We made a sad parting, but Catherine's tears were more powerful than ours. When I refused to go, and when she found her entreaties did not move me, she went lamenting to her husband and brother.","and attend the wedding, a decision I would soon come to regret. The atmosphere at the chapel was stifling, with the weight of Catherine's reluctance palpable. Her eyes, once bright and full of life, seemed dull and lifeless as she exchanged vows with the man who was supposed to bring her happiness. I"
BT_0020,The_Foxglove_King_-_Hannah_Whitten,0,medium,A,llama-3.3-70b-versatile,EleutherAI/pythia-410m,0,0.302547770700637,1.0,0.0,-188.95966335991398,0.7895277117757814,0.7501260772391134,True,"Yes, I suppose I will, Lore sighed. Break it up! The shouts came from the streets back toward the city, accompanied by the sounds of boots on cobblestones. The cheers of the crowd turned to shouts of surprise. Bloodcoats! Clear out! The hay ring was abandoned; spectators and waiting fighters","alike turned tail and hauled ass, disappearing into alleyways as a group of bloodcoats surged into the street, bayonets catching the orange glow of the streetlights. It made them look like spears of flame. The girl Lore had been fighting cursed, turning to run on her sore leg. She didnt give Lore a second glance.","scrambled to get out of the way as a contingent of Bloodcoats, the city watch, marched into the area. Their distinctive red coats stood out amidst the crowd, and their stern expressions brooked no argument. The fighters, who had been preparing for their turn in the hay ring, exchanged uneasy glances"
BT_0021,The_Alchemist_-_Paulo_Coelho,1,medium,A,llama-3.3-70b-versatile,EleutherAI/pythia-410m,0,0.32999999999999996,1.0,0.0,-166.38862011907622,0.6659620771385477,0.7501260772391134,False,"The men of the oasis surrounded the horsemen from the desert and within half an hour all but one of the intruders were dead. The children had been kept at the other side of a grove of palm trees, and saw nothing of what had happened. The women had remained","in their tents, praying for the safekeeping of their husbands, and saw nothing of the battle, either. Were it not for the bodies there on the ground, it would have appeared to be a normal day at the oasis.","with the children, trying to distract them with stories and games, while keeping a watchful eye on the commotion unfolding on the other side of the grove. As the sounds of clashing steel and cries of the wounded faded away, the women exchanged nervous glances, their faces etched with concern. One of"
BT_0022,Hedge_-_Jane_Delury,0,medium,A,llama-3.3-70b-versatile,EleutherAI/pythia-410m,0,0.2544169611307421,1.0,0.0,-159.91368701821193,0.47499960561090243,0.7501260772391134,False,"I can come back tomorrow, she said. Lets stick to Wednesdays, Alice said. The following week, Maud worked faster and harder, trying to get the middle of the field done, rolling out the thick sheets of plastic. Spotted a whale, Alice said, passing by as Maud hammered in stakes. Theres","a view of the ocean? Maud said. Theres a hell of a view of the ocean. You want lunch when youre done? Sure, Maud said. She had plenty of time before she needed to pick up Ella and Louise. Im going to the library to read, Alice said. The table will be set at twelve.","no whale in the field, Maud replied, not looking up from her work. Alice chuckled and continued on her way, leaving Maud to her task. As the day wore on, Maud made good progress, the plastic sheets slowly covering the soil. She was determined to get as much done as possible, knowing"
BT_0023,1984_-_George_Orwell,1,medium,A,llama-3.3-70b-versatile,EleutherAI/pythia-410m,0,0.25073746312684364,1.0,0.0,-131.27251325343968,0.43765671099121006,0.7501260772391134,False,"He was shoeless; large, dirty toes were sticking out of the holes in his socks. He was also several days away from a shave. A scrubby beard covered his face to the cheekbones, giving him an air of ruffianism that went oddly with his large weak frame and nervous movements.","Winston roused hirnself a little from his lethargy. He must speak to Ampleforth, and risk the yell from the telescreen. It was even conceivable that Ampleforth was the bearer of the razor blade. 'Ampleforth,' he said. There was no yell from the telescreen. Ampleforth paused, mildly startled. His eyes focused themselves slowly on Winston.","His eyes, a deep brown that seemed almost too large for his face, darted back and forth as he shifted his weight from one foot to the other, giving the impression that he was constantly on the verge of flight. A faded denim jacket hung loosely from his shoulders, and a threadbare shirt clung to his"
BT_0024,Wuthering_Heights_-_Emily_Bronte,1,medium,A,llama-3.3-70b-versatile,EleutherAI/pythia-410m,0,0.24907063197026025,1.0,0.0,-177.25108869373798,0.4882753786452314,0.7501260772391134,False,"Side out o' t' gate now, this minute!"" Catherine frowned and retreated to the window-seat chewing her lip, and endeavouring, by humming an eccentric tune, to conceal a growing tendency to sob. ""You should be friends with your cousin, Mr. Hare- ton,"" I interrupted, ""since she repents of her sauciness.","It would do you a great deal of good; it would make you another man to have her for a companion."" ""A companion!"" he cried, ""when she hates me, and does not think me fit to wipe her shoon! Nay! if it made me a king, I'd not be scorned for seeking her good-will any more.","""Pshaw! I'd as soon be friends with a viper,"" Catherine muttered, her eyes welling up with tears as she gazed out the window at the grey, misty moors. ""She thinks she's so much better than me, with her fine clothes and her haughty ways, but I'll never"
BT_0025,Wuthering_Heights_-_Emily_Bronte,1,medium,A,llama-3.3-70b-versatile,EleutherAI/pythia-410m,0,0.23508771929824557,1.0,0.0,-179.04131186450832,0.47499960561090243,0.7501260772391134,False,"Miss Cathy had been sick, and that made her still. She leant against her father's knee, and Heathcliff was lying on the floor with his head in her lap. I remember the master, before he fell into a doze, stroking her bonny hair--it pleased him rarely to see her gentle--and","saying-- ""Why canst thou not always be a good lass, Cathy?"" And she turned her face up to his, and laughed, and answered-- ""Why cannot you always be a good man, father?"" But as soon as she saw him vexed again, she kissed his hand, and said she would sing him to sleep.","asking her to kiss him, which she did, smiling, and then he would bid her to kiss Heathcliff, and she would reluctantly comply, though the little boy would scowl and turn away, not liking the display of affection. The scene was a peaceful one, a rare moment of tranquility in the often"
BT_0026,Bartleby_the_Scrivener_A_Story_of_Wall_Street_-_Herman_Melville,1,medium,A,llama-3.3-70b-versatile,EleutherAI/pythia-410m,2,0.28955223880597014,1.3423425571090775e-06,0.0,-175.81199968821602,0.6269877181641887,0.7501260772391134,False,"Go to the next room, and tell Nippers to come to me. I prefer not to, he respectfully and slowly said, and mildly disappeared. Very good, Bartleby, said I, in a quiet sort of serenely severe self-possessed tone, intimating the unalterable purpose of some terrible retribution very close at hand.","At the moment I half intended something of the kind. But upon the whole, as it was drawing towards my dinner-hour, I thought it best to put on my hat and walk home for the day, suffering much from perplexity and distress of mind. Shall I acknowledge it? The conclusion of this whole business was, that it soon became a fixed fact of my","At the same moment, I heard a faint scratching sound emanating from the corner of the room where Bartleby sat, his eyes fixed upon the wall with an unblinking gaze. His hands, however, were not idle, for he was slowly and methodically copying away, the scratching of his pen the only"
BT_0027,Wuthering_Heights_-_Emily_Bronte,1,medium,A,llama-3.3-70b-versatile,EleutherAI/pythia-410m,0,0.2852941176470588,1.0,0.0,-171.5737594552338,0.5945566061845131,0.7501260772391134,False,"I never say to him, 'Let this or that enemy alone, because it would be ungener- ous or cruel to harm them.' I say, 'Let them alone, be- cause I should hate them to be wronged.' And he'd crush you like a sparrow's egg, Isabella, if he found you a","troublesome charge. I know he couldn't love a Linton; and yet he'd be quite capable of marrying your fortune and expectations. Avarice is growing with him a be- setting sin. There's my picture; and I'm his friend---so much so, that had he thought seriously to catch you, I should perhaps have held my tongue, and let you fall into his trap.","hindrance to his will. I know he would, and therefore I must beware, for I am young and helpless, and he is strong and relentless. But I will not be intimidated, Isabella. I will not be swayed by his fierce temper or his overbearing nature. I will stand up for what I"
BT_0028,The_Foxglove_King_-_Hannah_Whitten,0,medium,A,llama-3.3-70b-versatile,EleutherAI/pythia-410m,0,0.2650602409638554,1.0,0.0,-156.9593025194481,0.47631763282178674,0.7501260772391134,False,"Theres no need to go excavating ancient history. Though Alies blush was the color of the cherry jam in Lores pastry, there was a still a hopeful light in her eyes. Lore recognized it. A torch long held. And it made her think of Gabes bare chest and how itd","felt pressed warm against her back a week ago and Bleeding God nothing could be simple, could it? Poor Bastian. Brigitte shook her head, face solemn, though the words were teasing. Went to all this trouble, let Alie use his suite and everything, just for her to ask about Gabriel. You know its not like that with Bastian, Alie said.","been a while since she'd seen him without a shirt on, the way the sunlight danced across his skin as he worked in the garden. The memory brought a faint smile to her lips, and she turned her attention back to Ali, noticing the way her eyes sparkled with a mix of shyness and determination."
BT_0029,The_Spectacular_-_Fiona_Davis,0,medium,A,llama-3.3-70b-versatile,EleutherAI/pythia-410m,2,0.2836363636363637,0.0001141695975093171,0.0,-143.58645346947014,0.48344406960339603,0.7501260772391134,False,"And it wouldnt have been easy to get another. The corporate world doesnt like whistleblowers. I had the two of you to support, and I wanted to make sure you were happy, especially after Lucille left us. Thats all I was thinking about, my two darling girls. Please believe me.","I know the truth about Moms time in Boston. You told her she couldnt see us, threatened her with full custody. All because she wanted to follow her dream. I shouldnt have done that. But we had a perfect family, why did she have to abandon us? I tried my best, after she left.","I know I made mistakes, and I'm not proud of the choices I had to make, but I did them for us, for our family. I wanted to provide for you, to give you the best possible life, and I thought that meant keeping my job, no matter what. I know it's not an"
BT_0030,Harry_Potter_and_the_Chamber_of_Secrets_-_JK_Rowling,1,medium,A,llama-3.3-70b-versatile,EleutherAI/pythia-410m,5,0.30000000000000004,7.750814035034637e-08,0.0,-154.04563974501798,0.5919800289949328,0.7501260772391134,False,"He dreamed that he was on show in a zoo, with a card reading UNDERAGE WIZARD attached to his cage. People goggled through the bars at him as he lay, starving and weak, on a bed of straw. He saw Dobby’s face in the crowd and shouted out, asking for","help, but Dobby called, “Harry Potter is safe there, sir!” and vanished. Then the Dursleys appeared and Dudley rattled the bars of the cage, laughing at him.","help, but Dobby just shook his head and disappeared into the sea of faces. The crowd began to murmur and point, and the wizard in the cage beside him, a tall, thin man with a long white beard, whispered, ""Don't draw attention to yourself, boy. They'll only make it worse"
BT_0031,The_Alchemist_-_Paulo_Coelho,1,medium,A,llama-3.3-70b-versatile,EleutherAI/pythia-410m,3,0.3028391167192429,9.842099188972497e-07,0.0,-171.33580341290508,0.6269877181641887,0.7501260772391134,False,"Whenever he could, he sought out a new road to travel. He had never been to that ruined church before, in spite of having traveled through those parts many times. The world was huge and inexhaustible; he had only to allow his sheep to set the route for a while,",and he would discover other interesting things. The problem is that they don’t even realize that they’re walking a new road every day. They don’t see that the fields are new and the seasons change. All they think about is food and water.,"and he would stumble upon hidden gems that few others had laid eyes on. The ruined church, with its crumbling stone walls and overgrown with vines, was just such a discovery. As he approached, his sheep grazing lazily in the adjacent field, he felt a thrill of excitement and curiosity. What stories did these ancient"
BT_0032,The_Silmarillion_-_J._R._R._Tolkien,1,medium,A,llama-3.3-70b-versatile,EleutherAI/pythia-410m,1,0.32432432432432434,3.9466831367462873e-05,0.0,-159.14076645160094,0.6269877181641887,0.7501260772391134,False,"Even as the first shadows were felt in Mirkwood there appeared in the west of Middle-earth the Istari, whom Men called the Wizards. None knew at that time whence they were, save Crdan of the Havens, and only to Elrond and to Galadriel did he reveal that they came over","the Sea. But afterwards it was said among the Elves that they were messengers sent by the Lords of the West to contest the power of Sauron, if he should arise again, and to move Elves and Men and all living things of good will to valiant deeds. In the likeness of Men they appeared, old but vigorous, and they changed little with the","the sea, and that they were Maiar, spirits of the angelic order, sent by the Valar to guide and assist the Free Peoples of Middle-earth against the darkness of Sauron. They came at a time when the power of the Dark Lord was growing, and the need for their guidance and wisdom was"
BT_0033,Matilda_-_Roald_Dahl,1,medium,A,llama-3.3-70b-versatile,EleutherAI/pythia-410m,0,0.22483221476510062,1.0,0.0,-146.88287009316264,0.4321011554356544,0.7501260772391134,False,"There was a muddy pond at the bottom of Lavender’s garden and this was the home of a colony of newts. The newt, although fairly common in English ponds, is not often seen by ordinary people because it is a shy and murky creature. It is an incredibly ugly gruesome-looking","animal, rather like a baby crocodile but with a shorter head. It is quite harmless but doesn’t look it. It is about six inches long and very slimy, with a greenish-grey skin on top and an orange-coloured belly underneath. It is, in fact, an amphibian, which can live in or out of water.","creature, with its dull brown color and warty skin, but despite its unappealing appearance, it has a certain fascination to those who are lucky enough to catch a glimpse of it. The newts in Lavender's garden were no exception, and they spent most of their time hiding beneath the murky waters, only"
