id,dataset,label,membership,prefix,ground_truth,target_completion,run_length,p_rlb,edit_similarity,p_esb,log_p_esb,target_model,reference_model
WikiMIA_WikiMIA_length256_00014.txt,WikiMIA_length256,1,member,"Presidential elections were held in Egypt between 26 and 28 May 2014. There were only two candidates, former Egyptian defence minister Abdel Fattah el-Sisi and Egyptian Popular Current candidate Hamdeen Sabahi. El-Sisi won the election in a landslide victory, having received 97% of votes. Before announcing his candidacy in the","election, el-Sisi, who as Defence Minister also served as Commander-in-Chief of the Egyptian Armed Forces, was responsible for officially announcing the removal of president Mohamed Morsi from office in the aftermath of the June 2013 Egyptian protests. After Morsi's removal, Sisi installed a temporary interim government, but remained Egypt's Minister of Defence and assumed the role of the country's First Deputy Prime Minister. On","February 2014, el-Sisi had been the de facto ruler of Egypt since the military coup that ousted President Mohamed Morsi in July 2013. The election was seen as a formality, with many opposition groups boycotting the vote due to concerns over the fairness and transparency of the process. El-S",0,1.0,0.2979214780600462,0.0,-114.06670707769081,llama-3.1-8b-instant,EleutherAI/pythia-410m
WikiMIA_WikiMIA_length256_00015.txt,WikiMIA_length256,1,member,"Simon Hall (1977 or 1978 – 23 February 2014) was a British murderer who was wrongly helped by 'miscarriage of justice' campaigners, only for him to go on to confess to the murder he was convicted of and prove he was rightly convicted. Hall stabbed 79-year-old pensioner Joan Albert to","death in her home in Capel St Mary, Suffolk in 2001, and was convicted of her murder two years later. Subsequently, the high-profile miscarriage of justice programme Rough Justice took up his case and aired a programme campaigning for him. Several MPs, Bristol University's 'Innocence Project' campaign group, his mother and girlfriend were also deceived into campaigning for him, and the Criminal Cases Review","death in her home in Harrogate, North Yorkshire, on 23 February 1997. He was subsequently arrested, charged, and convicted of the crime. During his trial, Hall maintained his innocence, claiming that he was at a pub at the time of the murder. However, in a shocking twist, Hall confessed",5,1.1304821079249905e-08,0.30975609756097566,0.0,-127.19117949530482,llama-3.1-8b-instant,EleutherAI/pythia-410m
WikiMIA_WikiMIA_length256_00016.txt,WikiMIA_length256,1,member,"Talking Statues is a project created initially in 2013 by David Peter Fox in Copenhagen, Denmark involving pre-recorded voiceovers accompanying various statues available in a smartphone app. The statue of Hans Christian Andersen in the King's Garden in Copenhagen was the first talking statue in the world. Later the idea","was applied in Helsinki, New York, London, San Diego, Chicago, Vilnius, Parma, Dublin, Berlin, Manchester, and others. The project works with mobile technology and activated through a QR code found on the statue, when you scan it you will be called. You can also download our app, then you can find the Talking Statues in the world and have it talk to GPS so","was expanded to include other statues in the city, with the goal of bringing the stories and histories behind the statues to life. The project quickly gained popularity, and soon, Talking Statues was launched in other cities around the world, including London, Paris, and New York.

The app, which is available for both iOS",1,1.133275236497866e-05,0.26815642458100564,0.0,-123.79271146946121,llama-3.1-8b-instant,EleutherAI/pythia-410m
WikiMIA_WikiMIA_length256_00017.txt,WikiMIA_length256,1,member,"During the ongoing Russo-Ukrainian War between the Ukrainian government forces and pro-Russian separatists in the Donbas region of Ukraine that began in April 2014, many international organisations and states noted a deteriorating humanitarian situation in the conflict zone. A May 2014 report by the United Nations said there had been","an ""alarming deterioration"" in human rights in territory held by Russian separatists affiliated with the Donetsk People's Republic (DPR) and Luhansk People's Republic (LPR). The UN Human Rights Monitoring Mission in Ukraine (HRMMU) reported growing lawlessness in the region, documenting cases of targeted killings, torture, and abduction. HRMMU also reported threats against, attacks on, and abductions of journalists and international observers, as well as","...over 200 reported casualties, including both military personnel and civilians, and that the conflict had resulted in the displacement of thousands of people, with many more in need of humanitarian assistance. The report also highlighted concerns about the safety and security of humanitarian workers, who were facing increasing risks while attempting to deliver aid to affected areas",0,1.0,0.26419213973799127,0.0,-146.22559839580208,llama-3.1-8b-instant,EleutherAI/pythia-410m
WikiMIA_WikiMIA_length256_00018.txt,WikiMIA_length256,1,member,"Operation Car Wash (Portuguese: Operação Lava Jato) was a criminal investigation by the Federal Police of Brazil's Curitiba branch. It began in March 2014 and was initially headed by investigative judge Sérgio Moro, and in 2019 by Judge Luiz Antônio Bonat. It has resulted in more than a thousand warrants","of various types. According to the Operation Car Wash task force, investigations implicate administrative members of the state-owned oil company Petrobras, politicians from Brazil's largest parties (including presidents of the Republic), presidents of the Chamber of Deputies and the Federal Senate, state governors, and businessmen from large Brazilian companies. The Federal Police consider it the largest corruption investigation in the country's history. The taskforce","issued, over 200 arrests, and the conviction of numerous high-ranking officials and business leaders. The operation was sparked by a tip from a former executive of the construction company Odebrecht, who revealed a massive bribery scheme involving the company and several government officials.

The investigation focused on the alleged corruption of politicians and executives",0,1.0,0.2838983050847458,0.0,-139.12466142604535,llama-3.1-8b-instant,EleutherAI/pythia-410m
WikiMIA_WikiMIA_length256_00019.txt,WikiMIA_length256,1,member,"Euromaidan (; Ukrainian: Євромайдан, romanized: Yevromaidan, lit. 'Euro Square', IPA: [jeu̯romɐjˈdɑn]), or the Maidan Uprising, was a wave of demonstrations and civil unrest in Ukraine, which began on 21 November 2013 with large protests in Maidan Nezalezhnosti (Independence Square) in Kyiv. The protests were sparked by President Viktor Yanukovych's sudden","decision not to sign the European Union–Ukraine Association Agreement, instead choosing closer ties to Russia and the Eurasian Economic Union. Ukraine's parliament had overwhelmingly approved of finalizing the Agreement with the EU, but Russia had put pressure on Ukraine to reject it. The scope of the protests widened, with calls for the resignation of Yanukovych and the Azarov government. Protesters opposed what they saw","decision to suspend Ukraine's preparations for signing the Association Agreement with the European Union, in favor of closer ties with Russia. This move was seen as a betrayal by many Ukrainians who had been hoping for greater integration with the EU and a chance to escape the country's economic and political dependence on Russia.

The protests, which",1,0.00012955605052411556,0.3105882352941176,0.0,-119.3857762714324,llama-3.1-8b-instant,EleutherAI/pythia-410m
WikiMIA_WikiMIA_length256_00020.txt,WikiMIA_length256,0,non_member,"Beginning on 31 July 2022, tensions between Serbia and Kosovo heightened due to the expiration of the eleven-year validity period of documents for cars on 1 August 2022, between the government of Kosovo and the Serbs in North Kosovo. Kosovo, which declared independence in 2008, signed an agreement with Serbia",in 2011 that concluded on the use of license plates in North Kosovo. This agreement was supposed to change license plates from the ones that were issued by Serbia to neutral ones. The agreement was extended in 2016 and it expired in 2021 after which a crisis occurred and it ended with an agreement that ended the ban of Kosovo-issued license plates in Serbia.,"in 2011, known as the Brussels Agreement, which aimed to normalize relations between the two countries. However, the agreement's implementation has been slow, and several issues, including the registration of vehicle documents, have remained unresolved.

The expiration of the vehicle documents on 1 August 2022 led to concerns among the",2,5.559325089166123e-08,0.2416666666666667,0.0,-138.92349078133702,llama-3.1-8b-instant,EleutherAI/pythia-410m
WikiMIA_WikiMIA_length256_00021.txt,WikiMIA_length256,1,member,"Around midday on October 22, 2014, a passing motorist saw an Asian woman walking north along the Ingraham Trail on the outskirts of Yellowknife in the Northwest Territories, Canada. Several days later, after seeing stories in the local media that 45-year old Atsumi Yoshikubo (吉窪昌美) who had been visiting the","city from her home in southern Japan, had gone missing, she reported the sighting. It was the last time she was seen alive. Yoshikubo's absence was first noted five days after that sighting, when staff at her hotel noticed she had not checked out two days after her stay was due to have ended. In her room they found her luggage, still packed; she","area from Japan, had gone missing, the motorist contacted the authorities to report what they had seen. The motorist described the woman as being Asian, wearing a yellow jacket and carrying a backpack. 

The police launched an investigation and began searching the area along the Ingraham Trail, but no signs of At",0,1.0,0.28818443804034577,0.0,-148.86503808567068,llama-3.1-8b-instant,EleutherAI/pythia-410m
WikiMIA_WikiMIA_length256_00022.txt,WikiMIA_length256,1,member,"The 2014 Australian federal budget was the federal budget to fund government services and operations for the 2014/15 financial year. The 2014 budget was the first delivered by the Abbott government, since the Coalition's victory in the 2013 Australian federal election. Treasurer Joe Hockey presented the budget to the House","of Representatives on 13 May 2014.The budget featured significant changes to address a perceived deficit crisis. This included a proposed dramatic downsizing of government bureaucracy, and contained significant changes to welfare, new initiatives for a medical research fund and spending on roads. A budget surplus exceeding 1% of GDP was not expected until 2023.The austere budget faced widespread criticism and was overwhelmingly rejected by","of Representatives on 13 May 2014. The budget was widely seen as a key test of the Coalition's economic management and its ability to deliver on its election promises.

The budget included a number of significant measures, including a reduction in the company tax rate for small businesses, an increase in the Medicare levy to fund",7,4.476405912612336e-09,0.3250564334085779,0.0,-118.3615336882649,llama-3.1-8b-instant,EleutherAI/pythia-410m
WikiMIA_WikiMIA_length256_00023.txt,WikiMIA_length256,1,member,"The Argentine debt restructuring is a process of debt restructuring by Argentina that began on January 14, 2005, and allowed it to resume payment on 76% of the US$82 billion in sovereign bonds that defaulted in 2001 at the depth of the worst economic crisis in the nation's history. A","second debt restructuring in 2010 brought the percentage of bonds under some form of repayment to 93%, though ongoing disputes with holdouts remained. Bondholders who participated in the restructuring settled for repayments of around 30% of face value and deferred payment terms, and began to be paid punctually; the value of their nearly worthless bonds also began to rise. The remaining 7% of bondholders","...major factor in the debt restructuring was the willingness of the Argentine government to negotiate with its creditors, led by Economy Minister Alberto Fernández, who later became the President of Argentina. The restructuring plan, which was finalized in 2005, involved a combination of debt swaps, interest rate reductions, and extended repayment periods.

",0,1.0,0.2561576354679803,0.0,-155.28060545539483,llama-3.1-8b-instant,EleutherAI/pythia-410m
WikiMIA_WikiMIA_length256_00024.txt,WikiMIA_length256,1,member,"Julieka Ivanna Dhu (commonly referred to as Ms Dhu; her first name was generally not used in media reports out of respect for Aboriginal naming customs) was a 22-year-old Aboriginal Australian woman who died in police custody in South Hedland, Western Australia, in 2014. On 2 August that year, police","responded to a report that Dhu's partner had violated an apprehended violence order. Upon arriving at their address, the officers arrested both Dhu and her partner after realising there was also an outstanding arrest warrant for unpaid fines against Dhu. She was detained in police custody in South Hedland and was ordered to serve four days in custody in default of her debt. While","arrested Julieka Ivanna Dhu for allegedly being intoxicated in a public place. She was taken to the South Hedland Police Station, where she was held in a cell overnight. The next day, she was transferred to the South Hedland Police Station's watch house, where she was again held in a cell",0,1.0,0.3036649214659686,4.203895392974451e-45,-102.3005147278891,llama-3.1-8b-instant,EleutherAI/pythia-410m
WikiMIA_WikiMIA_length256_00025.txt,WikiMIA_length256,1,member,"Arturo (1985 – July 3, 2016) was a polar bear living in Mendoza Zoological Park in Mendoza, Argentina, the only polar bear living in the country. He was born in the United States and transferred to Argentina in 1993. His companion, a female named Pelusa, died of cancer in 2012.","The living conditions of the cage Arturo resided in were controversial, as temperatures reach up to 40 °C (104 °F) in Argentina, and the pool in Arturo's cage was only 51 centimetres (20 in) deep. Animal rights activists had, in response, dubbed Arturo the ""world's saddest animal"" and promoted a petition to have him moved to Assiniboine Park Zoo, a zoo in Winnipeg, Manitoba,","After Pelusa's passing, Arturo was left alone in his enclosure, but the zoo staff made sure to provide him with plenty of toys and stimulation to keep him active and engaged. Despite his advanced age, Arturo remained a beloved attraction at the Mendoza Zoological Park, and visitors would often come from all over",0,1.0,0.2625994694960212,0.0,-163.1197368975263,llama-3.1-8b-instant,EleutherAI/pythia-410m
WikiMIA_WikiMIA_length256_00026.txt,WikiMIA_length256,1,member,"Malaysia Airlines Flight 17 (MH17/MAS17) was a scheduled passenger flight from Amsterdam to Kuala Lumpur that was shot down by Russian-controlled forces on 17 July 2014, while flying over eastern Ukraine. All 283 passengers and 15 crew were killed. Contact with the aircraft, a Boeing 777-200ER, was lost when it","was about 50 km (31 mi) from the Ukraine–Russia border, and wreckage from the aircraft fell near Hrabove in Donetsk Oblast, Ukraine, 40 km (25 mi) from the border. The shoot-down occurred during the war in Donbas over territory controlled by Russian separatist forces.The responsibility for investigation was delegated to the Dutch Safety Board (DSB) and the Dutch-led joint investigation team (JIT), who in","was at an altitude of approximately 33,000 feet (10,000 meters) over the conflict zone in eastern Ukraine. The last transmission from the cockpit was a routine message to air traffic control, indicating that the aircraft was cruising at 33,000 feet and heading towards the Ukrainian-Russian border.

The plane was flying",1,6.458307325374335e-05,0.26781326781326786,0.0,-140.83290089759976,llama-3.1-8b-instant,EleutherAI/pythia-410m
WikiMIA_WikiMIA_length256_00027.txt,WikiMIA_length256,0,non_member,"Supriyo a.k.a Supriya Chakraborty & Abhay Dang v. Union of India thr. Its Secretary, Ministry of Law and Justice & other connected cases (2023) is an ongoing collection of landmark cases of the Supreme Court of India, which are set to consider whether to extend right to marry and establish","a family to queer Indians. A 5-judge Constitution Bench, consisting of Chief Justice of India D.Y. Chandrachud, Justice S.K. Kaul, Justice Ravindra Bhat, Justice Hima Kohli and Justice P.S. Narasimha, will hear 20 connected cases brought by 52 petitioners.The petitioners, consisting of queer couples and individuals, request recognition of the right to marry and establish a family based on protections from discrimination, the right","a family of one's choice, including same-sex couples, under the Special Marriage Act, 1954. The cases, which were initially scheduled to be heard in 2022, were delayed due to various reasons, including the COVID-19 pandemic and the subsequent changes in the government.

The Supreme Court's consideration of",2,4.770980126522772e-07,0.28110599078341014,0.0,-146.3050682498142,llama-3.1-8b-instant,EleutherAI/pythia-410m
WikiMIA_WikiMIA_length256_00028.txt,WikiMIA_length256,0,non_member,"In April 2023, two sets of classified foreign intelligence documents of the United States began circulating on Twitter, Telegram, and 4chan. Jack Teixeira, an airman first class of the Massachusetts Air National Guard, had allegedly photographed printouts of the documents at his parents' home in Dighton, Massachusetts and posted them","to the instant messaging platform Discord on a server named ""Thug Shaker Central"". The earliest posts dated to October 2022. The documents are primarily related to the Russo-Ukrainian War, but also include foreign intelligence assessments concerning nations including North Korea, China, Iran, and the United Arab Emirates. A subset of documents were shared to Discord servers for a YouTuber and the sandbox video game","online. The leaked documents, which included sensitive information on US military operations, foreign policy, and intelligence gathering, sparked widespread concern and outrage among government officials and national security experts.

As the news of the leaked documents spread, the US Department of Defense and the Federal Bureau of Investigation (FBI) launched an investigation into the",0,1.0,0.215311004784689,0.0,-131.08253025158774,llama-3.1-8b-instant,EleutherAI/pythia-410m
WikiMIA_WikiMIA_length256_00029.txt,WikiMIA_length256,1,member,"The analysis of communications between Malaysia Airlines Flight 370 and Inmarsat's satellite telecommunication network provide the primary source of information about Flight 370's location and possible in-flight events after it disappeared from military radar coverage at 2:22 Malaysia Standard Time (MYT) on 8 March 2014 (17:22 UTC, 7 March), one","hour after communication with air traffic control ended and the aircraft departed from its planned flight path while over the South China Sea. Flight 370 was a scheduled commercial flight with 227 passengers and 12 crew which departed Kuala Lumpur, Malaysia at 0:41 and was scheduled to land in Beijing, China at 6:30 China Standard Time (6:30 MYT; 22:30 UTC, 7 March). Malaysia has","day after its scheduled departure from Kuala Lumpur International Airport. The data, which was collected by Inmarsat's satellite system, revealed a series of automated messages, known as ""handshakes,"" that were sent by the aircraft's onboard communication system, known as the Aircraft Communications Addressing and Reporting System (ACARS).",0,1.0,0.22513089005235598,0.0,-121.60212297335966,llama-3.1-8b-instant,EleutherAI/pythia-410m
