id,dataset,label,membership,prefix,ground_truth,target_completion,run_length,p_rlb,edit_similarity,p_esb,log_p_esb,target_model,reference_model
WikiMIA_WikiMIA_length256_00011.txt,WikiMIA_length256,0,non_member,"Marchetti's constant is the average time spent by a person for commuting each day. Its value is approximately one hour, or half an hour for a one-way trip. It is named after Italian physicist Cesare Marchetti, though Marchetti himself attributed the ""one hour"" finding to transportation analyst and engineer Yacov","Zahavi.Marchetti posits that although forms of urban planning and transport may change, and although some live in villages and others in cities, people gradually adjust their lives to their conditions (including location of their homes relative to their workplace) such that the average travel time stays approximately constant. Ever since Neolithic times, people have kept the average time spent per day for travel the","Zahavi, who first observed this phenomenon in the 1970s and 1980s while studying transportation patterns in various cities around the world. Zahavi's research showed that despite differences in culture, geography, and economic development, people tend to allocate a consistent amount of time to commuting, regardless of the distance",3,3.3124850085108903e-11,0.27684964200477324,0.0,-158.02000195148867,llama-3.3-70b-versatile,EleutherAI/pythia-410m
WikiMIA_WikiMIA_length256_00012.txt,WikiMIA_length256,1,member,"Organizations from around the world responded to the West African Ebola virus epidemic. In July 2014, the World Health Organization (WHO) convened an emergency meeting with health ministers from eleven countries and announced collaboration on a strategy to co-ordinate technical support to combat the epidemic. In August, they declared the","outbreak an international public health emergency and published a roadmap to guide and coordinate the international response to the outbreak, aiming to stop ongoing Ebola transmission worldwide within 6–9 months. In September, the United Nations Security Council declared the Ebola virus outbreak in the West Africa subregion a ""threat to international peace and security"" and unanimously adopted a resolution urging UN member states to","outbreak a Public Health Emergency of International Concern (PHEIC), prompting a significant increase in international aid and assistance. The WHO, along with other global health organizations, worked closely with affected countries, including Guinea, Liberia, and Sierra Leone, to implement measures aimed at containing the spread of the virus.

The international response",2,4.1578378073836575e-08,0.28899082568807344,0.0,-116.39920116172289,llama-3.3-70b-versatile,EleutherAI/pythia-410m
WikiMIA_WikiMIA_length256_00013.txt,WikiMIA_length256,1,member,"Japanese whaling, in terms of active hunting of whales, is estimated by the Japan Whaling Association to have begun around the 12th century. However, Japanese whaling on an industrial scale began around the 1890s when Japan started to participate in the modern whaling industry, at that time an industry in","which many countries participated. Japan resumed commercial whaling in July 2019, and since then whaling activities have been confined to its territorial waters and exclusive economic zone.During the 20th century, Japan was heavily involved in commercial whaling. This continued until the International Whaling Commission (IWC) moratorium on commercial whaling went into effect in 1986. Japan continued to hunt whales using the scientific research provision","...its infancy, dominated by European and American whalers. The introduction of modern whaling technologies, such as the harpoon gun and factory ships, allowed Japan to significantly increase its whaling capacity and expand its operations to the oceans surrounding the country. This marked the beginning of Japan's involvement in commercial whaling, which",0,1.0,0.2822757111597374,0.0,-162.82052060449496,llama-3.3-70b-versatile,EleutherAI/pythia-410m
WikiMIA_WikiMIA_length256_00014.txt,WikiMIA_length256,1,member,"Presidential elections were held in Egypt between 26 and 28 May 2014. There were only two candidates, former Egyptian defence minister Abdel Fattah el-Sisi and Egyptian Popular Current candidate Hamdeen Sabahi. El-Sisi won the election in a landslide victory, having received 97% of votes. Before announcing his candidacy in the","election, el-Sisi, who as Defence Minister also served as Commander-in-Chief of the Egyptian Armed Forces, was responsible for officially announcing the removal of president Mohamed Morsi from office in the aftermath of the June 2013 Egyptian protests. After Morsi's removal, Sisi installed a temporary interim government, but remained Egypt's Minister of Defence and assumed the role of the country's First Deputy Prime Minister. On","presidential election, el-Sisi was widely expected to win due to his immense popularity and the lack of strong opposition. His candidacy was announced on 26 March 2014, and he resigned from his position as Defence Minister to run in the election. El-Sisi's campaign focused on stability, security, and economic",0,1.0,0.2678983833718245,0.0,-135.8760989587754,llama-3.3-70b-versatile,EleutherAI/pythia-410m
WikiMIA_WikiMIA_length256_00015.txt,WikiMIA_length256,1,member,"Simon Hall (1977 or 1978 – 23 February 2014) was a British murderer who was wrongly helped by 'miscarriage of justice' campaigners, only for him to go on to confess to the murder he was convicted of and prove he was rightly convicted. Hall stabbed 79-year-old pensioner Joan Albert to","death in her home in Capel St Mary, Suffolk in 2001, and was convicted of her murder two years later. Subsequently, the high-profile miscarriage of justice programme Rough Justice took up his case and aired a programme campaigning for him. Several MPs, Bristol University's 'Innocence Project' campaign group, his mother and girlfriend were also deceived into campaigning for him, and the Criminal Cases Review","death in her home in Capel St Mary, Suffolk, in December 2001. He was subsequently arrested, charged, and convicted of her murder in 2003. Despite his conviction, Hall maintained his innocence, and his case attracted the attention of various 'miscarriage of justice' campaigners, who argued that",12,4.483035362523427e-17,0.3463414634146341,0.0,-133.30497832443507,llama-3.3-70b-versatile,EleutherAI/pythia-410m
WikiMIA_WikiMIA_length256_00016.txt,WikiMIA_length256,1,member,"Talking Statues is a project created initially in 2013 by David Peter Fox in Copenhagen, Denmark involving pre-recorded voiceovers accompanying various statues available in a smartphone app. The statue of Hans Christian Andersen in the King's Garden in Copenhagen was the first talking statue in the world. Later the idea","was applied in Helsinki, New York, London, San Diego, Chicago, Vilnius, Parma, Dublin, Berlin, Manchester, and others. The project works with mobile technology and activated through a QR code found on the statue, when you scan it you will be called. You can also download our app, then you can find the Talking Statues in the world and have it talk to GPS so","...spread to other cities, with the project being implemented in various locations around the world. The concept allowed people to scan a QR code or use a smartphone app to access audio recordings that brought the statues to life, providing visitors with a unique and interactive way to learn about the history and significance of the statues and the people",0,1.0,0.2067039106145251,0.0,-176.35733434278518,llama-3.3-70b-versatile,EleutherAI/pythia-410m
WikiMIA_WikiMIA_length256_00017.txt,WikiMIA_length256,1,member,"During the ongoing Russo-Ukrainian War between the Ukrainian government forces and pro-Russian separatists in the Donbas region of Ukraine that began in April 2014, many international organisations and states noted a deteriorating humanitarian situation in the conflict zone. A May 2014 report by the United Nations said there had been","an ""alarming deterioration"" in human rights in territory held by Russian separatists affiliated with the Donetsk People's Republic (DPR) and Luhansk People's Republic (LPR). The UN Human Rights Monitoring Mission in Ukraine (HRMMU) reported growing lawlessness in the region, documenting cases of targeted killings, torture, and abduction. HRMMU also reported threats against, attacks on, and abductions of journalists and international observers, as well as","...a significant increase in internal displacement, with thousands of people forced to flee their homes due to the fighting. The report also highlighted the need for urgent humanitarian assistance, including food, shelter, and medical care, for those affected by the conflict. The situation continued to worsen, with a July 2014 report by",0,1.0,0.26637554585152834,0.0,-121.62853960727807,llama-3.3-70b-versatile,EleutherAI/pythia-410m
WikiMIA_WikiMIA_length256_00018.txt,WikiMIA_length256,1,member,"Operation Car Wash (Portuguese: Operação Lava Jato) was a criminal investigation by the Federal Police of Brazil's Curitiba branch. It began in March 2014 and was initially headed by investigative judge Sérgio Moro, and in 2019 by Judge Luiz Antônio Bonat. It has resulted in more than a thousand warrants","of various types. According to the Operation Car Wash task force, investigations implicate administrative members of the state-owned oil company Petrobras, politicians from Brazil's largest parties (including presidents of the Republic), presidents of the Chamber of Deputies and the Federal Senate, state governors, and businessmen from large Brazilian companies. The Federal Police consider it the largest corruption investigation in the country's history. The taskforce","being issued, including search and seizure warrants, temporary and preventive detention warrants, and extradition requests. The operation has led to the arrest and conviction of numerous high-profile individuals, including politicians, business leaders, and government officials, on charges of corruption, money laundering, and other crimes. The investigation has also uncovered a vast network",0,1.0,0.2796610169491526,0.0,-133.0010709837079,llama-3.3-70b-versatile,EleutherAI/pythia-410m
WikiMIA_WikiMIA_length256_00019.txt,WikiMIA_length256,1,member,"Euromaidan (; Ukrainian: Євромайдан, romanized: Yevromaidan, lit. 'Euro Square', IPA: [jeu̯romɐjˈdɑn]), or the Maidan Uprising, was a wave of demonstrations and civil unrest in Ukraine, which began on 21 November 2013 with large protests in Maidan Nezalezhnosti (Independence Square) in Kyiv. The protests were sparked by President Viktor Yanukovych's sudden","decision not to sign the European Union–Ukraine Association Agreement, instead choosing closer ties to Russia and the Eurasian Economic Union. Ukraine's parliament had overwhelmingly approved of finalizing the Agreement with the EU, but Russia had put pressure on Ukraine to reject it. The scope of the protests widened, with calls for the resignation of Yanukovych and the Azarov government. Protesters opposed what they saw","decision to suspend plans for Ukraine to sign an association agreement with the European Union, instead choosing to strengthen ties with Russia. This move was seen as a betrayal by many Ukrainians, who had been hoping for closer integration with Europe and the potential economic benefits that would come with it. The protests quickly gained momentum, with hundreds",1,0.00012955605052411556,0.28941176470588237,0.0,-131.50896477870992,llama-3.3-70b-versatile,EleutherAI/pythia-410m
WikiMIA_WikiMIA_length256_00020.txt,WikiMIA_length256,0,non_member,"Beginning on 31 July 2022, tensions between Serbia and Kosovo heightened due to the expiration of the eleven-year validity period of documents for cars on 1 August 2022, between the government of Kosovo and the Serbs in North Kosovo. Kosovo, which declared independence in 2008, signed an agreement with Serbia",in 2011 that concluded on the use of license plates in North Kosovo. This agreement was supposed to change license plates from the ones that were issued by Serbia to neutral ones. The agreement was extended in 2016 and it expired in 2021 after which a crisis occurred and it ended with an agreement that ended the ban of Kosovo-issued license plates in Serbia.,"...in 2011 to allow Serbian-registered vehicles to enter Kosovo with temporary license plates, valid for eleven years. However, with the expiration of this agreement, the Kosovo government announced that it would start issuing fines to drivers with Serbian license plates, sparking outrage among the Serb community in North Kosovo. In response,",0,1.0,0.2694444444444445,0.0,-156.2043065210746,llama-3.3-70b-versatile,EleutherAI/pythia-410m
WikiMIA_WikiMIA_length256_00021.txt,WikiMIA_length256,1,member,"Around midday on October 22, 2014, a passing motorist saw an Asian woman walking north along the Ingraham Trail on the outskirts of Yellowknife in the Northwest Territories, Canada. Several days later, after seeing stories in the local media that 45-year old Atsumi Yoshikubo (吉窪昌美) who had been visiting the","city from her home in southern Japan, had gone missing, she reported the sighting. It was the last time she was seen alive. Yoshikubo's absence was first noted five days after that sighting, when staff at her hotel noticed she had not checked out two days after her stay was due to have ended. In her room they found her luggage, still packed; she","area from Japan, had gone missing, the motorist came forward to report what they had seen. The motorist's tip was significant, as it suggested that Atsumi may have been further away from the city than initially thought, and it sparked a renewed search effort by the Royal Canadian Mounted Police (RCMP)",0,1.0,0.3170028818443804,0.0,-149.02156568918326,llama-3.3-70b-versatile,EleutherAI/pythia-410m
WikiMIA_WikiMIA_length256_00022.txt,WikiMIA_length256,1,member,"The 2014 Australian federal budget was the federal budget to fund government services and operations for the 2014/15 financial year. The 2014 budget was the first delivered by the Abbott government, since the Coalition's victory in the 2013 Australian federal election. Treasurer Joe Hockey presented the budget to the House","of Representatives on 13 May 2014.The budget featured significant changes to address a perceived deficit crisis. This included a proposed dramatic downsizing of government bureaucracy, and contained significant changes to welfare, new initiatives for a medical research fund and spending on roads. A budget surplus exceeding 1% of GDP was not expected until 2023.The austere budget faced widespread criticism and was overwhelmingly rejected by","of Representatives on 13 May 2014, outlining the government's fiscal policy and budget priorities for the upcoming financial year. The budget was notable for its significant spending cuts and reforms aimed at reducing the country's deficit and promoting economic growth. Some of the key measures included a temporary deficit levy on high-income earners, increases",6,7.361731668709126e-09,0.31376975169300225,0.0,-151.89325779586216,llama-3.3-70b-versatile,EleutherAI/pythia-410m
WikiMIA_WikiMIA_length256_00023.txt,WikiMIA_length256,1,member,"The Argentine debt restructuring is a process of debt restructuring by Argentina that began on January 14, 2005, and allowed it to resume payment on 76% of the US$82 billion in sovereign bonds that defaulted in 2001 at the depth of the worst economic crisis in the nation's history. A","second debt restructuring in 2010 brought the percentage of bonds under some form of repayment to 93%, though ongoing disputes with holdouts remained. Bondholders who participated in the restructuring settled for repayments of around 30% of face value and deferred payment terms, and began to be paid punctually; the value of their nearly worthless bonds also began to rise. The remaining 7% of bondholders","A second debt restructuring was completed on May 3, 2016, allowing the country to return to international capital markets after 15 years. The process involved intense negotiations with creditors, including hedge funds and other investors who had purchased Argentine bonds at discounted prices. The agreement allowed Argentina to swap the defaulted bonds for new ones",0,1.0,0.29064039408866993,0.0,-171.76876877620816,llama-3.3-70b-versatile,EleutherAI/pythia-410m
WikiMIA_WikiMIA_length256_00024.txt,WikiMIA_length256,1,member,"Julieka Ivanna Dhu (commonly referred to as Ms Dhu; her first name was generally not used in media reports out of respect for Aboriginal naming customs) was a 22-year-old Aboriginal Australian woman who died in police custody in South Hedland, Western Australia, in 2014. On 2 August that year, police","responded to a report that Dhu's partner had violated an apprehended violence order. Upon arriving at their address, the officers arrested both Dhu and her partner after realising there was also an outstanding arrest warrant for unpaid fines against Dhu. She was detained in police custody in South Hedland and was ordered to serve four days in custody in default of her debt. While","arrested Ms Dhu for unpaid fines totaling $3,622, which were related to a number of minor offenses. She was taken to the South Hedland Police Station, where she was held in a cell. Over the course of the next 48 hours, Ms Dhu complained of severe stomach pain and vomiting",0,1.0,0.2696335078534031,0.0,-130.80501327721868,llama-3.3-70b-versatile,EleutherAI/pythia-410m
WikiMIA_WikiMIA_length256_00025.txt,WikiMIA_length256,1,member,"Arturo (1985 – July 3, 2016) was a polar bear living in Mendoza Zoological Park in Mendoza, Argentina, the only polar bear living in the country. He was born in the United States and transferred to Argentina in 1993. His companion, a female named Pelusa, died of cancer in 2012.","The living conditions of the cage Arturo resided in were controversial, as temperatures reach up to 40 °C (104 °F) in Argentina, and the pool in Arturo's cage was only 51 centimetres (20 in) deep. Animal rights activists had, in response, dubbed Arturo the ""world's saddest animal"" and promoted a petition to have him moved to Assiniboine Park Zoo, a zoo in Winnipeg, Manitoba,","After Pelusa's death, Arturo was left alone, and his living conditions became a subject of concern for animal welfare organizations and the public. The Mendoza Zoological Park's enclosure was criticized for being inadequate for a polar bear, as it lacked the necessary space and climate conditions to provide Arturo with a suitable environment",0,1.0,0.24933687002652516,0.0,-161.12857893761247,llama-3.3-70b-versatile,EleutherAI/pythia-410m
WikiMIA_WikiMIA_length256_00026.txt,WikiMIA_length256,1,member,"Malaysia Airlines Flight 17 (MH17/MAS17) was a scheduled passenger flight from Amsterdam to Kuala Lumpur that was shot down by Russian-controlled forces on 17 July 2014, while flying over eastern Ukraine. All 283 passengers and 15 crew were killed. Contact with the aircraft, a Boeing 777-200ER, was lost when it","was about 50 km (31 mi) from the Ukraine–Russia border, and wreckage from the aircraft fell near Hrabove in Donetsk Oblast, Ukraine, 40 km (25 mi) from the border. The shoot-down occurred during the war in Donbas over territory controlled by Russian separatist forces.The responsibility for investigation was delegated to the Dutch Safety Board (DSB) and the Dutch-led joint investigation team (JIT), who in","was cruising at an altitude of 33,000 feet (10,058 meters) over the conflict zone in Donetsk Oblast, Ukraine. The flight had departed from Amsterdam's Schiphol Airport at 10:31 UTC (Coordinated Universal Time) and was expected to arrive at Kuala Lumpur International Airport at 22",1,6.458307325374335e-05,0.2997542997542998,0.0,-119.60684002563357,llama-3.3-70b-versatile,EleutherAI/pythia-410m
WikiMIA_WikiMIA_length256_00027.txt,WikiMIA_length256,0,non_member,"Supriyo a.k.a Supriya Chakraborty & Abhay Dang v. Union of India thr. Its Secretary, Ministry of Law and Justice & other connected cases (2023) is an ongoing collection of landmark cases of the Supreme Court of India, which are set to consider whether to extend right to marry and establish","a family to queer Indians. A 5-judge Constitution Bench, consisting of Chief Justice of India D.Y. Chandrachud, Justice S.K. Kaul, Justice Ravindra Bhat, Justice Hima Kohli and Justice P.S. Narasimha, will hear 20 connected cases brought by 52 petitioners.The petitioners, consisting of queer couples and individuals, request recognition of the right to marry and establish a family based on protections from discrimination, the right","a family to members of the LGBTQ+ community, thereby potentially recognizing same-sex marriage in India. The cases, which have garnered significant attention and public interest, involve multiple petitions filed by various individuals, including Supriyo Chakraborty and Abhay Dang, who are seeking to challenge the existing laws and social",3,1.0113359039110037e-08,0.28801843317972353,0.0,-146.2597629163647,llama-3.3-70b-versatile,EleutherAI/pythia-410m
WikiMIA_WikiMIA_length256_00028.txt,WikiMIA_length256,0,non_member,"In April 2023, two sets of classified foreign intelligence documents of the United States began circulating on Twitter, Telegram, and 4chan. Jack Teixeira, an airman first class of the Massachusetts Air National Guard, had allegedly photographed printouts of the documents at his parents' home in Dighton, Massachusetts and posted them","to the instant messaging platform Discord on a server named ""Thug Shaker Central"". The earliest posts dated to October 2022. The documents are primarily related to the Russo-Ukrainian War, but also include foreign intelligence assessments concerning nations including North Korea, China, Iran, and the United Arab Emirates. A subset of documents were shared to Discord servers for a YouTuber and the sandbox video game","online. The leaked documents, which included information about Ukraine, China, and other sensitive topics, sparked widespread concern and investigation into the source of the breach. As the news broke, the US Department of Justice and the FBI launched an inquiry into the leak, with officials working to determine the extent of the damage and identify those",0,1.0,0.23923444976076558,0.0,-171.25049228791613,llama-3.3-70b-versatile,EleutherAI/pythia-410m
WikiMIA_WikiMIA_length256_00029.txt,WikiMIA_length256,1,member,"The analysis of communications between Malaysia Airlines Flight 370 and Inmarsat's satellite telecommunication network provide the primary source of information about Flight 370's location and possible in-flight events after it disappeared from military radar coverage at 2:22 Malaysia Standard Time (MYT) on 8 March 2014 (17:22 UTC, 7 March), one","hour after communication with air traffic control ended and the aircraft departed from its planned flight path while over the South China Sea. Flight 370 was a scheduled commercial flight with 227 passengers and 12 crew which departed Kuala Lumpur, Malaysia at 0:41 and was scheduled to land in Beijing, China at 6:30 China Standard Time (6:30 MYT; 22:30 UTC, 7 March). Malaysia has","hour after taking off from Kuala Lumpur. The last transmission from the aircraft's transponder was at 1:21 MYT, and air traffic control lost contact with the flight crew at 1:19 MYT. However, the aircraft's satellite communication system, provided by Inmarsat, continued to send and receive",2,7.472861398127861e-06,0.24607329842931935,0.0,-128.65825235606462,llama-3.3-70b-versatile,EleutherAI/pythia-410m
