id,label,run_length,p_rlb,edit_similarity,p_esb,log_p_esb,prefix,ground_truth,target_completion,dataset,membership,esb_score,reference_completion,edit_similarity_target,edit_similarity_reference,delta_edit_similarity,semantic_similarity_target,semantic_similarity_reference,delta_semantic_similarity
booktection_15192_A.txt,0,0,1.0,0.2629757785467128,0.0,-151.67135281395167,"Despicable. And I dont believe it. And I justit was awful of me to Elsie. His tone is even and deep. Hey. Its okay. You already apologized. He doesnt get it. I know, but of all the things that happened today, it seems like the shittiest. And I cannot control","any of thisnot my career tanking, not whether Im going to have health insurance or make rentbut I . . . I can control the way I react. So Im sorry I said it. About George. And about you. And . . . people do it to me all the time. In the last year of my Ph.D., I got this stupid award. When","my emotions. I feel like I've been walking on eggshells all day, trying to avoid any more conflicts, but it's hard when everything feels so raw. And to make matters worse, Elsie's still not speaking to me. I don't blame her, really. I was out of line, and",booktection,non_member,300.0, it. I dont know what to do. I dont know what to do. I dont know what to do. I dont know what to do. I dont know what to do. I dont know what to do. I dont know what to do. I dont know what to do. I dont know what to do,0.26297577854671284,0.2906574394463668,-0.02768166089965396,0.19173104,0.12650925,0.06522179
booktection_11471_A.txt,0,2,8.071871889114846e-06,0.2127659574468084,0.0,-157.2382627732586,"Between the candlesticks there was a glass of water. Water is a good conduit, and the candles, like the box of salt, should protect you while also providing a welcoming space for the ghost. Now you understand the instructions, Lpez said as he handed Tristn a large notepad and a","pen. Do you need to go over the words again? Im an actor. I can memorize lines, Tristn replied.","pen. ""Your task is to record every detail of the encounter, no matter how small it may seem. The ghost's name, its appearance, its behavior - everything. We'll review the notes together after the séance is complete.""

Tristn took the notepad and pen, feeling a mix of excitement and",booktection,non_member,300.0," pen.

""I'm going to write down the instructions for you,"" he said. ""I'm going to write them down in the book. I'm going to write them down in the book. I'm going to write them down in the book. I'm going to write them down in the book.",0.21276595744680848,0.2542372881355932,-0.041471330688784724,0.5484343,0.46257988,0.08585444
booktection_07420_A.txt,1,0,1.0,0.24375,0.0,-182.78163281222805,"I whipped my head around and saw her coming from a hall half-hidden behind the stairway. She had Bella cradled gently in her arms, a harsh sneer on her face for me. Like I’d brought her the greatest gift ever. I watched how carefully Rosalie laid Bella out on the","couch. I watched how, despite that, Bella turned white and held her breath—like she was set on not making any noise no matter how much it hurt. He tried to make it look as if he was just sweeping her hair back, but it looked like a doctor’s examination to me. It doesn’t help us take care of either of you.” “Okay, I’m a","the couch, her movements almost tender despite the coldness in her eyes. For a moment, I thought I saw a flicker of something else there, something almost like concern, but it was quickly extinguished by the familiar mask of disdain. She straightened up, her gaze snapping back to me, and I could",booktection,member,300.0," bed, and then I saw her take Bella’s hand and pull her to her feet.

“I’m so sorry,” she said. “I didn’t mean to hurt you.”

“I know,” I said. “I’m so sorry.”

“I’m so",0.24375000000000002,0.25,-0.006249999999999978,0.48684028,0.6823773,-0.195537
booktection_04312_A.txt,1,0,1.0,0.2588235294117647,0.0,-168.23028759565204,"Yes, you’re a lucky bitch, my subconscious snaps. But you have your work cut out with him. He’s not going to want this vanilla crap forever . . . you’re going to have to compro-mise. I glare mentally at her snarky, insolent face and rest my head against Christian’s chest.","But deep down I know my subconscious is right, but I banish the thoughts. I don’t want to spoil my day.","The warmth of his body seeps into mine, and I feel a sense of calm wash over me, but my subconscious is relentless. ""Compromise?"" she sneers. ""You think you're going to have to give up your own desires to keep him happy? Newsflash, girl: he's not going to",booktection,member,300.0,"

“I’m going to have to go to the bathroom,” I say, and I’m not going to lie to him. I’m going to have to go to the bathroom.

“I’m going to have to go to the bathroom,” I repeat, and I’m not",0.2588235294117647,0.24607329842931935,0.01275023098244532,0.313563,0.20765316,0.105909824
booktection_01167_A.txt,1,1,6.139312608866021e-05,0.2115384615384615,0.0,-133.31993804173544,"""Hungry, are you?"" ""Starving,"" said Harry, taking a large bite out of a pumpkin pasty. Ron had taken out a lumpy package and unwrapped it. There were four sandwiches inside. He pulled one of them apart and said, ""She always forgets I don't like corned beef."" ""Swap you for one","of these,"" said Harry, holding up a pasty. ""Go on -- "" ""You don't want this, it's all dry,"" said Ron.","of mine,"" Harry said, offering Ron one of his turkey sandwiches. Ron's eyes lit up and he quickly swapped the two sandwiches. ""Thanks, mate,"" he said, taking a big bite of the turkey sandwich. ""I'm so glad I didn't have to eat that corned beef again,"" he said,",booktection,member,300.0," of these,"" said Harry. ""I'll eat it all."" ""I'll eat it all,"" said Harry. ""I'll eat it all,"" said Harry. ""I'll eat it all,"" said Harry. ""I'll eat it all,"" said Harry. ""I'll eat it all,"" said Harry. """,0.21153846153846156,0.3316582914572864,-0.12011982991882486,0.6023563,0.5904882,0.011868119
booktection_15354_A.txt,0,0,1.0,0.3051359516616314,0.0,-146.7909618327394,"Its replicating the dynamics of the family you grew up in? He nodded and set his drink on the bar. I remember turning thirty and Id just won this big award in the music industry Oh, come on, I said. Dont be modest. He grinned. The Grammy for Album of","the Year. Thank you for offering me that opportunity. If I won a Grammy for Album of the Year, Id carry it with me at all times, including now. Its a little statue of a record player, right? Except that you have won Emmys, so that doesnt really check out. Unless theyre in there? He nodded down toward my fanny pack. Had he googled","The Year. I was beaming with pride, and my family was there to celebrate with me. My parents, my siblings, everyone was there, and for a moment, it felt like I was a kid again, basking in their love and support. But as the night wore on, and the champagne started flowing",booktection,non_member,300.0, the Year. I was so proud. I was so proud. I was so proud. I was so proud. I was so proud. I was so proud. I was so proud. I was so proud. I was so proud. I was so proud. I was so proud. I was so proud. I,0.30513595166163143,0.27794561933534745,0.027190332326283984,0.46270248,0.46668166,-0.0039791763
booktection_10894_A.txt,0,1,6.881762146804249e-06,0.2194244604316546,0.0,-132.0802424151916,"And Peter was nothing like Leonard. When she arrived at the house, he came down the steps as she came up. Hoping Ill make it, he said and yanked open his car door. Inside, Ella sat in bed with a popsicle. Maud put her hand on her forehead, which didnt","feel too hot. My throats on fire and Dads pissed, Ella said. Ignoring the comment, Maud plumped the pillows.","feel as hot as she had expected. ""How are you feeling?"" Maud asked, trying to sound calm despite the worry that had been building up inside her. Ella looked up at her with a mixture of confusion and discomfort etched on her face. ""I don't know,"" she said, her voice barely above",booktection,non_member,300.0," help.

""I'm sorry, I'm so sorry,"" she said.

""I'm so sorry, too,"" he said.

""I'm so sorry, too.""

""I'm so sorry, too.""

""I'm so sorry, too.""

""I",0.21942446043165464,0.2206896551724138,-0.0012651947407591457,0.6311147,0.33080912,0.3003056
booktection_13630_A.txt,0,0,1.0,0.2769230769230769,0.0,-152.3548491699621,"If anyone saw her with Bastian and grass stains on her skirt, the conclusion they drew would have nothing to do with that kind of riding. When she took the princes proffered arm, she could feel his muscles move beneath his silken sleeve. More defined than shed expect from a","pampered royal; an incongruous roughness, like the scar through his eyebrow and the calluses on his hands. Lore and the Sun Prince strolled casually down the clear paths cut into the forest, winding trails carefully designed to look natural while being anything but. A slight breeze fluttered at Bastians hair, worn down, waving dark against his shouldersjust on this side of too-long to be","prince, and she couldn't help but wonder if he spent more time in the stables than in the palace. The thought sent a flutter through her chest, and she quickly looked away, trying to compose herself. The prince's eyes sparkled with amusement as he led her through the crowded ballroom, his grip",booktection,non_member,300.0," horse, his skin was a rich, dark brown.

""I'm sorry,"" she said. ""I didn't mean to—""

""I know."" He smiled. ""I'm glad you're here.""

""I'm glad you're here.""

""I'm glad you're here",0.27692307692307694,0.1923076923076923,0.08461538461538465,0.4535116,0.23679072,0.21672088
booktection_03834_A.txt,1,0,1.0,0.2531645569620253,0.0,-145.8451040154323,"He answered nothing. Will you, or will you not, quit me? I now demanded in a sudden passion, advancing close to him. I would prefer not to quit you, he replied, gently emphasizing the not. What earthly right have you to stay here? Do you pay any rent? Do you","pay my taxes? Or is this property yours? He answered nothing. Are you ready to go on and write now? Are your eyes recovered? Could you copy a small paper for me this morning? or help examine a few lines? or step round to the post-office? In a word, will you do any thing at all, to give a coloring to your refusal to","contribute anything to the household? I asked, my voice rising in indignation. He looked at me with a calm, almost sorrowful expression, and shook his head. I felt a pang of guilt, but I pushed it aside, determined to stand my ground. No, I said, I don't pay rent",booktection,member,300.0, pay any rent? I have no right to stay here. I have no right to stay here. I have no right to stay here. I have no right to stay here. I have no right to stay here. I have no right to stay here. I have no right to stay here. I have no right,0.25316455696202533,0.2816455696202531,-0.028481012658227778,0.43199125,0.29718304,0.13480821
booktection_04316_A.txt,1,0,1.0,0.2775665399239544,0.0,-143.66863236762583,"“In a nutshell, he’s not a sadist, Ana. He’s an angry, frightened, brilliant young man, who was dealt a shit hand of cards when he was born. We can all beat our breasts about it, and analyze the who, the how and the why to death—or Christian can move on","and decide how he wants to live. He’d found something that worked for him for a few years, more or less, but since he met you, it no longer works. And as a consequence, he’s changing his modus operandi. You and I have to respect his choice and support him in it.”","“with our help. He's been stuck in this cycle of pain and anger for far too long, and it's time for him to break free. We can't change the past, but we can help him learn to live with it, to find a way to heal and move forward. And that's exactly what",booktection,member,300.0," to the next phase of his life. But he’s not a sadist. He’s a man who has been dealt a shit hand of cards, and he’s not going to let it get to him.

“I’m not going to be a sadist. I’m not going",0.2775665399239544,0.26996197718631176,0.0076045627376426506,0.50155234,0.28350157,0.21805078
booktection_14245_A.txt,0,0,1.0,0.2493765586034912,0.0,-189.2961143249995,"Coming around, Deep-Throat On my mark, bank to starboard. Over. Ryder fell in behind the scout fighter and was lucky enough to get a quick weapons lock, which was confirmed by the telltale triple beep. In that instant, that nanosecond before his thumb could depress the joysticks firing pad, Ryder","saw that the Ziu fighter had fired firstDeep-Throats Arrow exploded, an incredible fireball that Ryder was forced to fly into and through. He gulped back shockfought mind-numbing guilt and a momentary paralysis of total disbelief. Oh God Dave No time for this. Fight. I can grieve later Ryder blinked tear-filled eyes as the vicious exchange continuedfast and furious, fighters on both sides locked in","felt a jolt of adrenaline course through his veins. He had been in tighter spots before, but this was different. This was personal. The enemy ship, a sleek and deadly-looking Kraelion cruiser, was closing in fast, its laser cannons charging up for a devastating blast. Ryder's eyes flicked to the",booktection,non_member,300.0," was in the air.

He was flying at a speed of about Mach 1.5, which was a little faster than the speed of sound. He was flying at a speed of about Mach 1.5, which was a little faster than the speed of sound. He was flying at a speed of about Mach",0.24937655860349128,0.2668329177057357,-0.017456359102244412,0.6292702,0.28181535,0.34745485
booktection_06151_A.txt,1,0,1.0,0.2785234899328859,0.0,-166.0072307465598,"Instead of taking the short-cut along the Sound we went down to the road and entered by the big postern. With enchanting murmurs Daisy admired this aspect or that of the feudal silhouette against the sky, admired the gardens, the sparkling odor of jonquils and the frothy odor of hawthorn","and plum blossoms and the pale gold odor of kiss-me-at-the-gate. It was strange to reach the marble steps and find no stir of bright dresses in and out the door, and hear no sound but bird voices in the trees.","As we strolled through the gates, the crunch of gravel beneath our feet served as a gentle accompaniment to the sweet melodies of the birds, their songs intertwining with the soft rustle of leaves in the gentle breeze. The air was alive with the scent of blooming flowers, and Daisy's eyes sparkled",booktection,member,300.0,", and admired the great trees, the great trees, the great trees, the great trees, the great trees, the great trees, the great trees, the great trees, the great trees, the great trees, the great trees, the great trees, the great trees, the great trees, the great trees, the",0.2785234899328859,0.2977941176470589,-0.019270627714172983,0.5470706,0.31748682,0.2295838
booktection_03329_A.txt,1,2,0.0001871521526481,0.262589928057554,0.0,-161.6223828935763,"The buccaneers weren't frightened now, and the colour returned to their faces. They began to laugh and talk. Then we continued walking and we arrived at the first of the tall trees. But it wasn't the right one. We went to the second tree; it wasn't Flint's. But the third","tree was very tall, about two hundred feet high. We all knew that in the ground under that tree was the treasure!","tree was different. Its trunk was thicker, and the bark was a deep, rich brown. The pirates gathered around it, their eyes scanning the surface for any sign of the Jolly Roger. I looked up at the tree, and my heart skipped a beat as I saw it - a small, intricately carved wooden",booktection,member,300.0, tree was the right one. We went to the fourth tree. It wasn't the right one. We went to the fifth tree. It wasn't the right one. We went to the sixth tree. It wasn't the right one. We went to the seventh tree. It wasn't the right one. We went,0.262589928057554,0.308641975308642,-0.046052047251088024,0.59181094,0.38566142,0.20614952
booktection_10193_A.txt,1,0,1.0,0.2647058823529411,0.0,-164.91664441139437,"She saw him coming from the outhouse with a queer loping gait, swinging his head from side to side and his jaws clenched in a funny way. This was too awful! Where was Dr. Simmons with that medicine? She was glad she was here to look after him. Folks would","do such mean things to her Tea Cake if they saw him in such a fix. Treat Tea Cake like he was some mad dog when nobody in the world had more kindness about them. All he needed was for the doctor to come on with that medicine. He came back into the house without speaking, in fact, he did not seem to notice","say she was a hard worker, but the truth was, she'd been stuck here at the ranch for months, caring for the old man after his accident. And now, with this... this... whatever it was, she was starting to wonder if she'd bitten off more than she could chew. She'd heard stories",booktection,member,300.0," be so glad to see her.

""I'm going to get a drink of water,"" she said. ""I'm going to get a drink of water.""

She went to the outhouse and got a glass of water. She sat down on the bench and drank it. She was so tired she",0.2647058823529411,0.30065359477124187,-0.03594771241830075,0.42328367,0.3605408,0.06274286
booktection_06642_A.txt,1,0,1.0,0.2332155477031802,0.0,-170.31743089261,"The blue smoke of her cigarette coiled around her face. Her lips shone with dark lipstick; they were moist and left marks like bloodstains on the filter she held between her index and ring fingers. There are people you remember and people you dream of. For me, Nuria Montfort was","like a mirage: you don't question its veracity, you simply follow it until it vanishes or until it destroys you. I followed her through to the narrow, shadowy room that contained her desk, her books, and that collection of lined-up pencils, like an accident of symmetry.","the latter. I'd met her once, briefly, at a dingy café in the outskirts of town, but the memory of her had lingered long after the encounter. It was as if our eyes had locked in a moment of mutual understanding, and in that instant, I felt a connection that went beyond mere acquaint",booktection,member,300.0," the most beautiful woman I had ever seen.

""I'm sorry,"" she said. ""I'm so sorry.""

""I'm sorry too,"" I said. ""I'm so sorry.""

""I'm sorry too,"" she said. ""I'm so sorry.""

""I'm",0.2332155477031802,0.20370370370370372,0.029511843999476484,0.38836926,0.21574172,0.17262754
booktection_02070_A.txt,1,0,1.0,0.2805755395683453,0.0,-124.02620050590484,"Colonel Stark went up to her, whispered something in her ear, and then, pushing her back into the room from whence she had come, he walked towards me again with the lamp in his hand. ""'Perhaps you will have the kindness to wait in this room for a few minutes,'","said he, throwing open another door. It was a quiet, little, plainly furnished room, with a round table in the centre, on which several German books were scattered.","he said, his eyes scanning the space as if searching for something or someone. 'I must attend to a matter of some urgency. You will be perfectly safe here, I assure you.' He paused, his gaze lingering on me for a moment before he turned to leave. 'I will return as soon as I can",booktection,member,300.0," he said. 'I have a message for you from the King of England.' 'I am not afraid of him,' I said. 'I am not afraid of him.' 'I am not afraid of him,' he repeated. 'I am not afraid of him.' 'I am not afraid of him,' I repeated",0.28057553956834536,0.2455357142857143,0.035039825282631054,0.33332425,0.22069176,0.1126325
booktection_11503_A.txt,0,1,2.3696272819506703e-06,0.2868421052631579,0.0,-147.76029794104397,"She had a list of everyone from the central office who would be there tomorrow, plus the coaching supervisors from some key regions. Next to each, she’d highlighted strengths, weaknesses, and special skills. I flipped the pages. When I met her gaze, she was quick to explain, so quick it","was more like me fumbling for words than how Pearl normally spoke. “If you’re planning to arrange it with central leadership and marketing versus accounting and coaching, I think the numbers would be balanced, but we’d have a slight advantage even though there might be more athletes on the coaching and accounting team.” She pointed one delicate finger at the matrix of people on","was almost as if she'd anticipated my question. ""I've been going over the list, trying to figure out the best way to allocate the training sessions,"" she said, her eyes scanning the pages as if to emphasize her point. ""I think we can make the most of our time if we focus on the areas",booktection,non_member,300.0," was almost as if she were speaking to me.

“I’m going to be here for a few days. I’m going to be here for a few days. I’m going to be here for a few days. I’m going to be here for a few days. I’m",0.2868421052631579,0.2763157894736842,0.010526315789473717,0.35666606,-0.007461194,0.36412725
booktection_11457_A.txt,0,0,1.0,0.293286219081272,0.0,-137.74072182364762,"It was no use. He was brutally shoved down. They held him in place, making him kneel next to the porcelain bowl, and he bowed his head, whimpering. What are they doing? Tristn asked softly. She knew, of course. She remembered what Jos had said about the runes, the chickens","sacrificed, the natural next step after that: the blood of a man. Dont look now, she said, like she did when they went to the movies and she warned Tristn about certain scenes.","...and the ritual. But she had never thought it would come to this. She had always thought it was just a silly old story, a myth meant to scare children into behaving. But now, as she watched the men holding Jos down, she realized that it was all too real.

""What are they doing?"" Tr",booktection,non_member,300.0,", the dogs, the horses, the horses, the horses. She remembered the way the horses had been treated. She remembered the way the horses had been treated. She remembered the way the horses had been treated. She remembered the way the horses had been treated. She remembered the way the horses had been treated. She",0.29328621908127206,0.27331189710610937,0.01997432197516269,0.48612452,0.28836158,0.19776294
booktection_02116_A.txt,1,1,0.0001384903007419,0.1633466135458167,0.0,-155.43875325843692,"""Well, what of that? Suppose you find a brass pot with a hundred dollars in it, all rusty and gray, or rotten chest full of di'monds. How's that?"" Huck's eyes glowed. ""That's bully. Plenty bully enough for me. Just you gimme the hundred dollars and I don't want no di'monds.""","""All right. But I bet you I ain't going to throw off on di'monds.","""I reckon that's a fair trade, Huck,"" Tom said with a grin, ""but I'm not just talking about any old pot or chest. I'm talking about a treasure, a real treasure, hidden away by some pirate or explorer, just waitin' for us to find it.""

Huck's eyes grew",booktection,member,300.0,"

""I don't want no di'monds,"" said the man. ""I want you to give me the money.""

""I don't want no di'monds,"" said Huck. ""I want you to give me the money.""

""I don't want no di'monds,""",0.1633466135458167,0.2362637362637363,-0.07291712271791961,0.23689732,0.5378793,-0.30098197
