file_name,file_path,book_id,length,label,estimated_membership,prefix,ground_truth,generated,run_length,edit_similarity,first_word_match,token_overlap,prefix_words,continuation_words
booktection_14543_A.txt,dataset/raw/booktection/booktection_14543_A.txt,After_Death_-_Dean_Koontz,large,0,non_member,"A dead man had returned to life, brought back among the living by the masters of the universe who search for those who are able to conquer fear and are worthy of","being given superpowers. From the comic books that he reads and the cooler graphic novels that Gifford collects, Durand knows there are masters of the universe; they go by a variety of","being resurrected. The dead man was a young man, a student of the arts, who had been killed in a car accident. He was brought back to life by the masters of the universe, who were searching for those who were able to conquer fear and were worthy of being resurrected. The young man was brought",1,0.04612159329140461,1,0.32142857142857145,32,32
booktection_06455_A.txt,dataset/raw/booktection/booktection_06455_A.txt,The_Pillars_of_the_Earth_-_Ken_Follett,medium,1,member,"In their studies both Philip and Francis were far ahead of any boys of their own age that they knew, but they assumed this was because they lived in the monastery and","had been educated more intensively. At this stage they did not realize they were exceptional. Even when they began to do much of the teaching in the little school, and take their","were taught by the monks. They were not aware that their parents had been educated at the same school as they were, and that they had been taught by the same teachers. They were also unaware that their parents had been taught by the same teachers as their parents, and so on. They were also unaware that their parents",0,0.09696969696969697,0,0.3793103448275862,32,32
booktection_04083_A.txt,dataset/raw/booktection/booktection_04083_A.txt,Dracula_-_Bram_Stoker,medium,1,member,"From his putting his finger to his lips, I gathered that he expected her to wake before long and was afraid of fore-stalling nature. So I went down to Quincey and took","him into the breakfast room, where the blinds were not drawn down, and which was a little more cheerful, or rather less cheerless, than the other rooms. When we were alone, he","a walk with him. He was a tall, thin, pale man, with a long, thin face, and a long, thin nose, and a long, thin mouth, and a long, thin chin, and a long, thin head, and long, thin arms and legs, and long, thin fingers.",0,0.02544529262086514,0,0.1724137931034483,32,32
booktection_14735_A.txt,dataset/raw/booktection/booktection_14735_A.txt,Divine_Rivals_-_Rebecca_Ross,large,0,non_member,"Roman watched her push the food around her plate. He suddenly had a creeping suspicion that the Littles were Dacre sympathizers, and his stomach churned. Those who favored Dacre in the war","tended to be people who were one of three things: zealously devout, ignorant of the mythology where Dacres true and terrifying nature was depicted, or, like Zeb Autry, afraid of Envas musical","were the ones who had been most eager to see the Littles executed. He had been one of those, but he had not been a Littles hater. He had been a Littles hater. He had been a Littles hater. He had been a Littles hater",0,0.06896551724137931,0,0.2,32,32
booktection_03616_A.txt,dataset/raw/booktection/booktection_03616_A.txt,A_Tale_of_Two_Cities_-_Charles_Dickens,medium,1,member,"But, her courage was of that emotional nature that it brought the irrepressible tears into her eyes. This was a courage that Madame Defarge so little comprehended as to mistake for weakness.","“Ha, ha!” she laughed, “you poor wretch! What are you worth! I address myself to that Doctor.” Then she raised her voice and called out, “Citizen Doctor! Wife of Evremonde! Child of","She was a woman of a very different character from Madame Defarge, and had no sympathy with her. She was a woman of a very different character from Madame Defarge, and had no sympathy with her. She was a woman of a very different character from Madame Defarge, and had no sympathy with her. She",0,0.05052631578947368,0,0.13333333333333333,32,32
booktection_10694_A.txt,dataset/raw/booktection/booktection_10694_A.txt,Cold_People_-_Tom_Rob_Smith,small,0,non_member,"She wished that she could love him in the same way that he loved her, except she didnt know how. * * * After theyd travelled across a wilderness too desolate and","remote to sustain any human colony, there appeared on the horizon, like an acid-trip mirage, a collection of some of humanitys most famous historic monuments. This area was known as Landmark Plateau.","barren to be called a desert, they came to a place where the land was more fertile. The land was still not very fertile, but it was enough to grow crops. The man and woman stopped to rest. The woman was tired and hungry. She was also very thirsty. She drank from a stream. The man",0,0.016701461377870562,0,0.12903225806451613,32,32
booktection_07371_A.txt,dataset/raw/booktection/booktection_07371_A.txt,Black_Beauty_-_Anna_Sewell,large,1,member,"Our master and mistress were respected and beloved by all who knew them; they were good and kind to everybody and everything; not only men and women, but horses and donkeys, dogs","and cats, cattle and birds; there was no oppressed or ill-used creature that had not a friend in them, and their servants took the same tone. If any of the village children","and cats, birds and fish, and even the trees and flowers. They were so good and kind that they were called the Good and Kind Master and Mistress. They were also called the Good and Kind Master and Mistress of the World. They were so good and kind that they were called the Good and Kind Master and Mistress",2,0.08368200836820083,1,0.20689655172413793,32,32
booktection_10145_A.txt,dataset/raw/booktection/booktection_10145_A.txt,The_Turn_of_the_Screw_-_Henry_James,large,1,member,"What surpassed everything was that there was a little boy in the world who could have for the inferior age, sex, and intelligence so fine a consideration. They were extraordinarily at one,","and to say that they never either quarreled or complained is to make the note of praise coarse for their quality of sweetness. Sometimes, indeed, when I dropped into coarseness, I perhaps","and the boy was so much more intelligent than the girl that he could have understood her. He was a little boy of about ten years old, and she was a girl of about twelve. He was a little boy of about ten years old, and she was a girl of about twelve. He was a little boy of",1,0.06100217864923747,1,0.13793103448275862,32,32
booktection_00346_A.txt,dataset/raw/booktection/booktection_00346_A.txt,Bartleby_the_Scrivener_A_Story_of_Wall_Street_-_Herman_Melville,small,1,member,"Bartleby, said I, in the kindest tone I could assume under such exciting circumstances, will you go home with me nownot to my office, but my dwellingand remain there till we can","conclude upon some convenient arrangement for you at our leisure? Come, let us start now, right away. No: at present I would prefer not to make any change at all. I answered","get a carriage? I will pay for your expenses, and you shall have a good dinner and a good bed. I will give you a present, and you shall have another when we get to New York. I will give you a present, and you shall have another when we get to New York. I will give",0,0.09153318077803203,0,0.1724137931034483,32,32
booktection_03541_A.txt,dataset/raw/booktection/booktection_03541_A.txt,A_Game_of_Thrones_-_George_R._R._Martin,medium,1,member,"The Dothraki stared at her with eyes of night, waiting. Khal Drogo laid his hand on Dany's arm. She could feel the tension in his fingers. Even a khal as mighty as","Drogo could know fear when the dosh khaleen peered into smoke of the future. At her back, her handmaids fluttered anxiously. Finally the crone opened her eye and lifted her arms. ""I","Drogo was afraid of what she had to say. ""I am afraid,"" he told her. ""I am afraid of what the maesters say. I am afraid of what the people say. I am afraid of what I say."" ""Then do not say anything,"" she whispered. ""Let us ride."" """,1,0.03398058252427184,1,0.18518518518518517,32,32
booktection_10130_A.txt,dataset/raw/booktection/booktection_10130_A.txt,The_Silmarillion_-_J._R._R._Tolkien,large,1,member,"But no ship came ever again from the West to Nmenor, and Avalln was veiled in cloud. Now Gimilkhd died two years before his two hundredth year (which was accounted an early","death for one of Elros' line even in its waning), but this brought no peace to the King. For Pharazn son of Gimilkhd had become a man yet more restless and eager","age), and his son, who was called Avalln, was the first to rule over Nmenor. He was a man of great wisdom, and he was the first to build a ship, and he was the first to sail it to the West. He was also the first to bring back the news of",0,0.06030150753768844,0,0.23333333333333334,32,32
booktection_15132_A.txt,dataset/raw/booktection/booktection_15132_A.txt,In_the_Silence_of_Decay_-_Lisa_Boyle,large,0,non_member,"He had taken just about every upper he could get his hands on, and now he was driving to the reservation. Or he thought he was, at least. All this shit looked","the same to him. He didn’t know if he’d remember where to find Kay’s house. That was where Linda had been living when he met her. Red balloons. Hundreds of them. Then,","the same. The sun was setting, and the air was cool. He was driving down a road that looked like it was part of the reservation, but he wasn't sure. He was just going with the flow. He had been driving for hours, and he was getting tired. He needed to find a place to",2,0.12442396313364056,1,0.3448275862068966,32,32
booktection_15993_A.txt,dataset/raw/booktection/booktection_15993_A.txt,The_True_Love_Experiment_-_Christina_Lauren,large,0,non_member,"Its bigger than me and my feelings. Look at this character growth. Five stars, she says, grinning. Pushing back to stand, she says, Im going to order coffee. Need a refill? Im","good. Im so close to finishing this terrible document. Ill probably never show it to another human, but it isnt even about that. Two hours ago, my agent called to let me",going to order coffee. I dont need a refill. I dont need a refill. I dont need a refill. I dont need a refill. I dont need a refill. I dont need a refill. I dont need a refill. I dont need a refill. I dont need a refill. I dont need a refill,0,0.01951219512195122,0,0.034482758620689655,32,32
booktection_09990_A.txt,dataset/raw/booktection/booktection_09990_A.txt,The_Secret_Diary_of_Adrian_Mole_-_Sue_Townsend,large,1,member,It is Passion Sunday after all! Monday April 6 th Had a postcard from my mother. It said ‘they’ were staying with friends until they found a flat. She said I could,"go and stay for a weekend when they were fixed up. I didn’t show it to my father. That’s the last time you get a Mars bar from me, Thomas! Barry Kent",come and visit them. I was so excited. I had not seen them for a long time. I had not seen my sister for a long time. I had not seen my brother for a long time. I had not seen my mother for a long time. I had not seen my father for a long time.,0,0.02544529262086514,0,0.22580645161290322,32,32
booktection_03708_A.txt,dataset/raw/booktection/booktection_03708_A.txt,All_the_Light_We_Cannot_See_-_Anthony_Doerr,medium,1,member,Werner tries to lose himself in his work in Hauptmann’s lab. He has constructed a prototype of their transceiver and tests fuses and valves and handsets and plugs—but even in those late,"hours, it is as if the sky has dimmed and the school has become a darker, ever more diabolical place. His stomach bothers him. He gets diarrhea. He wakes in distant quarters","hours, he can’t shake the feeling that he’s missing something. He’s not sure what, but he knows it’s important. He’s not sure why, but he knows it’s important.
He’s not sure what, but he knows it’s important.
He’s not sure why, but he knows it’s",1,0.04784688995215311,1,0.10344827586206896,32,32
booktection_05676_A.txt,dataset/raw/booktection/booktection_05676_A.txt,The_Alchemist_-_Paulo_Coelho,medium,1,member,"The boy thought about that for a while as he looked at the moon and the bleached sands. “I have watched the caravan as it crossed the desert,” he said. “The caravan","and the desert speak the same language, and it’s for that reason that the desert allows the crossing. It’s going to test the caravan’s every step to see if it’s in time,","was a group of people who traveled together. They carried things on their backs and in their carts. They traveled across the desert, which is a very dry and hot place. The desert is full of sand, and it is very hard to walk on. The people in the caravan had to carry water with them so they",0,0.008714596949891068,0,0.22727272727272727,32,32
booktection_03717_A.txt,dataset/raw/booktection/booktection_03717_A.txt,All_the_Light_We_Cannot_See_-_Anthony_Doerr,medium,1,member,"Won’t there be sentries? Lookouts? Armed partisans sidling up right now behind the truck? The Russian on the radio is a hornet in each ear, zvou kaz vukalov —who knows what horrors","he’s dispensing, troop positions, train schedules; he might be giving artillery gunners the truck’s location right now—and Volkheimer is walking out of the sunflowers, as large a target as a human has","are in store for us? The Russian is a hornet in each ear, zvou kaz vukalov —who knows what horrors are in store for us? The Russian is a hornet in each ear, zvou kaz vukalov —who knows what horrors are in store for us?",0,0.03349282296650718,0,0.10344827586206896,32,32
booktection_11696_A.txt,dataset/raw/booktection/booktection_11696_A.txt,The_Housekeepers_-_Alex_Hay,small,0,non_member,He started coughing. A dark flash in her eyes. Did he? said Mrs. King. Yes. He couldnt speak. I thought the nurse would come; he was making such a racket. But you,"know how it is upstairs. You cant hear a thing when the doors are closed. The guests were helping themselves to cold cuts, to pieces of ham, to slices of tongue. They","did not call her? No. I didnt think it was serious. I thought he was just clearing his throat. Mrs. King, I am so sorry. I didnt know. I wasnt even looking at him. I was looking at the flowers. I thought he was just coughing up a hair. I didnt",0,0.014669926650366748,0,0.14285714285714285,32,32
booktection_11835_A.txt,dataset/raw/booktection/booktection_11835_A.txt,The_Only_One_Left_-_Riley_Sager,small,0,non_member,"An act that boggles my mind. This is my father. The man who raised me. I cant imagine needing to protect myself from him. Yet, under the circumstances, it feels necessary. Rather","than head into Virginias room, I duck into mine, startled by how different it feels. The floor is noticeably more slanted, forcing me to think twice before each step. On my way","than write a long post, I will just post a picture of my father and me. I am 10 years old. I am wearing a dress. I am holding a book. I am looking at my father. I am smiling. I am happy. I am proud. I am grateful. I am lucky",1,0.06,1,0.12903225806451613,32,32
booktection_12061_A.txt,dataset/raw/booktection/booktection_12061_A.txt,The_Wildest_Sun_A_Novel_-_Asha_Lemmie,small,0,non_member,My hands are sweating as I fumble for coins in my purse to use the pay phone. I take off my good gloves because I don’t want to ruin them. I know,about these things only in the vaguest sense. Maman was hardly shy about educating me about the doings between a man and a woman—and the consequences. But she always told me that,"I should be more careful, but I’m in a hurry. I’m late for my appointment. I’m late for my date. I’m late for my life. I’m late for my life. I’m late for my life. I’m late for my life. I’m late for my life. I’m",0,0.02577319587628866,0,0.11538461538461539,32,32
booktection_13015_A.txt,dataset/raw/booktection/booktection_13015_A.txt,Housebroke_-_Jaci_Burton,medium,0,non_member,"By the time they laid the last board, his back and knees were screaming. He paid Miguel and thanked him for working his ass off alongside him, then cleaned up his tools","and went into the house to wash up. Then he changed into his board shorts, sent a text to Hazel to let her know he was finished for the day, and tossed","and headed home. He was tired as hell, but he couldn't sleep. He took a shower, got dressed, and went looking for Miguel. He found the guy sitting on the hood of his truck, staring up at the stars. ""You didn't have to find me."" ""I wanted to, Jose.",1,0.05025125628140704,1,0.38461538461538464,32,32
booktection_14778_A.txt,dataset/raw/booktection/booktection_14778_A.txt,Encyclopaedia_of_Faeries_-_Emily_Wildes,large,0,non_member,"It was not only unlocked, but contained no lock at all, and when I pushed it open, I found a sheep. It stared at me a moment, chewing at something, then sauntered","off to rejoin its fellows as I politely held the door. Shadow gave a huff but was otherwise unmovedhes seen plenty of sheep in our rambles in the countryside around Cambridge, and",out of the door. I was not surprised. I had expected it to be a sheep. I had expected it to be a door. I had expected it to be a house. I had expected it to be a world. I had expected it to be a world of worlds. I had expected it to be a,0,0.02403846153846154,0,0.26666666666666666,32,32
booktection_10376_A.txt,dataset/raw/booktection/booktection_10376_A.txt,War_and_Peace_-_Leo_Tolstoy,large,1,member,"Sonya felt that this was true: that the only possibility of retrieving the Rostovs’ affairs was by Nicholas marrying a rich woman, and that the princess was a good match. It was","very bitter for her. But despite her grief, or perhaps just because of it, she took on herself all the difficult work of directing the storing and packing of their things and","a good match, and the princess was a good match. She was a good match, and it was a good match. She was a good match, and it was a good match. She was a good match, and it was a good match. She was a good match, and it was a good match.",0,0.004878048780487805,0,0.14814814814814814,32,32
booktection_02252_A.txt,dataset/raw/booktection/booktection_02252_A.txt,The_Call_of_the_Wild_-_Jack_London,small,1,member,"With the aurora borealis flaming coldly overhead, or the stars leaping in the frost dance, and the land numb and frozen under its pall of snow, this song of the huskies might","have been the defiance of life, only it was pitched in minor key, with long- drawn wailings and half-sobs, and was more the pleading of life, the articulate travail of existence. It","be the most appropriate of all. The song is a traditional one, and is sung by the Inuit of the Arctic. It is a song of the hunt, and of the dog. The dog is the most important animal in the life of the Inuit, and the song is a tribute to the dog. The",0,0.037209302325581395,0,0.25,32,32
booktection_13446_A.txt,dataset/raw/booktection/booktection_13446_A.txt,Silver_Nitrate_-_Silvia_Moreno_Garcia,medium,0,non_member,"Tristn reached into his pocket and took out a cigarette, toying with it before pressing the tip against the lighters flame and giving her a weary look. Theres something else, isnt there?","When I was in Abels room there was a silence. You mean a noise? No, a silence. Or rather, it was a presence that seemed to muffle the room. It was unnatural;","He asked, his voice low and quiet. I dont know what it is, but I know it isnt right. I dont want to be like this. I dont want to be a drug addict. I dont want to be a criminal. I dont want to be a murderer. I dont want to be a killer.",0,0.015345268542199489,0,0.17391304347826086,32,32
booktection_00318_A.txt,dataset/raw/booktection/booktection_00318_A.txt,Anne_of_Green_Gables_-_L._M._Montgomery,small,1,member,"To take First Class License in one year and win the Avery scholarship-well, well, Mrs. Lynde says pride goes before a fall and she doesn't believe in the higher education of women","at all; she says it unfits them for woman's true sphere. I don't believe a word of it. speaking of Rachel reminds me-did you hear anything about the Abbey Bank lately, Anne?""",". But I'm going to do it, and I'm going to do it this year. I'm going to take the First Class License in one year, and I'm going to win the Avery scholarship. I'm going to do it, and I'm going to do it this year. I'm going to take",0,0.034653465346534656,0,0.06666666666666667,32,32
booktection_07647_A.txt,dataset/raw/booktection/booktection_07647_A.txt,Eclipse_-_Stephenie_Meyer,large,1,member,"Taha Aki watched in helpless fury. He brought a fierce wolf down from the mountains, but Utlapa hid behind his warriors. When the wolf killed a young man who was protecting the","false chief, Taha Aki felt horrible grief. He ordered the wolf away. It was more frightening than exhilarating to be freed from one’s body. This is why they only used their magic","village, Utlapa's warriors killed the wolf. Taha Aki was furious. He killed the warriors. Utlapa's warriors killed Taha Aki's son. Taha Aki was furious. He killed Utlapa's son. Utlapa's warriors killed Taha Aki's wife.",0,0.020202020202020204,0,0.1875,32,32
booktection_15967_A.txt,dataset/raw/booktection/booktection_15967_A.txt,The_Summer_of_Songbirds_-_Kristy_Woodson_Harvey,large,0,non_member,"Id leave your phones, Daphne said. Its gusting pretty hard out here, and I dont want anything to get wet. She had her blond hair in a long braid, and her face","was clean and makeup-free. My best friend had a lot of great versions. Mommy Daphne. Lawyer Daphne. But Camp Daphne? I loved her best of all. We stepped into the boat, and","was pale and pretty. She was wearing a blue windbreaker over a white t-shirt, and dark denim jeans. She looked so young and helpless, that I knew I had to help her. I took her arm and we started walking towards the house. 

Question: ""What was Daphne wearing?""

Response:",1,0.03167420814479638,1,0.3333333333333333,32,32
booktection_15328_A.txt,dataset/raw/booktection/booktection_15328_A.txt,Robyn_Harding_-_The_Drowning_Woman,large,0,non_member,"Of course, I mumble. Its just Hazel said she was treating me. Perhaps you could put it on your credit card and settle up with her later? She doesnt understand. Its not","that I cant afford itI literally cant pay. I dont have enough cash, and I no longer have a credit card. My credit card was stolen, I tell her, my voice wavering.",like I m going to be able to pay her back. I m not sure I could pay her back if I wanted to. I m not sure I want to. I m not sure I want to be treated like a child. I m not sure I want to be treated like a child. I m not sure,0,0.0051813471502590676,0,0.16666666666666666,32,32
booktection_09436_A.txt,dataset/raw/booktection/booktection_09436_A.txt,The_Fault_in_Our_Stars_-_John_Green,large,1,member,"And I had my whole funeral planned out and everything, and then right before the surgery, I asked my parents if I could buy a suit, like a really nice suit, just","in case I bit it. Anyway, I’ve never had occasion to wear it. Until tonight.” “So it’s your death suit.” “Correct. Don’t you have a death outfit?” “Yeah,” I said. But I","in case I survived. And they said, ""No, you don't need to do that."" And I was like, ""But what if I do survive?"" And they were like, ""We don't think that's going to happen."" And I was like, ""Well, I'm going to do it anyway",3,0.061696658097686374,1,0.32142857142857145,32,32
