text,label,title,source,url,date,n_words,n_tokens,length_bucket
"All these things, and a thousand like them, came to pass in and close upon the dear old year one thousand seven hundred and seventy-five. Environed by them, while the Woodman and the Farmer worked unheeded, those two of the large jaws, and those other two of the plain and the fair faces, trod with stir enough, and carried their divine rights with a high hand. Thus did the year one thousand seven hundred and seventy-five conduct their Greatnesses, and myriads of small creatures—the creatures of this chronicle among the rest—along the roads that lay before them.",1,A Tale of Two Cities,A Tale of Two Cities,https://www.gutenberg.org/cache/epub/98/pg98-images.html,1859,97,124,128
"It was the Dover road that lay, on a Friday night late in November, before the first of the persons with whom this history has business. The Dover road lay, as to him, beyond the Dover mail, as it lumbered up Shooter’s Hill.",1,A Tale of Two Cities,A Tale of Two Cities,https://www.gutenberg.org/cache/epub/98/pg98-images.html,1859,43,52,64
"He walked up hill in the mire by the side of the mail, as the rest of the passengers did; not because they had the least relish for walking exercise, under the circumstances, but because the hill, and the harness, and the mud, and the mail, were all so heavy, that the horses had three times already come to a stop, besides once drawing the coach across the road, with the mutinous intent of taking it back to Blackheath.",1,A Tale of Two Cities,A Tale of Two Cities,https://www.gutenberg.org/cache/epub/98/pg98-images.html,1859,79,96,64
"Reins and whip and coachman and guard, however, in combination, had read that article of war which forbade a purpose otherwise strongly in favour of the argument, that some brute animals are endued with Reason; and the team had capitulated and returned to their duty. With drooping heads and tremulous tails, they mashed their way through the thick mud, floundering and stumbling between whiles, as if they were falling to pieces at the larger joints.",1,A Tale of Two Cities,A Tale of Two Cities,https://www.gutenberg.org/cache/epub/98/pg98-images.html,1859,75,95,64
"As often as the driver rested them and brought them to a stand, with a wary “Wo-ho! so-ho-then!” the near leader violently shook his head and everything upon it—like an unusually emphatic horse, denying that the coach could be got up the hill. Whenever the leader made this rattle, the passenger started, as a nervous passenger might, and was disturbed in mind. There was a steaming mist in all the hollows, and it had roamed in its forlornness up the hill, like an evil spirit, seeking rest and finding none.",1,A Tale of Two Cities,A Tale of Two Cities,https://www.gutenberg.org/cache/epub/98/pg98-images.html,1859,90,120,128
"A clammy and intensely cold mist, it made its slow way through the air in ripples that visibly followed and overspread one another, as the waves of an unwholesome sea might do. It was dense enough to shut out everything from the light of the coach-lamps but these its own workings, and a few yards of road; and the reek of the labouring horses steamed into it, as if they had made it all. Two other passengers, besides the one, were plodding up the hill by the side of the mail.",1,A Tale of Two Cities,A Tale of Two Cities,https://www.gutenberg.org/cache/epub/98/pg98-images.html,1859,91,114,128
"All three were wrapped to the cheekbones and over the ears, and wore jack-boots. Not one of the three could have said, from anything he saw, what either of the other two was like; and each was hidden under almost as many wrappers from the eyes of the mind, as from the eyes of the body, of his two companions. In those days, travellers were very shy of being confidential on a short notice, for anybody on the road might be a robber or in league with robbers.",1,A Tale of Two Cities,A Tale of Two Cities,https://www.gutenberg.org/cache/epub/98/pg98-images.html,1859,88,103,128
"As to the latter, when every posting-house and ale-house could produce somebody in “the Captain’s” pay, ranging from the landlord to the lowest stable non-descript, it was the likeliest thing upon the cards.",1,A Tale of Two Cities,A Tale of Two Cities,https://www.gutenberg.org/cache/epub/98/pg98-images.html,1859,33,46,64
"So the guard of the Dover mail thought to himself, that Friday night in November, one thousand seven hundred and seventy-five, lumbering up Shooter’s Hill, as he stood on his own particular perch behind the mail, beating his feet, and keeping an eye and a hand on the arm-chest before him, where a loaded blunderbuss lay at the top of six or eight loaded horse-pistols, deposited on a substratum of cutlass.",1,A Tale of Two Cities,A Tale of Two Cities,https://www.gutenberg.org/cache/epub/98/pg98-images.html,1859,71,93,64
"The Dover mail was in its usual genial position that the guard suspected the passengers, the passengers suspected one another and the guard, they all suspected everybody else, and the coachman was sure of nothing but the horses; as to which cattle he could with a clear conscience have taken his oath on the two Testaments that they were not fit for the journey. “Wo-ho!” said the coachman. “So, then! One more pull and you’re at the top and be damned to you, for I have had trouble enough to get you to it!—Joe!” “Halloa!” the guard replied.",1,A Tale of Two Cities,A Tale of Two Cities,https://www.gutenberg.org/cache/epub/98/pg98-images.html,1859,98,125,128
"“What o’clock do you make it, Joe?” “Ten minutes, good, past eleven.” “My blood!” ejaculated the vexed coachman, “and not atop of Shooter’s yet! Tst! Yah! Get on with you!” The emphatic horse, cut short by the whip in a most decided negative, made a decided scramble for it, and the three other horses followed suit. Once more, the Dover mail struggled on, with the jack-boots of its passengers squashing along by its side. They had stopped when the coach stopped, and they kept close company with it.",1,A Tale of Two Cities,A Tale of Two Cities,https://www.gutenberg.org/cache/epub/98/pg98-images.html,1859,88,122,128
"If any one of the three had had the hardihood to propose to another to walk on a little ahead into the mist and darkness, he would have put himself in a fair way of getting shot instantly as a highwayman. The last burst carried the mail to the summit of the hill. The horses stopped to breathe again, and the guard got down to skid the wheel for the descent, and open the coach-door to let the passengers in. “Tst! Joe!” cried the coachman in a warning voice, looking down from his box. “What do you say, Tom?” They both listened.",1,A Tale of Two Cities,A Tale of Two Cities,https://www.gutenberg.org/cache/epub/98/pg98-images.html,1859,102,124,128
"“I say a horse at a canter coming up, Joe.” “I say a horse at a gallop, Tom,” returned the guard, leaving his hold of the door, and mounting nimbly to his place. “Gentlemen! In the king’s name, all of you!” With this hurried adjuration, he cocked his blunderbuss, and stood on the offensive. The passenger booked by this history, was on the coach-step, getting in; the two other passengers were close behind him, and about to follow.",1,A Tale of Two Cities,A Tale of Two Cities,https://www.gutenberg.org/cache/epub/98/pg98-images.html,1859,78,111,128
"He remained on the step, half in the coach and half out of; they remained in the road below him. They all looked from the coachman to the guard, and from the guard to the coachman, and listened. The coachman looked back and the guard looked back, and even the emphatic leader pricked up his ears and looked back, without contradicting. The stillness consequent on the cessation of the rumbling and labouring of the coach, added to the stillness of the night, made it very quiet indeed.",1,A Tale of Two Cities,A Tale of Two Cities,https://www.gutenberg.org/cache/epub/98/pg98-images.html,1859,87,110,128
"The panting of the horses communicated a tremulous motion to the coach, as if it were in a state of agitation. The hearts of the passengers beat loud enough perhaps to be heard; but at any rate, the quiet pause was audibly expressive of people out of breath, and holding the breath, and having the pulses quickened by expectation. The sound of a horse at a gallop came fast and furiously up the hill. “So-ho!” the guard sang out, as loud as he could roar. “Yo there! Stand! I shall fire!”",1,A Tale of Two Cities,A Tale of Two Cities,https://www.gutenberg.org/cache/epub/98/pg98-images.html,1859,91,115,128
"The pace was suddenly checked, and, with much splashing and floundering, a man’s voice called from the mist, “Is that the Dover mail?” “Never you mind what it is!” the guard retorted. “What are you?” “Is that the Dover mail?” “Why do you want to know?” “I want a passenger, if it is.” “What passenger?” “Mr. Jarvis Lorry.” Our booked passenger showed in a moment that it was his name. The guard, the coachman, and the two other passengers eyed him distrustfully.",1,A Tale of Two Cities,A Tale of Two Cities,https://www.gutenberg.org/cache/epub/98/pg98-images.html,1859,82,117,128
"“Keep where you are,” the guard called to the voice in the mist, “because, if I should make a mistake, it could never be set right in your lifetime. Gentleman of the name of Lorry answer straight.” “What is the matter?” asked the passenger, then, with mildly quavering speech. “Who wants me? Is it Jerry?” (“I don’t like Jerry’s voice, if it is Jerry,” growled the guard to himself. “He’s hoarser than suits me, is Jerry.”)",1,A Tale of Two Cities,A Tale of Two Cities,https://www.gutenberg.org/cache/epub/98/pg98-images.html,1859,76,109,128
"“Yes, Mr. Lorry.” “What is the matter?” “A despatch sent after you from over yonder. T. and Co.” “I know this messenger, guard,” said Mr. Lorry, getting down into the road—assisted from behind more swiftly than politely by the other two passengers, who immediately scrambled into the coach, shut the door, and pulled up the window. “He may come close; there’s nothing wrong.” “I hope there ain’t, but I can’t make so ’Nation sure of that,” said the guard, in gruff soliloquy.",1,A Tale of Two Cities,A Tale of Two Cities,https://www.gutenberg.org/cache/epub/98/pg98-images.html,1859,82,123,128
"“Hallo you!” “Well! And hallo you!” said Jerry, more hoarsely than before. “Come on at a footpace! d’ye mind me? And if you’ve got holsters to that saddle o’ yourn, don’t let me see your hand go nigh ’em. For I’m a devil at a quick mistake, and when I make one it takes the form of Lead. So now let’s look at you.” The figures of a horse and rider came slowly through the eddying mist, and came to the side of the mail, where the passenger stood.",1,A Tale of Two Cities,A Tale of Two Cities,https://www.gutenberg.org/cache/epub/98/pg98-images.html,1859,89,124,128
"The rider stooped, and, casting up his eyes at the guard, handed the passenger a small folded paper. The rider’s horse was blown, and both horse and rider were covered with mud, from the hoofs of the horse to the hat of the man. “Guard!” said the passenger, in a tone of quiet business confidence.",1,A Tale of Two Cities,A Tale of Two Cities,https://www.gutenberg.org/cache/epub/98/pg98-images.html,1859,55,69,64
"The watchful guard, with his right hand at the stock of his raised blunderbuss, his left at the barrel, and his eye on the horseman, answered curtly, “Sir.” “There is nothing to apprehend. I belong to Tellson’s Bank. You must know Tellson’s Bank in London. I am going to Paris on business. A crown to drink. I may read this?” “If so be as you’re quick, sir.”",1,A Tale of Two Cities,A Tale of Two Cities,https://www.gutenberg.org/cache/epub/98/pg98-images.html,1859,67,96,64
"He opened it in the light of the coach-lamp on that side, and read—first to himself and then aloud: “‘Wait at Dover for Mam’selle.’ It’s not long, you see, guard. Jerry, say that my answer was, Recalled to life.” Jerry started in his saddle. “That’s a Blazing strange answer, too,” said he, at his hoarsest. “Take that message back, and they will know that I received this, as well as if I wrote. Make the best of your way. Good night.”",1,A Tale of Two Cities,A Tale of Two Cities,https://www.gutenberg.org/cache/epub/98/pg98-images.html,1859,81,116,128
"With those words the passenger opened the coach-door and got in; not at all assisted by his fellow-passengers, who had expeditiously secreted their watches and purses in their boots, and were now making a general pretence of being asleep. With no more definite purpose than to escape the hazard of originating any other kind of action. The coach lumbered on again, with heavier wreaths of mist closing round it as it began the descent.",1,A Tale of Two Cities,A Tale of Two Cities,https://www.gutenberg.org/cache/epub/98/pg98-images.html,1859,74,91,64
"The guard soon replaced his blunderbuss in his arm-chest, and, having looked to the rest of its contents, and having looked to the supplementary pistols that he wore in his belt, looked to a smaller chest beneath his seat, in which there were a few smith’s tools, a couple of torches, and a tinder-box. For he was furnished with that completeness that if the coach-lamps had been blown and stormed out, which did occasionally happen, he had only to shut himself up inside, keep the flint and steel sparks well off the straw, and get a light with tolerable safety and ease",1,A Tale of Two Cities,A Tale of Two Cities,https://www.gutenberg.org/cache/epub/98/pg98-images.html,1859,102,126,128
"(if he were lucky) in five minutes. “Tom!” softly over the coach roof. “Hallo, Joe.” “Did you hear the message?” “I did, Joe.” “What did you make of it, Tom?” “Nothing at all, Joe.” “That’s a coincidence, too,” the guard mused, “for I made the same of it myself.”",1,A Tale of Two Cities,A Tale of Two Cities,https://www.gutenberg.org/cache/epub/98/pg98-images.html,1859,49,76,64
"Jerry, left alone in the mist and darkness, dismounted meanwhile, not only to ease his spent horse, but to wipe the mud from his face, and shake the wet out of his hat-brim, which might be capable of holding about half a gallon. After standing with the bridle over his heavily-splashed arm, until the wheels of the mail were no longer within hearing and the night was quite still again, he turned to walk down the hill.",1,A Tale of Two Cities,A Tale of Two Cities,https://www.gutenberg.org/cache/epub/98/pg98-images.html,1859,77,94,64
"“After that there gallop from Temple Bar, old lady, I won’t trust your fore-legs till I get you on the level,” said this hoarse messenger, glancing at his mare. “‘Recalled to life.’ That’s a Blazing strange message. Much of that wouldn’t do for you, Jerry! I say, Jerry! You’d be in a Blazing bad way, if recalling to life was to come into fashion, Jerry!” A wonderful fact to reflect upon, that every human creature is constituted to be that profound secret and mystery to every other.",1,A Tale of Two Cities,A Tale of Two Cities,https://www.gutenberg.org/cache/epub/98/pg98-images.html,1859,87,118,128
"A solemn consideration, when I enter a great city by night, that every one of those darkly clustered houses encloses its own secret; that every room in every one of them encloses its own secret; that every beating heart in the hundreds of thousands of breasts there, is, in some of its imaginings, a secret to the heart nearest it! Something of the awfulness, even of Death itself, is referable to this. No more can I turn the leaves of this dear book that I loved, and vainly hope in time to read it all.",1,A Tale of Two Cities,A Tale of Two Cities,https://www.gutenberg.org/cache/epub/98/pg98-images.html,1859,95,115,128
"No more can I look into the depths of this unfathomable water, wherein, as momentary lights glanced into it, I have had glimpses of buried treasure and other things submerged. It was appointed that the book should shut with a spring, for ever and for ever, when I had read but a page. It was appointed that the water should be locked in an eternal frost, when the light was playing on its surface, and I stood in ignorance on the shore.",1,A Tale of Two Cities,A Tale of Two Cities,https://www.gutenberg.org/cache/epub/98/pg98-images.html,1859,82,96,64
"My friend is dead, my neighbour is dead, my love, the darling of my soul, is dead; it is the inexorable consolidation and perpetuation of the secret that was always in that individuality, and which I shall carry in mine to my life’s end. In any of the burial-places of this city through which I pass, is there a sleeper more inscrutable than its busy inhabitants are, in their innermost personality, to me, or than I am to them?",1,A Tale of Two Cities,A Tale of Two Cities,https://www.gutenberg.org/cache/epub/98/pg98-images.html,1859,79,100,128
"As to this, his natural and not to be alienated inheritance, the messenger on horseback had exactly the same possessions as the King, the first Minister of State, or the richest merchant in London. So with the three passengers shut up in the narrow compass of one lumbering old mail coach; they were mysteries to one another, as complete as if each had been in his own coach and six, or his own coach and sixty, with the breadth of a county between him and the next.",1,A Tale of Two Cities,A Tale of Two Cities,https://www.gutenberg.org/cache/epub/98/pg98-images.html,1859,87,100,128
"The messenger rode back at an easy trot, stopping pretty often at ale-houses by the way to drink, but evincing a tendency to keep his own counsel, and to keep his hat cocked over his eyes. He had eyes that assorted very well with that decoration, being of a surface black, with no depth in the colour or form, and much too near together—as if they were afraid of being found out in something, singly, if they kept too far apart.",1,A Tale of Two Cities,A Tale of Two Cities,https://www.gutenberg.org/cache/epub/98/pg98-images.html,1859,81,97,128
"They had a sinister expression, under an old cocked-hat like a three-cornered spittoon, and over a great muffler for the chin and throat, which descended nearly to the wearer’s knees. When he stopped for drink, he moved this muffler with his left hand, only while he poured his liquor in with his right; as soon as that was done, he muffled again. “No, Jerry, no!” said the messenger, harping on one theme as he rode.",1,A Tale of Two Cities,A Tale of Two Cities,https://www.gutenberg.org/cache/epub/98/pg98-images.html,1859,75,102,128
"“It wouldn’t do for you, Jerry. Jerry, you honest tradesman, it wouldn’t suit your line of business! Recalled—! Bust me if I don’t think he’d been a drinking!” His message perplexed his mind to that degree that he was fain, several times, to take off his hat to scratch his head. Except on the crown, which was raggedly bald, he had stiff, black hair, standing jaggedly all over it, and growing down hill almost to his broad, blunt nose.",1,A Tale of Two Cities,A Tale of Two Cities,https://www.gutenberg.org/cache/epub/98/pg98-images.html,1859,79,109,128
"It was so like Smith’s work, so much more like the top of a strongly spiked wall than a head of hair, that the best of players at leap-frog might have declined him, as the most dangerous man in the world to go over.",1,A Tale of Two Cities,A Tale of Two Cities,https://www.gutenberg.org/cache/epub/98/pg98-images.html,1859,44,51,64
"While he trotted back with the message he was to deliver to the night watchman in his box at the door of Tellson’s Bank, by Temple Bar, who was to deliver it to greater authorities within, the shadows of the night took such shapes to him as arose out of the message, and took such shapes to the mare as arose out of her private topics of uneasiness. They seemed to be numerous, for she shied at every shadow on the road.",1,A Tale of Two Cities,A Tale of Two Cities,https://www.gutenberg.org/cache/epub/98/pg98-images.html,1859,82,96,64
"What time, the mail-coach lumbered, jolted, rattled, and bumped upon its tedious way, with its three fellow-inscrutables inside. To whom, likewise, the shadows of the night revealed themselves, in the forms their dozing eyes and wandering thoughts suggested. Tellson’s Bank had a run upon it in the mail.",1,A Tale of Two Cities,A Tale of Two Cities,https://www.gutenberg.org/cache/epub/98/pg98-images.html,1859,48,72,64
"As the bank passenger—with an arm drawn through the leathern strap, which did what lay in it to keep him from pounding against the next passenger, and driving him into his corner, whenever the coach got a special jolt—nodded in his place, with half-shut eyes, the little coach-windows, and the coach-lamp dimly gleaming through them, and the bulky bundle of opposite passenger, became the bank, and did a great stroke of business.",1,A Tale of Two Cities,A Tale of Two Cities,https://www.gutenberg.org/cache/epub/98/pg98-images.html,1859,72,96,64
"The rattle of the harness was the chink of money, and more drafts were honoured in five minutes than even Tellson’s, with all its foreign and home connection, ever paid in thrice the time. Then the strong-rooms underground, at Tellson’s, with such of their valuable stores and secrets as were known to the passenger (and it was not a little that he knew about them), opened before him, and he went in among them with the great keys and the feebly-burning candle, and found them safe, and strong, and sound, and still, just as he had last seen them.",1,A Tale of Two Cities,A Tale of Two Cities,https://www.gutenberg.org/cache/epub/98/pg98-images.html,1859,99,127,128
"But, though the bank was almost always with him, and though the coach (in a confused way, like the presence of pain under an opiate) was always with him, there was another current of impression that never ceased to run, all through the night. He was on his way to dig some one out of a grave.",1,A Tale of Two Cities,A Tale of Two Cities,https://www.gutenberg.org/cache/epub/98/pg98-images.html,1859,57,67,64
"Among other public buildings in a certain town, which for many reasons it will be prudent to refrain from mentioning, and to which I will assign no fictitious name, there is one anciently common to most towns, great or small: to wit, a workhouse; and in this workhouse was born; on a day and date which I need not trouble myself to repeat, inasmuch as it can be of no possible consequence to the reader, in this stage of the business at all events; the item of mortality whose name is prefixed to the head of this chapter.",1,Oliver Twist,Oliver Twist,https://www.gutenberg.org/cache/epub/730/pg730-images.html,1838,98,116,128
"For a long time after it was ushered into this world of sorrow and trouble, by the parish surgeon, it remained a matter of considerable doubt whether the child would survive to bear any name at all; in which case it is somewhat more than probable that these memoirs would never have appeared; or, if they had, that being comprised within a couple of pages, they would have possessed the inestimable merit of being the most concise and faithful specimen of biography, extant in the literature of any age or country.",1,Oliver Twist,Oliver Twist,https://www.gutenberg.org/cache/epub/730/pg730-images.html,1838,91,106,128
"Although I am not disposed to maintain that being born in a workhouse, is in itself the most fortunate and enviable circumstance that can possibly befall a human being, I do mean to say that in this particular instance, it was the best thing for Oliver Twist that could by possibility have occurred.",1,Oliver Twist,Oliver Twist,https://www.gutenberg.org/cache/epub/730/pg730-images.html,1838,53,60,64
"The fact is, that there was considerable difficulty in inducing Oliver to take upon himself the office of respiration,—a troublesome practice, but one which custom has rendered necessary to our easy existence; and for some time he lay gasping on a little flock mattress, rather unequally poised between this world and the next: the balance being decidedly in favour of the latter. Now, if, during this brief period, Oliver had been surrounded by careful grandmothers, anxious aunts, experienced nurses, and doctors of profound wisdom, he would most inevitably and indubitably have been killed in no time.",1,Oliver Twist,Oliver Twist,https://www.gutenberg.org/cache/epub/730/pg730-images.html,1838,96,121,128
"There being nobody by, however, but a pauper old woman, who was rendered rather misty by an unwonted allowance of beer; and a parish surgeon who did such matters by contract; Oliver and Nature fought out the point between them.",1,Oliver Twist,Oliver Twist,https://www.gutenberg.org/cache/epub/730/pg730-images.html,1838,40,50,64
"The result was, that, after a few struggles, Oliver breathed, sneezed, and proceeded to advertise to the inmates of the workhouse the fact of a new burden having been imposed upon the parish, by setting up as loud a cry as could reasonably have been expected from a male infant who had not been possessed of that very useful appendage, a voice, for a much longer space of time than three minutes and a quarter.",1,Oliver Twist,Oliver Twist,https://www.gutenberg.org/cache/epub/730/pg730-images.html,1838,75,88,64
"As Oliver gave this first proof of the free and proper action of his lungs, the patchwork coverlet which was carelessly flung over the iron bedstead, rustled; the pale face of a young woman was raised feebly from the pillow; and a faint voice imperfectly articulated the words, “Let me see the child, and die.” The surgeon had been sitting with his face turned towards the fire: giving the palms of his hands a warm and a rub alternately.",1,Oliver Twist,Oliver Twist,https://www.gutenberg.org/cache/epub/730/pg730-images.html,1838,79,99,128
"As the young woman spoke, he rose, and advancing to the bed’s head, said, with more kindness than might have been expected of him: “Oh, you must not talk about dying yet.” “Lor bless her dear heart, no!” interposed the nurse, hastily depositing in her pocket a green glass bottle, the contents of which she had been tasting in a corner with evident satisfaction.",1,Oliver Twist,Oliver Twist,https://www.gutenberg.org/cache/epub/730/pg730-images.html,1838,64,82,64
"“Lor bless her dear heart, when she has lived as long as I have, sir, and had thirteen children of her own, and all on ’em dead except two, and them in the wurkus with me, she’ll know better than to take on in that way, bless her dear heart! Think what it is to be a mother, there’s a dear young lamb, do.” Apparently this consolatory perspective of a mother’s prospects failed in producing its due effect. The patient shook her head, and stretched out her hand towards the child. The surgeon deposited it in her arms.",1,Oliver Twist,Oliver Twist,https://www.gutenberg.org/cache/epub/730/pg730-images.html,1838,98,122,128
"She imprinted her cold white lips passionately on its forehead; passed her hands over her face; gazed wildly round; shuddered; fell back—and died. They chafed her breast, hands, and temples; but the blood had stopped forever. They talked of hope and comfort. They had been strangers too long. “It’s all over, Mrs. Thingummy!” said the surgeon at last. “Ah, poor dear, so it is!” said the nurse, picking up the cork of the green bottle, which had fallen out on the pillow, as she stooped to take up the child.",1,Oliver Twist,Oliver Twist,https://www.gutenberg.org/cache/epub/730/pg730-images.html,1838,90,124,128
"“Poor dear!” “You needn’t mind sending up to me, if the child cries, nurse,” said the surgeon, putting on his gloves with great deliberation. “It’s very likely it will be troublesome. Give it a little gruel if it is.”",1,Oliver Twist,Oliver Twist,https://www.gutenberg.org/cache/epub/730/pg730-images.html,1838,39,55,64
"He put on his hat, and, pausing by the bed-side on his way to the door, added, “She was a good-looking girl, too; where did she come from?” “She was brought here last night,” replied the old woman, “by the overseer’s order. She was found lying in the street. She had walked some distance, for her shoes were worn to pieces; but where she came from, or where she was going to, nobody knows.” The surgeon leaned over the body, and raised the left hand.",1,Oliver Twist,Oliver Twist,https://www.gutenberg.org/cache/epub/730/pg730-images.html,1838,85,111,128
"“The old story,” he said, shaking his head: “no wedding-ring, I see. Ah! Good-night!” The medical gentleman walked away to dinner; and the nurse, having once more applied herself to the green bottle, sat down on a low chair before the fire, and proceeded to dress the infant. What an excellent example of the power of dress, young Oliver Twist was! Wrapped in the blanket which had hitherto formed his only covering, he might have been the child of a nobleman or a beggar; it would have been hard for the haughtiest stranger to have assigned him his proper station in society.",1,Oliver Twist,Oliver Twist,https://www.gutenberg.org/cache/epub/730/pg730-images.html,1838,102,128,128
"But now that he was enveloped in the old calico robes which had grown yellow in the same service, he was badged and ticketed, and fell into his place at once—a parish child—the orphan of a workhouse—the humble, half-starved drudge—to be cuffed and buffeted through the world—despised by all, and pitied by none. Oliver cried lustily. If he could have known that he was an orphan, left to the tender mercies of churchwardens and overseers, perhaps he would have cried the louder.",1,Oliver Twist,Oliver Twist,https://www.gutenberg.org/cache/epub/730/pg730-images.html,1838,82,115,128
"For the next eight or ten months, Oliver was the victim of a systematic course of treachery and deception. He was brought up by hand. The hungry and destitute situation of the infant orphan was duly reported by the workhouse authorities to the parish authorities. The parish authorities inquired with dignity of the workhouse authorities, whether there was no female then domiciled in “the house” who was in a situation to impart to Oliver Twist, the consolation and nourishment of which he stood in need. The workhouse authorities replied with humility, that there was not.",1,Oliver Twist,Oliver Twist,https://www.gutenberg.org/cache/epub/730/pg730-images.html,1838,95,116,128
"Upon this, the parish authorities magnanimously and humanely resolved, that Oliver should be “farmed,” or, in other words, that he should be dispatched to a branch-workhouse some three miles off, where twenty or thirty other juvenile offenders against the poor-laws, rolled about the floor all day, without the inconvenience of too much food or too much clothing, under the parental superintendence of an elderly female, who received the culprits at and for the consideration of sevenpence-halfpenny per small head per week.",1,Oliver Twist,Oliver Twist,https://www.gutenberg.org/cache/epub/730/pg730-images.html,1838,81,111,128
