file_name,file_path,dataset_family,source_dataset,original_file_name,original_split,language,label,estimated_membership,text_hash
wikimia_extended_00010.txt,dataset/raw/wikimia_extended/wikimia_extended_00010.txt,wikimia_extended,WikiMIA,WikiMIA_WikiMIA_length128_00010.txt,WikiMIA_length128,english,0,non_member,da1dbf41f5c6325aefeb979c7f1c50dc
wikimia_extended_00011.txt,dataset/raw/wikimia_extended/wikimia_extended_00011.txt,wikimia_extended,WikiMIA,WikiMIA_WikiMIA_length128_00011.txt,WikiMIA_length128,english,1,member,fcc95269da4b4a7fd33880161dc40f9e
wikimia_extended_00012.txt,dataset/raw/wikimia_extended/wikimia_extended_00012.txt,wikimia_extended,WikiMIA,WikiMIA_WikiMIA_length128_00012.txt,WikiMIA_length128,english,1,member,57876478b0ddc993292e87a7ad0a794a
wikimia_extended_00013.txt,dataset/raw/wikimia_extended/wikimia_extended_00013.txt,wikimia_extended,WikiMIA,WikiMIA_WikiMIA_length128_00013.txt,WikiMIA_length128,english,1,member,afdf68e7c5b894afe3db4af9fb4ac8de
wikimia_extended_00014.txt,dataset/raw/wikimia_extended/wikimia_extended_00014.txt,wikimia_extended,WikiMIA,WikiMIA_WikiMIA_length128_00014.txt,WikiMIA_length128,english,0,non_member,05665d487833ffbbb08473e8ce935c5e
wikimia_extended_00015.txt,dataset/raw/wikimia_extended/wikimia_extended_00015.txt,wikimia_extended,WikiMIA,WikiMIA_WikiMIA_length128_00015.txt,WikiMIA_length128,english,0,non_member,f425ea4a93e74e68139d24509ea5b1ea
wikimia_extended_00016.txt,dataset/raw/wikimia_extended/wikimia_extended_00016.txt,wikimia_extended,WikiMIA,WikiMIA_WikiMIA_length128_00016.txt,WikiMIA_length128,english,1,member,ee66f8c16480e20fc6c2f9133f8f7788
wikimia_extended_00017.txt,dataset/raw/wikimia_extended/wikimia_extended_00017.txt,wikimia_extended,WikiMIA,WikiMIA_WikiMIA_length128_00017.txt,WikiMIA_length128,english,1,member,945bd6c07a64c3d0d6de8096711aac9f
wikimia_extended_00018.txt,dataset/raw/wikimia_extended/wikimia_extended_00018.txt,wikimia_extended,WikiMIA,WikiMIA_WikiMIA_length128_00018.txt,WikiMIA_length128,english,1,member,19a59dadf0d6b906907b2fb9e26ef0df
wikimia_extended_00019.txt,dataset/raw/wikimia_extended/wikimia_extended_00019.txt,wikimia_extended,WikiMIA,WikiMIA_WikiMIA_length128_00019.txt,WikiMIA_length128,english,1,member,571485010b301cee482c37a0bb805b28
wikimia_extended_00020.txt,dataset/raw/wikimia_extended/wikimia_extended_00020.txt,wikimia_extended,WikiMIA,WikiMIA_WikiMIA_length128_00020.txt,WikiMIA_length128,english,0,non_member,dd9b26dd45c8c89aadb8c650b3ad00e3
wikimia_extended_00021.txt,dataset/raw/wikimia_extended/wikimia_extended_00021.txt,wikimia_extended,WikiMIA,WikiMIA_WikiMIA_length128_00021.txt,WikiMIA_length128,english,0,non_member,bf91ad4e1ae9b3e36e86617fafd8ce9b
wikimia_extended_00022.txt,dataset/raw/wikimia_extended/wikimia_extended_00022.txt,wikimia_extended,WikiMIA,WikiMIA_WikiMIA_length128_00022.txt,WikiMIA_length128,english,0,non_member,74047bd50c7f10a5854894e87419b8a3
wikimia_extended_00023.txt,dataset/raw/wikimia_extended/wikimia_extended_00023.txt,wikimia_extended,WikiMIA,WikiMIA_WikiMIA_length128_00023.txt,WikiMIA_length128,english,1,member,75b182ef66fe0efcddd1627e3bca877c
wikimia_extended_00024.txt,dataset/raw/wikimia_extended/wikimia_extended_00024.txt,wikimia_extended,WikiMIA,WikiMIA_WikiMIA_length128_00024.txt,WikiMIA_length128,english,0,non_member,8bc33d360bc474112b144b4fb1188a81
wikimia_extended_00025.txt,dataset/raw/wikimia_extended/wikimia_extended_00025.txt,wikimia_extended,WikiMIA,WikiMIA_WikiMIA_length128_00025.txt,WikiMIA_length128,english,1,member,72fa8d2ed35bf6123e4402e86eb0618f
wikimia_extended_00026.txt,dataset/raw/wikimia_extended/wikimia_extended_00026.txt,wikimia_extended,WikiMIA,WikiMIA_WikiMIA_length128_00026.txt,WikiMIA_length128,english,0,non_member,5c5a5bc316598421ae7e4d5d7878edc3
wikimia_extended_00027.txt,dataset/raw/wikimia_extended/wikimia_extended_00027.txt,wikimia_extended,WikiMIA,WikiMIA_WikiMIA_length128_00027.txt,WikiMIA_length128,english,1,member,9d44b95cbc078723076b27a608803d23
wikimia_extended_00028.txt,dataset/raw/wikimia_extended/wikimia_extended_00028.txt,wikimia_extended,WikiMIA,WikiMIA_WikiMIA_length128_00028.txt,WikiMIA_length128,english,1,member,4a6d06f9779684eb3fda7042d34bf30a
wikimia_extended_00029.txt,dataset/raw/wikimia_extended/wikimia_extended_00029.txt,wikimia_extended,WikiMIA,WikiMIA_WikiMIA_length128_00029.txt,WikiMIA_length128,english,1,member,3157db87ec3a6dbe72451c07a0429829
wikimia_extended_00030.txt,dataset/raw/wikimia_extended/wikimia_extended_00030.txt,wikimia_extended,WikiMIA,WikiMIA_WikiMIA_length128_00030.txt,WikiMIA_length128,english,0,non_member,38a45778020c4ea4f5c841e9fc237ef0
wikimia_extended_00031.txt,dataset/raw/wikimia_extended/wikimia_extended_00031.txt,wikimia_extended,WikiMIA,WikiMIA_WikiMIA_length128_00031.txt,WikiMIA_length128,english,0,non_member,db307262ee07f134061569e0fde0ab85
wikimia_extended_00032.txt,dataset/raw/wikimia_extended/wikimia_extended_00032.txt,wikimia_extended,WikiMIA,WikiMIA_WikiMIA_length128_00032.txt,WikiMIA_length128,english,1,member,ca3c9e106868622896560a7675810d05
wikimia_extended_00033.txt,dataset/raw/wikimia_extended/wikimia_extended_00033.txt,wikimia_extended,WikiMIA,WikiMIA_WikiMIA_length128_00033.txt,WikiMIA_length128,english,0,non_member,1dbffb8b1575708585ee778ec0502b1e
wikimia_extended_00034.txt,dataset/raw/wikimia_extended/wikimia_extended_00034.txt,wikimia_extended,WikiMIA,WikiMIA_WikiMIA_length128_00034.txt,WikiMIA_length128,english,1,member,2aed14422b40aa44896fd583048ae3eb
wikimia_extended_00035.txt,dataset/raw/wikimia_extended/wikimia_extended_00035.txt,wikimia_extended,WikiMIA,WikiMIA_WikiMIA_length128_00035.txt,WikiMIA_length128,english,1,member,1f9b14754023839b49559d070226c93a
wikimia_extended_00036.txt,dataset/raw/wikimia_extended/wikimia_extended_00036.txt,wikimia_extended,WikiMIA,WikiMIA_WikiMIA_length128_00036.txt,WikiMIA_length128,english,0,non_member,ea70c08300a2a381daa83204794ad291
wikimia_extended_00037.txt,dataset/raw/wikimia_extended/wikimia_extended_00037.txt,wikimia_extended,WikiMIA,WikiMIA_WikiMIA_length128_00037.txt,WikiMIA_length128,english,0,non_member,6de65f35107f8ce575ec7d5159f6995e
wikimia_extended_00038.txt,dataset/raw/wikimia_extended/wikimia_extended_00038.txt,wikimia_extended,WikiMIA,WikiMIA_WikiMIA_length128_00038.txt,WikiMIA_length128,english,1,member,1026d4179accfdfd324df7caac28b036
wikimia_extended_00039.txt,dataset/raw/wikimia_extended/wikimia_extended_00039.txt,wikimia_extended,WikiMIA,WikiMIA_WikiMIA_length128_00039.txt,WikiMIA_length128,english,0,non_member,f333ec159f3b960936793bb72e697b65
wikimia_extended_00040.txt,dataset/raw/wikimia_extended/wikimia_extended_00040.txt,wikimia_extended,WikiMIA,WikiMIA_WikiMIA_length128_00040.txt,WikiMIA_length128,english,1,member,010bdd76af558b1c02a075554f6dff5d
wikimia_extended_00041.txt,dataset/raw/wikimia_extended/wikimia_extended_00041.txt,wikimia_extended,WikiMIA,WikiMIA_WikiMIA_length128_00041.txt,WikiMIA_length128,english,1,member,d4067c79bb424842c4c063d79c4a4121
wikimia_extended_00042.txt,dataset/raw/wikimia_extended/wikimia_extended_00042.txt,wikimia_extended,WikiMIA,WikiMIA_WikiMIA_length128_00042.txt,WikiMIA_length128,english,1,member,604551ae6714df3c280d34d4edc06f04
wikimia_extended_00043.txt,dataset/raw/wikimia_extended/wikimia_extended_00043.txt,wikimia_extended,WikiMIA,WikiMIA_WikiMIA_length128_00043.txt,WikiMIA_length128,english,0,non_member,7809ee9f8ca0952486ead63921c92927
wikimia_extended_00044.txt,dataset/raw/wikimia_extended/wikimia_extended_00044.txt,wikimia_extended,WikiMIA,WikiMIA_WikiMIA_length128_00044.txt,WikiMIA_length128,english,1,member,84c4dd8e72ddbb18bc0739e89df53b75
wikimia_extended_00045.txt,dataset/raw/wikimia_extended/wikimia_extended_00045.txt,wikimia_extended,WikiMIA,WikiMIA_WikiMIA_length128_00045.txt,WikiMIA_length128,english,1,member,4c0e8c0f3b3103063e90590623e258b3
wikimia_extended_00046.txt,dataset/raw/wikimia_extended/wikimia_extended_00046.txt,wikimia_extended,WikiMIA,WikiMIA_WikiMIA_length128_00046.txt,WikiMIA_length128,english,1,member,400869ea045e406ab041880016050889
wikimia_extended_00047.txt,dataset/raw/wikimia_extended/wikimia_extended_00047.txt,wikimia_extended,WikiMIA,WikiMIA_WikiMIA_length128_00047.txt,WikiMIA_length128,english,0,non_member,17ddcb9b6efa091918480d82b72b71f7
wikimia_extended_00048.txt,dataset/raw/wikimia_extended/wikimia_extended_00048.txt,wikimia_extended,WikiMIA,WikiMIA_WikiMIA_length128_00048.txt,WikiMIA_length128,english,1,member,85f7081c0ae49e5d41f7ac09361e8f07
wikimia_extended_00049.txt,dataset/raw/wikimia_extended/wikimia_extended_00049.txt,wikimia_extended,WikiMIA,WikiMIA_WikiMIA_length128_00049.txt,WikiMIA_length128,english,0,non_member,8f774fe274541d59683550b8ec1033b9
wikimia_extended_00050.txt,dataset/raw/wikimia_extended/wikimia_extended_00050.txt,wikimia_extended,WikiMIA,WikiMIA_WikiMIA_length128_00050.txt,WikiMIA_length128,english,1,member,7438c8f00461c27147a77f2a705144bb
wikimia_extended_00051.txt,dataset/raw/wikimia_extended/wikimia_extended_00051.txt,wikimia_extended,WikiMIA,WikiMIA_WikiMIA_length128_00051.txt,WikiMIA_length128,english,1,member,2a58338cf30851cf7c23e402ac9774c4
wikimia_extended_00052.txt,dataset/raw/wikimia_extended/wikimia_extended_00052.txt,wikimia_extended,WikiMIA,WikiMIA_WikiMIA_length128_00052.txt,WikiMIA_length128,english,1,member,243836f92b779c592be05c72702d216c
wikimia_extended_00053.txt,dataset/raw/wikimia_extended/wikimia_extended_00053.txt,wikimia_extended,WikiMIA,WikiMIA_WikiMIA_length128_00053.txt,WikiMIA_length128,english,0,non_member,788b3dbfddbe65938183c6fa924bb58b
wikimia_extended_00054.txt,dataset/raw/wikimia_extended/wikimia_extended_00054.txt,wikimia_extended,WikiMIA,WikiMIA_WikiMIA_length128_00054.txt,WikiMIA_length128,english,1,member,2aa062026213b7375b4837177aac023d
wikimia_extended_00055.txt,dataset/raw/wikimia_extended/wikimia_extended_00055.txt,wikimia_extended,WikiMIA,WikiMIA_WikiMIA_length128_00055.txt,WikiMIA_length128,english,0,non_member,5f69b7c574cd27ad6a23c1c769ef2e45
wikimia_extended_00056.txt,dataset/raw/wikimia_extended/wikimia_extended_00056.txt,wikimia_extended,WikiMIA,WikiMIA_WikiMIA_length128_00056.txt,WikiMIA_length128,english,0,non_member,2a7d7890eb212b91c0b1a1122c954daf
wikimia_extended_00057.txt,dataset/raw/wikimia_extended/wikimia_extended_00057.txt,wikimia_extended,WikiMIA,WikiMIA_WikiMIA_length128_00057.txt,WikiMIA_length128,english,0,non_member,a5cfa8a9bb866d8dc87df3567f9f1132
wikimia_extended_00058.txt,dataset/raw/wikimia_extended/wikimia_extended_00058.txt,wikimia_extended,WikiMIA,WikiMIA_WikiMIA_length128_00058.txt,WikiMIA_length128,english,0,non_member,aa25c66609645d5adbffd55a1ac549ed
wikimia_extended_00059.txt,dataset/raw/wikimia_extended/wikimia_extended_00059.txt,wikimia_extended,WikiMIA,WikiMIA_WikiMIA_length128_00059.txt,WikiMIA_length128,english,1,member,0db4879f91a16cab0da3abb43bd7f75e
wikimia_extended_00060.txt,dataset/raw/wikimia_extended/wikimia_extended_00060.txt,wikimia_extended,WikiMIA,WikiMIA_WikiMIA_length128_00060.txt,WikiMIA_length128,english,1,member,ead4a95703595da11865fdacb00804d4
wikimia_extended_00061.txt,dataset/raw/wikimia_extended/wikimia_extended_00061.txt,wikimia_extended,WikiMIA,WikiMIA_WikiMIA_length128_00061.txt,WikiMIA_length128,english,0,non_member,5ee59f8a5336f919646ae2fedab8cb1c
wikimia_extended_00062.txt,dataset/raw/wikimia_extended/wikimia_extended_00062.txt,wikimia_extended,WikiMIA,WikiMIA_WikiMIA_length128_00062.txt,WikiMIA_length128,english,1,member,b629030b834c0beb6a9ffb6dcd2ffb57
wikimia_extended_00063.txt,dataset/raw/wikimia_extended/wikimia_extended_00063.txt,wikimia_extended,WikiMIA,WikiMIA_WikiMIA_length128_00063.txt,WikiMIA_length128,english,1,member,89171ba816eb3055ec89d6403f8d2223
wikimia_extended_00064.txt,dataset/raw/wikimia_extended/wikimia_extended_00064.txt,wikimia_extended,WikiMIA,WikiMIA_WikiMIA_length128_00064.txt,WikiMIA_length128,english,0,non_member,90aec4fc8ed99ab9276930380bb80d7a
wikimia_extended_00065.txt,dataset/raw/wikimia_extended/wikimia_extended_00065.txt,wikimia_extended,WikiMIA,WikiMIA_WikiMIA_length128_00065.txt,WikiMIA_length128,english,1,member,f61b1e547d361123683afa7ee7bd8ea4
wikimia_extended_00066.txt,dataset/raw/wikimia_extended/wikimia_extended_00066.txt,wikimia_extended,WikiMIA,WikiMIA_WikiMIA_length128_00066.txt,WikiMIA_length128,english,1,member,0b247ab98b6379be705194507db84f92
wikimia_extended_00067.txt,dataset/raw/wikimia_extended/wikimia_extended_00067.txt,wikimia_extended,WikiMIA,WikiMIA_WikiMIA_length128_00067.txt,WikiMIA_length128,english,0,non_member,9443a4ab80da55bbb2c337c9054bad5f
wikimia_extended_00068.txt,dataset/raw/wikimia_extended/wikimia_extended_00068.txt,wikimia_extended,WikiMIA,WikiMIA_WikiMIA_length128_00068.txt,WikiMIA_length128,english,1,member,e3098c8820145e22f5460f32a8593b06
wikimia_extended_00069.txt,dataset/raw/wikimia_extended/wikimia_extended_00069.txt,wikimia_extended,WikiMIA,WikiMIA_WikiMIA_length128_00069.txt,WikiMIA_length128,english,0,non_member,81162a379738f073a87e112ecffdcb7c
wikimia_extended_00070.txt,dataset/raw/wikimia_extended/wikimia_extended_00070.txt,wikimia_extended,WikiMIA,WikiMIA_WikiMIA_length128_00070.txt,WikiMIA_length128,english,1,member,ddbed002c48cae1bde0fb09da1b30c3c
wikimia_extended_00071.txt,dataset/raw/wikimia_extended/wikimia_extended_00071.txt,wikimia_extended,WikiMIA,WikiMIA_WikiMIA_length128_00071.txt,WikiMIA_length128,english,0,non_member,f7eeaddee4376084e9a0e72c89ab1b31
wikimia_extended_00072.txt,dataset/raw/wikimia_extended/wikimia_extended_00072.txt,wikimia_extended,WikiMIA,WikiMIA_WikiMIA_length128_00072.txt,WikiMIA_length128,english,1,member,f4bfa284d991b07638ab210b70ec7e6c
wikimia_extended_00073.txt,dataset/raw/wikimia_extended/wikimia_extended_00073.txt,wikimia_extended,WikiMIA,WikiMIA_WikiMIA_length128_00073.txt,WikiMIA_length128,english,1,member,80f86ed4cf4e1cb888f26241482cac3d
wikimia_extended_00074.txt,dataset/raw/wikimia_extended/wikimia_extended_00074.txt,wikimia_extended,WikiMIA,WikiMIA_WikiMIA_length128_00074.txt,WikiMIA_length128,english,0,non_member,8e75aefeb2b6207805158788a310366b
wikimia_extended_00075.txt,dataset/raw/wikimia_extended/wikimia_extended_00075.txt,wikimia_extended,WikiMIA,WikiMIA_WikiMIA_length128_00075.txt,WikiMIA_length128,english,1,member,2bf7a9cb672e61e405e9b27b3ee315f4
wikimia_extended_00076.txt,dataset/raw/wikimia_extended/wikimia_extended_00076.txt,wikimia_extended,WikiMIA,WikiMIA_WikiMIA_length128_00076.txt,WikiMIA_length128,english,1,member,9ab46890213edd465f8971594a1f480d
wikimia_extended_00077.txt,dataset/raw/wikimia_extended/wikimia_extended_00077.txt,wikimia_extended,WikiMIA,WikiMIA_WikiMIA_length128_00077.txt,WikiMIA_length128,english,0,non_member,053f3ff5cc43e21498c5e07aa17e0b6a
wikimia_extended_00078.txt,dataset/raw/wikimia_extended/wikimia_extended_00078.txt,wikimia_extended,WikiMIA,WikiMIA_WikiMIA_length128_00078.txt,WikiMIA_length128,english,1,member,5e18234cc78015ecbe030af5584be1b4
wikimia_extended_00079.txt,dataset/raw/wikimia_extended/wikimia_extended_00079.txt,wikimia_extended,WikiMIA,WikiMIA_WikiMIA_length128_00079.txt,WikiMIA_length128,english,1,member,1772c887c1d9d28b39e91483d811d30e
wikimia_extended_00080.txt,dataset/raw/wikimia_extended/wikimia_extended_00080.txt,wikimia_extended,WikiMIA,WikiMIA_WikiMIA_length128_00080.txt,WikiMIA_length128,english,1,member,a36997ef46c7f63a6dfd0959661f0c9a
wikimia_extended_00081.txt,dataset/raw/wikimia_extended/wikimia_extended_00081.txt,wikimia_extended,WikiMIA,WikiMIA_WikiMIA_length128_00081.txt,WikiMIA_length128,english,1,member,9e0345bad308d4f183faf9eca3771e69
wikimia_extended_00082.txt,dataset/raw/wikimia_extended/wikimia_extended_00082.txt,wikimia_extended,WikiMIA,WikiMIA_WikiMIA_length128_00082.txt,WikiMIA_length128,english,1,member,f8b98080079eccf839f3b8bfc375f7bf
wikimia_extended_00083.txt,dataset/raw/wikimia_extended/wikimia_extended_00083.txt,wikimia_extended,WikiMIA,WikiMIA_WikiMIA_length128_00083.txt,WikiMIA_length128,english,0,non_member,815419708b8d4462ff59c93453553d68
wikimia_extended_00084.txt,dataset/raw/wikimia_extended/wikimia_extended_00084.txt,wikimia_extended,WikiMIA,WikiMIA_WikiMIA_length128_00084.txt,WikiMIA_length128,english,0,non_member,74919ddc008f564b5fd8f3746e3ecc0f
wikimia_extended_00085.txt,dataset/raw/wikimia_extended/wikimia_extended_00085.txt,wikimia_extended,WikiMIA,WikiMIA_WikiMIA_length128_00085.txt,WikiMIA_length128,english,1,member,ea6dca5beff069e50d46b313dc558a79
wikimia_extended_00086.txt,dataset/raw/wikimia_extended/wikimia_extended_00086.txt,wikimia_extended,WikiMIA,WikiMIA_WikiMIA_length128_00086.txt,WikiMIA_length128,english,0,non_member,9fa5826e7ec1130b9294a8ab314df8fa
wikimia_extended_00087.txt,dataset/raw/wikimia_extended/wikimia_extended_00087.txt,wikimia_extended,WikiMIA,WikiMIA_WikiMIA_length128_00087.txt,WikiMIA_length128,english,1,member,9918068f41bf4f2ec9f274e5f937e9df
wikimia_extended_00088.txt,dataset/raw/wikimia_extended/wikimia_extended_00088.txt,wikimia_extended,WikiMIA,WikiMIA_WikiMIA_length128_00088.txt,WikiMIA_length128,english,1,member,145125fa430bd3ecf356ee91517e6e4d
wikimia_extended_00089.txt,dataset/raw/wikimia_extended/wikimia_extended_00089.txt,wikimia_extended,WikiMIA,WikiMIA_WikiMIA_length128_00089.txt,WikiMIA_length128,english,0,non_member,4ac24e182189e6e36d20578510ee0d2e
wikimia_extended_00090.txt,dataset/raw/wikimia_extended/wikimia_extended_00090.txt,wikimia_extended,WikiMIA,WikiMIA_WikiMIA_length128_00090.txt,WikiMIA_length128,english,0,non_member,bb168299c627b48763127f74b53576f5
wikimia_extended_00091.txt,dataset/raw/wikimia_extended/wikimia_extended_00091.txt,wikimia_extended,WikiMIA,WikiMIA_WikiMIA_length128_00091.txt,WikiMIA_length128,english,0,non_member,06da47f9a5b14cddcdb559128c150c43
wikimia_extended_00092.txt,dataset/raw/wikimia_extended/wikimia_extended_00092.txt,wikimia_extended,WikiMIA,WikiMIA_WikiMIA_length128_00092.txt,WikiMIA_length128,english,1,member,8bef5bbb6f5c4526a4fe5576223042ed
wikimia_extended_00093.txt,dataset/raw/wikimia_extended/wikimia_extended_00093.txt,wikimia_extended,WikiMIA,WikiMIA_WikiMIA_length128_00093.txt,WikiMIA_length128,english,1,member,8dacbef2ba2cb61f0cce8f77a68f1442
wikimia_extended_00094.txt,dataset/raw/wikimia_extended/wikimia_extended_00094.txt,wikimia_extended,WikiMIA,WikiMIA_WikiMIA_length128_00094.txt,WikiMIA_length128,english,1,member,36062b8d271cc206aa92e154ba67660f
wikimia_extended_00095.txt,dataset/raw/wikimia_extended/wikimia_extended_00095.txt,wikimia_extended,WikiMIA,WikiMIA_WikiMIA_length128_00095.txt,WikiMIA_length128,english,0,non_member,1cc648baba06ee7413ac4dc3b2ed9c51
wikimia_extended_00096.txt,dataset/raw/wikimia_extended/wikimia_extended_00096.txt,wikimia_extended,WikiMIA,WikiMIA_WikiMIA_length128_00096.txt,WikiMIA_length128,english,1,member,fc3f02f8c49788b5f5e03d107521418d
wikimia_extended_00097.txt,dataset/raw/wikimia_extended/wikimia_extended_00097.txt,wikimia_extended,WikiMIA,WikiMIA_WikiMIA_length128_00097.txt,WikiMIA_length128,english,0,non_member,dcf24cf844cf4d4f83746ec98ce7c62f
wikimia_extended_00098.txt,dataset/raw/wikimia_extended/wikimia_extended_00098.txt,wikimia_extended,WikiMIA,WikiMIA_WikiMIA_length128_00098.txt,WikiMIA_length128,english,0,non_member,81b5d7693ce2deafda82e9d5b8390637
wikimia_extended_00099.txt,dataset/raw/wikimia_extended/wikimia_extended_00099.txt,wikimia_extended,WikiMIA,WikiMIA_WikiMIA_length128_00099.txt,WikiMIA_length128,english,0,non_member,f7fb4f0871b8a3967911004b182f1d84
wikimia_extended_00100.txt,dataset/raw/wikimia_extended/wikimia_extended_00100.txt,wikimia_extended,WikiMIA,WikiMIA_WikiMIA_length128_00100.txt,WikiMIA_length128,english,1,member,2d9516debc4de0a1cf6d44861b183e95
wikimia_extended_00101.txt,dataset/raw/wikimia_extended/wikimia_extended_00101.txt,wikimia_extended,WikiMIA,WikiMIA_WikiMIA_length128_00101.txt,WikiMIA_length128,english,1,member,efa6987b8f7433c8f6465daa456b127c
wikimia_extended_00102.txt,dataset/raw/wikimia_extended/wikimia_extended_00102.txt,wikimia_extended,WikiMIA,WikiMIA_WikiMIA_length128_00102.txt,WikiMIA_length128,english,1,member,a6ea0297abc932fcd6ab51a9eff83e8a
wikimia_extended_00103.txt,dataset/raw/wikimia_extended/wikimia_extended_00103.txt,wikimia_extended,WikiMIA,WikiMIA_WikiMIA_length128_00103.txt,WikiMIA_length128,english,0,non_member,9c5c7d9a8ef649c73510eb1cf0a8020a
wikimia_extended_00104.txt,dataset/raw/wikimia_extended/wikimia_extended_00104.txt,wikimia_extended,WikiMIA,WikiMIA_WikiMIA_length128_00104.txt,WikiMIA_length128,english,1,member,aaf870c3be50f7d906a656fb8fd45e0b
wikimia_extended_00105.txt,dataset/raw/wikimia_extended/wikimia_extended_00105.txt,wikimia_extended,WikiMIA,WikiMIA_WikiMIA_length128_00105.txt,WikiMIA_length128,english,1,member,b8eeb53e1b0f080d8a1248e31ddc35d7
wikimia_extended_00106.txt,dataset/raw/wikimia_extended/wikimia_extended_00106.txt,wikimia_extended,WikiMIA,WikiMIA_WikiMIA_length128_00106.txt,WikiMIA_length128,english,1,member,16df138df9e39747652fcc0ab55138be
wikimia_extended_00107.txt,dataset/raw/wikimia_extended/wikimia_extended_00107.txt,wikimia_extended,WikiMIA,WikiMIA_WikiMIA_length128_00107.txt,WikiMIA_length128,english,0,non_member,83dad1f627a582340561b45a1ff2ee0a
wikimia_extended_00108.txt,dataset/raw/wikimia_extended/wikimia_extended_00108.txt,wikimia_extended,WikiMIA,WikiMIA_WikiMIA_length128_00108.txt,WikiMIA_length128,english,0,non_member,3e319de0feda9aaeda46e14d59bf6da0
wikimia_extended_00109.txt,dataset/raw/wikimia_extended/wikimia_extended_00109.txt,wikimia_extended,WikiMIA,WikiMIA_WikiMIA_length128_00109.txt,WikiMIA_length128,english,1,member,e1e3b977a6ab7a2320fc1460d4276ba7
wikimia_extended_00110.txt,dataset/raw/wikimia_extended/wikimia_extended_00110.txt,wikimia_extended,WikiMIA,WikiMIA_WikiMIA_length128_00110.txt,WikiMIA_length128,english,0,non_member,920a97f49710a9c4d0810fd27e2c6b5b
wikimia_extended_00111.txt,dataset/raw/wikimia_extended/wikimia_extended_00111.txt,wikimia_extended,WikiMIA,WikiMIA_WikiMIA_length128_00111.txt,WikiMIA_length128,english,1,member,f26dcf1d9098276fcee790bf8c0e4b97
wikimia_extended_00112.txt,dataset/raw/wikimia_extended/wikimia_extended_00112.txt,wikimia_extended,WikiMIA,WikiMIA_WikiMIA_length128_00112.txt,WikiMIA_length128,english,0,non_member,29c47a5722d5fdbca925fe23f1f95ad4
wikimia_extended_00113.txt,dataset/raw/wikimia_extended/wikimia_extended_00113.txt,wikimia_extended,WikiMIA,WikiMIA_WikiMIA_length128_00113.txt,WikiMIA_length128,english,1,member,9289754b72492423369f745ee8c33876
wikimia_extended_00114.txt,dataset/raw/wikimia_extended/wikimia_extended_00114.txt,wikimia_extended,WikiMIA,WikiMIA_WikiMIA_length128_00114.txt,WikiMIA_length128,english,0,non_member,02178ef01f5e25ef765c906dcd879bcc
wikimia_extended_00115.txt,dataset/raw/wikimia_extended/wikimia_extended_00115.txt,wikimia_extended,WikiMIA,WikiMIA_WikiMIA_length128_00115.txt,WikiMIA_length128,english,0,non_member,79f341b2b93979f528c16bf317ecb009
