query_id,method,model,backend,sample_id,book_id,label,length,position,prefix,target_word,sample_idx,generated_text,generated_first_word,similarity,timestamp
675aa42e512323893926d6c88b3310f4,simmia,llama-3.3-70b-versatile,groq,BT_0000,1984_-_George_Orwell,1,medium,16,Since he was arrested he had not been fed. He sat as still as he could,on,1,trying,trying,0.7120724320411682,2026-06-26 22:42:59
dbc794cab3cfeccc5a6e3c76ea66d5c1,simmia,llama-3.3-70b-versatile,groq,BT_0000,1984_-_George_Orwell,1,medium,16,Since he was arrested he had not been fed. He sat as still as he could,on,2,trying,trying,0.7120724320411682,2026-06-26 22:43:01
e5293af9e7177651b0fa00601168e63a,simmia,llama-3.3-70b-versatile,groq,BT_0000,1984_-_George_Orwell,1,medium,17,Since he was arrested he had not been fed. He sat as still as he could on,the,0,the,the,1.0,2026-06-26 22:43:03
29075c385fc022f783dd3e4d0b24fc47,simmia,llama-3.3-70b-versatile,groq,BT_0000,1984_-_George_Orwell,1,medium,17,Since he was arrested he had not been fed. He sat as still as he could on,the,1,the,the,1.0,2026-06-26 22:43:06
1924c819c3c4353f75e9f52170f984da,simmia,llama-3.3-70b-versatile,groq,BT_0000,1984_-_George_Orwell,1,medium,17,Since he was arrested he had not been fed. He sat as still as he could on,the,2,the,the,1.0,2026-06-26 22:43:08
4ae49d24e7e2e672201a99b644ffaea2,simmia,llama-3.3-70b-versatile,groq,BT_0000,1984_-_George_Orwell,1,medium,18,Since he was arrested he had not been fed. He sat as still as he could on the,narrow,0,cold,cold,0.6336169242858887,2026-06-26 22:43:10
62d486fcc4a5dc54b0efa5e4f29e5cfd,simmia,llama-3.3-70b-versatile,groq,BT_0000,1984_-_George_Orwell,1,medium,18,Since he was arrested he had not been fed. He sat as still as he could on the,narrow,1,cold,cold,0.6336169242858887,2026-06-26 22:43:13
719712e2c68d18da03580e91b92e3648,simmia,llama-3.3-70b-versatile,groq,BT_0000,1984_-_George_Orwell,1,medium,18,Since he was arrested he had not been fed. He sat as still as he could on the,narrow,2,cold,cold,0.6336169242858887,2026-06-26 22:43:15
d3b9816256c44e2a142f103def10c5f8,simmia,llama-3.3-70b-versatile,groq,BT_0000,1984_-_George_Orwell,1,medium,19,Since he was arrested he had not been fed. He sat as still as he could on the narrow,"bench,",0,bench,bench,0.9746565818786621,2026-06-26 22:43:18
de1e9f846b2b340bd72b60afa8a1a3c4,simmia,llama-3.3-70b-versatile,groq,BT_0000,1984_-_George_Orwell,1,medium,19,Since he was arrested he had not been fed. He sat as still as he could on the narrow,"bench,",1,bench,bench,0.9746565818786621,2026-06-26 22:43:20
1045192a5de21c08ff1ed93d7b6296f9,simmia,llama-3.3-70b-versatile,groq,BT_0000,1984_-_George_Orwell,1,medium,19,Since he was arrested he had not been fed. He sat as still as he could on the narrow,"bench,",2,bench,bench,0.9746565818786621,2026-06-26 22:43:22
7cc2d587dbe56c9bb10feb4d1e0cd0a7,simmia,llama-3.3-70b-versatile,groq,BT_0001,The_Alchemist_-_Paulo_Coelho,1,medium,1,“And,I,0,it”,it”,0.7668706178665161,2026-06-26 22:43:25
15c476d8aea5c556188158736785f0f1,simmia,llama-3.3-70b-versatile,groq,BT_0001,The_Alchemist_-_Paulo_Coelho,1,medium,1,“And,I,1,it”,it”,0.7668706178665161,2026-06-26 22:43:27
65bba56650927189d89714537b0632ea,simmia,llama-3.3-70b-versatile,groq,BT_0001,The_Alchemist_-_Paulo_Coelho,1,medium,1,“And,I,2,it”,it”,0.7668706178665161,2026-06-26 22:43:29
50f251724fd8db70de968b1a85fbc323,simmia,llama-3.3-70b-versatile,groq,BT_0001,The_Alchemist_-_Paulo_Coelho,1,medium,2,“And I,know,0,think”,think”,0.6379987001419067,2026-06-26 22:43:32
5f0c28aacdd2e62f781d2977187492f0,simmia,llama-3.3-70b-versatile,groq,BT_0001,The_Alchemist_-_Paulo_Coelho,1,medium,2,“And I,know,1,think”,think”,0.6379987001419067,2026-06-26 22:43:34
d38991fa354cf27aec3582e0a70a9d0e,simmia,llama-3.3-70b-versatile,groq,BT_0001,The_Alchemist_-_Paulo_Coelho,1,medium,2,“And I,know,2,think”,think”,0.6379987001419067,2026-06-26 22:43:36
8d23cc1d7368c031e5c5fd9366964124,simmia,llama-3.3-70b-versatile,groq,BT_0001,The_Alchemist_-_Paulo_Coelho,1,medium,3,“And I know,the,0,that”,that”,0.7132184505462646,2026-06-26 22:43:39
ec1b6641febf116614a478bd2b891bb7,simmia,llama-3.3-70b-versatile,groq,BT_0001,The_Alchemist_-_Paulo_Coelho,1,medium,3,“And I know,the,1,that”,that”,0.7132184505462646,2026-06-26 22:43:41
23b578b3db6cbd08fdacebe9f0f7a61c,simmia,llama-3.3-70b-versatile,groq,BT_0001,The_Alchemist_-_Paulo_Coelho,1,medium,3,“And I know,the,2,that”,that”,0.7132184505462646,2026-06-26 22:43:43
9f067d4dd109d74ae018553c18db093f,simmia,llama-3.3-70b-versatile,groq,BT_0001,The_Alchemist_-_Paulo_Coelho,1,medium,4,“And I know the,Soul,0,answer,answer,0.7014070749282837,2026-06-26 22:43:46
a520ce822b22d33a5ea57e8dd24ed05f,simmia,llama-3.3-70b-versatile,groq,BT_0001,The_Alchemist_-_Paulo_Coelho,1,medium,4,“And I know the,Soul,1,reason,reason,0.6875801682472229,2026-06-26 22:43:48
33e679e230769e811d93204e5b484d57,simmia,llama-3.3-70b-versatile,groq,BT_0001,The_Alchemist_-_Paulo_Coelho,1,medium,4,“And I know the,Soul,2,reason,reason,0.6875801682472229,2026-06-26 22:43:51
c541f48467619683c6b5abc2110ae93f,simmia,llama-3.3-70b-versatile,groq,BT_0001,The_Alchemist_-_Paulo_Coelho,1,medium,5,“And I know the Soul,of,0,of,of,1.0,2026-06-26 22:43:53
7596e94751f13d025a935d72a24a492f,simmia,llama-3.3-70b-versatile,groq,BT_0001,The_Alchemist_-_Paulo_Coelho,1,medium,5,“And I know the Soul,of,1,of,of,1.0,2026-06-26 22:43:56
eec498c65b1202582c103bd63d0ea0c8,simmia,llama-3.3-70b-versatile,groq,BT_0001,The_Alchemist_-_Paulo_Coelho,1,medium,5,“And I know the Soul,of,2,of,of,1.0,2026-06-26 22:43:58
70e72307b13ff2633889748a3b1834aa,simmia,llama-3.3-70b-versatile,groq,BT_0001,The_Alchemist_-_Paulo_Coelho,1,medium,6,“And I know the Soul of,the,0,"Life""","Life""",0.6439546346664429,2026-06-26 22:44:00
062607183ef790abd736ca0306585262,simmia,llama-3.3-70b-versatile,groq,BT_0001,The_Alchemist_-_Paulo_Coelho,1,medium,6,“And I know the Soul of,the,1,Life,Life,0.6558908820152283,2026-06-26 22:44:03
b36d898d1a3a870904ec670359bd6651,simmia,llama-3.3-70b-versatile,groq,BT_0001,The_Alchemist_-_Paulo_Coelho,1,medium,6,“And I know the Soul of,the,2,Life,Life,0.6558908820152283,2026-06-26 22:44:05
7dc53c9178560ad472167e5f99b1924b,simmia,llama-3.3-70b-versatile,groq,BT_0001,The_Alchemist_-_Paulo_Coelho,1,medium,7,“And I know the Soul of the,"World,",0,Lord,Lord,0.6983245611190796,2026-06-26 22:44:07
b0e2465253f1705320c14db89b25c8c8,simmia,llama-3.3-70b-versatile,groq,BT_0001,The_Alchemist_-_Paulo_Coelho,1,medium,7,“And I know the Soul of the,"World,",1,Lord,Lord,0.6983245611190796,2026-06-26 22:44:10
96c8610bc029e71510928a0c8d581d48,simmia,llama-3.3-70b-versatile,groq,BT_0001,The_Alchemist_-_Paulo_Coelho,1,medium,7,“And I know the Soul of the,"World,",2,"World""","World""",0.878666341304779,2026-06-26 22:44:12
71b0bec28bf7c2c1063d5b49c4734362,simmia,llama-3.3-70b-versatile,groq,BT_0001,The_Alchemist_-_Paulo_Coelho,1,medium,8,"“And I know the Soul of the World,",because,0,which,which,0.667786717414856,2026-06-26 22:44:14
c33373b0c99d2800f28d204264aa0c67,simmia,llama-3.3-70b-versatile,groq,BT_0001,The_Alchemist_-_Paulo_Coelho,1,medium,8,"“And I know the Soul of the World,",because,1,is”,is”,0.64207923412323,2026-06-26 22:44:17
ca4a2eef720e1f4c56b649a911305ac1,simmia,llama-3.3-70b-versatile,groq,BT_0001,The_Alchemist_-_Paulo_Coelho,1,medium,8,"“And I know the Soul of the World,",because,2,is”,is”,0.64207923412323,2026-06-26 22:44:19
666642e6cee84126d40287d514c62ae1,simmia,llama-3.3-70b-versatile,groq,BT_0001,The_Alchemist_-_Paulo_Coelho,1,medium,9,"“And I know the Soul of the World, because",we,0,I,I,0.8049505352973938,2026-06-26 22:44:21
958cc04e67475e443f410b6b6b459a6d,simmia,llama-3.3-70b-versatile,groq,BT_0001,The_Alchemist_-_Paulo_Coelho,1,medium,9,"“And I know the Soul of the World, because",we,1,I,I,0.8049505352973938,2026-06-26 22:44:24
93251c4a8c98e1308171ee6bf1a22aed,simmia,llama-3.3-70b-versatile,groq,BT_0001,The_Alchemist_-_Paulo_Coelho,1,medium,9,"“And I know the Soul of the World, because",we,2,I,I,0.8049505352973938,2026-06-26 22:44:26
39b0e04c055778c3ed7470900ae3e804,simmia,llama-3.3-70b-versatile,groq,BT_0001,The_Alchemist_-_Paulo_Coelho,1,medium,10,"“And I know the Soul of the World, because we",have,0,have,have,1.0,2026-06-26 22:44:28
8d432e42f554f434a146419770cf47c3,simmia,llama-3.3-70b-versatile,groq,BT_0001,The_Alchemist_-_Paulo_Coelho,1,medium,10,"“And I know the Soul of the World, because we",have,1,have,have,1.0,2026-06-26 22:44:31
6de37d8102fb33640ff5d3a861be92f7,simmia,llama-3.3-70b-versatile,groq,BT_0001,The_Alchemist_-_Paulo_Coelho,1,medium,10,"“And I know the Soul of the World, because we",have,2,have,have,1.0,2026-06-26 22:44:33
fb2fb476b9132d20744f49fa53f70b5f,simmia,llama-3.3-70b-versatile,groq,BT_0001,The_Alchemist_-_Paulo_Coelho,1,medium,11,"“And I know the Soul of the World, because we have",talked,0,talked,talked,1.0,2026-06-26 22:44:35
e21233f0126cd57fff48d1c186d63d4b,simmia,llama-3.3-70b-versatile,groq,BT_0001,The_Alchemist_-_Paulo_Coelho,1,medium,11,"“And I know the Soul of the World, because we have",talked,1,talked,talked,1.0,2026-06-26 22:44:38
725d6f5ea99906bfc076646aed87bc96,simmia,llama-3.3-70b-versatile,groq,BT_0001,The_Alchemist_-_Paulo_Coelho,1,medium,11,"“And I know the Soul of the World, because we have",talked,2,talked,talked,1.0,2026-06-26 22:44:40
0f61829bb916edb9d8882aeb005e2b3a,simmia,llama-3.3-70b-versatile,groq,BT_0001,The_Alchemist_-_Paulo_Coelho,1,medium,12,"“And I know the Soul of the World, because we have talked",at,0,many,many,0.668804407119751,2026-06-26 22:44:42
c9e9a1403262c337babe0508e9dda6a4,simmia,llama-3.3-70b-versatile,groq,BT_0001,The_Alchemist_-_Paulo_Coelho,1,medium,12,"“And I know the Soul of the World, because we have talked",at,1,many,many,0.668804407119751,2026-06-26 22:44:45
0e039e8f979124e71517376d265be76d,simmia,llama-3.3-70b-versatile,groq,BT_0001,The_Alchemist_-_Paulo_Coelho,1,medium,12,"“And I know the Soul of the World, because we have talked",at,2,many,many,0.668804407119751,2026-06-26 22:44:47
9e7305d29502609bade5ea02126100cb,simmia,llama-3.3-70b-versatile,groq,BT_0001,The_Alchemist_-_Paulo_Coelho,1,medium,13,"“And I know the Soul of the World, because we have talked at",great,0,length,length,0.6269004344940186,2026-06-26 22:44:50
a686227a97b15815f581374992925377,simmia,llama-3.3-70b-versatile,groq,BT_0001,The_Alchemist_-_Paulo_Coelho,1,medium,13,"“And I know the Soul of the World, because we have talked at",great,1,length,length,0.6269004344940186,2026-06-26 22:44:52
8f3e8bc480b2af534df4de8e2946d85d,simmia,llama-3.3-70b-versatile,groq,BT_0001,The_Alchemist_-_Paulo_Coelho,1,medium,13,"“And I know the Soul of the World, because we have talked at",great,2,length,length,0.6269004344940186,2026-06-26 22:44:54
4c4ee1e284b3dde0b125bce82c2bc078,simmia,llama-3.3-70b-versatile,groq,BT_0001,The_Alchemist_-_Paulo_Coelho,1,medium,14,"“And I know the Soul of the World, because we have talked at great",length,0,lengths,lengths,0.9710360765457153,2026-06-26 22:44:57
cec5aa78f3b14dcd5f724332d1ce31e8,simmia,llama-3.3-70b-versatile,groq,BT_0001,The_Alchemist_-_Paulo_Coelho,1,medium,14,"“And I know the Soul of the World, because we have talked at great",length,1,lengths,lengths,0.9710360765457153,2026-06-26 22:44:59
d04d40cfa22566fca40784fdda50817d,simmia,llama-3.3-70b-versatile,groq,BT_0001,The_Alchemist_-_Paulo_Coelho,1,medium,14,"“And I know the Soul of the World, because we have talked at great",length,2,lengths,lengths,0.9710360765457153,2026-06-26 22:45:02
787b3f404f1249353d28ea33e0524e9f,simmia,llama-3.3-70b-versatile,groq,BT_0001,The_Alchemist_-_Paulo_Coelho,1,medium,15,"“And I know the Soul of the World, because we have talked at great length",to,0,about,about,0.7287518978118896,2026-06-26 22:45:04
cfc3fe2dfd3d23f259044d0dedab0e8e,simmia,llama-3.3-70b-versatile,groq,BT_0001,The_Alchemist_-_Paulo_Coelho,1,medium,15,"“And I know the Soul of the World, because we have talked at great length",to,1,about,about,0.7287518978118896,2026-06-26 22:45:06
4bc1b35974576a0a4e99a974d632f02d,simmia,llama-3.3-70b-versatile,groq,BT_0001,The_Alchemist_-_Paulo_Coelho,1,medium,15,"“And I know the Soul of the World, because we have talked at great length",to,2,about,about,0.7287518978118896,2026-06-26 22:45:09
23e277d2592c909bbb9ce74128f830dd,simmia,llama-3.3-70b-versatile,groq,BT_0001,The_Alchemist_-_Paulo_Coelho,1,medium,16,"“And I know the Soul of the World, because we have talked at great length to",each,0,each,each,1.0000001192092896,2026-06-26 22:45:11
1cf1329ce39b9063c608ca66d98225bc,simmia,llama-3.3-70b-versatile,groq,BT_0001,The_Alchemist_-_Paulo_Coelho,1,medium,16,"“And I know the Soul of the World, because we have talked at great length to",each,1,each,each,1.0000001192092896,2026-06-26 22:45:13
35f6a6e7156829268bf6c05ace14ddfc,simmia,llama-3.3-70b-versatile,groq,BT_0001,The_Alchemist_-_Paulo_Coelho,1,medium,16,"“And I know the Soul of the World, because we have talked at great length to",each,2,each,each,1.0000001192092896,2026-06-26 22:45:16
8879f8a10255a5e698d15395623b2458,simmia,llama-3.3-70b-versatile,groq,BT_0001,The_Alchemist_-_Paulo_Coelho,1,medium,17,"“And I know the Soul of the World, because we have talked at great length to each",other,0,other.,other.,0.9486229419708252,2026-06-26 22:45:18
12943e9be77b0f6569952f9c368552c4,simmia,llama-3.3-70b-versatile,groq,BT_0001,The_Alchemist_-_Paulo_Coelho,1,medium,17,"“And I know the Soul of the World, because we have talked at great length to each",other,1,other,other,1.0,2026-06-26 22:45:21
2b0ffa8fb2f0542f64bf134b8c027a38,simmia,llama-3.3-70b-versatile,groq,BT_0001,The_Alchemist_-_Paulo_Coelho,1,medium,17,"“And I know the Soul of the World, because we have talked at great length to each",other,2,other.,other.,0.9486229419708252,2026-06-26 22:45:23
4614f0dbb091d5bca73b2bbb16af8496,simmia,llama-3.3-70b-versatile,groq,BT_0001,The_Alchemist_-_Paulo_Coelho,1,medium,18,"“And I know the Soul of the World, because we have talked at great length to each other",during,0,many,many,0.6541914343833923,2026-06-26 22:45:26
af5ff1846f6fc2feed37a7f5ef45085a,simmia,llama-3.3-70b-versatile,groq,BT_0001,The_Alchemist_-_Paulo_Coelho,1,medium,18,"“And I know the Soul of the World, because we have talked at great length to each other",during,1,many,many,0.6541914343833923,2026-06-26 22:45:28
22316445a0990edae56418413f228c1b,simmia,llama-3.3-70b-versatile,groq,BT_0001,The_Alchemist_-_Paulo_Coelho,1,medium,18,"“And I know the Soul of the World, because we have talked at great length to each other",during,2,many,many,0.6541914343833923,2026-06-26 22:45:30
ca6d3a368b0ff590f43e5796ec742af1,simmia,llama-3.3-70b-versatile,groq,BT_0001,The_Alchemist_-_Paulo_Coelho,1,medium,19,"“And I know the Soul of the World, because we have talked at great length to each other during",this,0,my,my,0.736229419708252,2026-06-26 22:45:33
9ce1c473e9c174f973fafc40baf18f74,simmia,llama-3.3-70b-versatile,groq,BT_0001,The_Alchemist_-_Paulo_Coelho,1,medium,19,"“And I know the Soul of the World, because we have talked at great length to each other during",this,1,my,my,0.736229419708252,2026-06-26 22:45:35
f723fe0c9bd94a1c90a38996845172a9,simmia,llama-3.3-70b-versatile,groq,BT_0001,The_Alchemist_-_Paulo_Coelho,1,medium,19,"“And I know the Soul of the World, because we have talked at great length to each other during",this,2,my,my,0.736229419708252,2026-06-26 22:45:37
0ea54762e0a20112dc7ab1cdf1d406f7,simmia,llama-3.3-70b-versatile,groq,BT_0002,Oliver_Twist_-_Charles_Dickens,1,medium,1,Master,Bates,0,Yoda,Yoda,0.6091020107269287,2026-06-26 22:45:40
c46c6877e5b634be6dd32c05bc291184,simmia,llama-3.3-70b-versatile,groq,BT_0002,Oliver_Twist_-_Charles_Dickens,1,medium,1,Master,Bates,1,of,of,0.6286399364471436,2026-06-26 22:45:42
32b954d12209c9a89bbe9a82292bee67,simmia,llama-3.3-70b-versatile,groq,BT_0002,Oliver_Twist_-_Charles_Dickens,1,medium,1,Master,Bates,2,of,of,0.6286399364471436,2026-06-26 22:45:45
3e0fcc06d5455bc1784ba4d1a1001d34,simmia,llama-3.3-70b-versatile,groq,BT_0002,Oliver_Twist_-_Charles_Dickens,1,medium,2,Master Bates,"followed,",0,was,was,0.663212776184082,2026-06-26 22:45:47
